DIST COUNTY AREA TOTAL DEM REP CPF REF LPF OverVotes GRE UnderVotes WriteinVotes
NA "Palm Beach" 6134 0 916 440 NA 3 23 2 13 13 11
NA "Palm Beach" 6136 0 1 1 NA NA NA NA NA NA NA
NA "Palm Beach" 6140 0 354 449 NA 1 11 NA 2 5 3
NA "Palm Beach" 6142 0 NA 2 NA NA NA NA NA NA NA
NA "Palm Beach" 6146 0 2 NA NA NA NA NA NA NA NA
NA "Palm Beach" 6150 0 38 36 NA NA 1 NA 1 1 1
NA "Palm Beach" 6152 0 405 545 2 NA 16 NA 4 9 9
NA "Palm Beach" 6154 0 514 554 NA 1 20 NA 3 5 9
NA "Palm Beach" 6156 0 634 717 NA 2 31 2 7 11 17
NA "Palm Beach" 6158 0 786 948 NA NA 40 1 9 11 11
NA "Palm Beach" 6160 0 620 616 2 2 32 NA 7 11 7
NA "Palm Beach" 6162 0 742 686 6 1 26 2 8 11 12
NA "Palm Beach" 6164 0 835 771 NA NA 31 1 8 8 14
NA "Palm Beach" 6166 0 894 904 1 2 29 2 8 22 14
NA "Palm Beach" 6168 0 154 181 1 NA 5 NA NA 2 3
NA "Palm Beach" 6170 0 14 9 NA NA 2 NA NA 1 NA
NA "Palm Beach" 6172 0 1034 474 2 1 25 3 5 4 8
NA "Palm Beach" 6174 0 18 63 NA NA NA NA NA NA NA
NA "Palm Beach" 6178 0 541 367 NA NA 21 3 5 6 4
NA "Palm Beach" 6180 0 19 47 NA NA 2 NA NA NA NA
NA "Palm Beach" 6182 0 305 434 NA NA 8 NA 4 7 3
NA "Palm Beach" 6184 0 636 590 2 NA 23 NA 10 6 6
NA "Palm Beach" 6186 0 770 583 NA 1 26 1 6 10 11
NA "Palm Beach" 6188 0 245 355 NA NA 11 NA 2 10 8
NA "Palm Beach" 6190 0 747 477 7 2 25 2 15 10 7
NA "Palm Beach" 6192 0 969 829 3 1 36 2 10 11 15
NA "Palm Beach" 6194 0 441 317 NA NA 12 1 4 6 NA
NA "Palm Beach" 6198 0 494 305 NA 1 12 1 2 2 6
NA "Palm Beach" 6200 0 569 561 3 1 18 1 5 4 12
NA "Palm Beach" 6202 0 NA 3 NA NA NA NA NA NA NA
NA "Palm Beach" 6204 0 5 4 NA NA NA NA NA NA NA
NA "Palm Beach" 6206 0 229 232 NA NA 7 1 1 3 6
NA "Palm Beach" 6207 0 562 684 2 NA 56 NA 4 10 8
NA "Palm Beach" 6208 0 334 299 NA NA 2 NA NA 8 2
NA "Palm Beach" 6210 0 1441 1175 1 1 26 3 7 19 9
NA "Palm Beach" 6212 0 132 219 1 1 3 NA 1 1 4
NA "Palm Beach" 6214 0 771 790 4 1 28 1 7 12 4
NA "Palm Beach" 6216 0 207 200 NA NA 16 NA 2 2 4
NA "Palm Beach" 6220 0 55 37 NA NA NA NA 3 NA 1
NA "Palm Beach" 6224 0 850 1099 1 NA 27 1 7 13 7
NA "Palm Beach" 6226 0 801 787 2 1 22 NA 12 11 5
NA "Palm Beach" 6228 0 894 426 NA NA 9 6 2 10 7
NA "Palm Beach" 6230 0 639 731 NA NA 38 NA 7 10 3
NA "Palm Beach" 6232 0 602 781 1 NA 24 2 6 3 8
NA "Palm Beach" 7002 0 2 NA NA NA NA NA NA NA NA
NA "Palm Beach" 7006 0 NA 2 NA NA NA NA NA NA NA
NA "Palm Beach" 7010 0 211 14 NA NA 2 1 NA NA 2
NA "Palm Beach" 7012 0 838 165 1 NA 14 3 13 9 5
NA "Palm Beach" 7016 0 NA 1 NA NA NA NA NA NA NA
NA "Palm Beach" 7018 0 2 NA NA NA NA NA NA NA NA
NA "Palm Beach" 7022 0 750 147 NA NA 21 1 2 2 4
NA "Palm Beach" 7024 0 1135 63 2 NA 6 4 5 7 3
NA "Palm Beach" 7025 0 203 29 1 NA 5 NA 4 1 NA
NA "Palm Beach" 7026 0 1718 30 1 1 5 13 2 7 8
NA "Palm Beach" 7028 0 1334 92 NA NA 6 7 3 8 6
NA "Palm Beach" 7030 0 195 278 NA NA 9 NA 1 3 5
NA "Palm Beach" 7034 0 1111 208 5 NA 9 2 4 8 6
NA "Palm Beach" 7036 0 2 1 NA NA NA NA NA NA NA
NA "Palm Beach" 7040 0 892 26 1 1 2 6 9 1 1
NA "Palm Beach" 7041 0 272 18 NA 1 6 NA 3 1 NA
NA "Palm Beach" 7042 0 1321 37 1 1 4 10 5 10 7
NA "Palm Beach" 7044 0 1048 87 NA 1 5 8 2 2 6
NA "Palm Beach" 7046 0 32 51 NA NA NA NA 1 1 NA
NA "Palm Beach" 7048 0 254 9 NA NA NA 2 1 NA 3
NA "Palm Beach" 7050 0 NA 3 NA NA NA NA NA NA NA
NA "Palm Beach" 7054 0 790 74 1 2 2 NA 4 4 3
NA "Palm Beach" 7058 0 1224 353 3 NA 30 2 22 9 20
NA "Palm Beach" 7060 0 1006 53 1 NA 2 5 6 3 1
NA "Palm Beach" 7062 0 590 29 1 NA 2 1 7 1 3
NA "Palm Beach" 7064 0 1086 115 2 NA 6 4 12 5 7
NA "Palm Beach" 7066 0 892 166 1 NA 13 3 9 4 3
NA "Palm Beach" 7068 0 792 203 1 4 18 2 13 4 6
NA "Palm Beach" 7070 0 464 364 NA NA 22 2 6 8 4
NA "Palm Beach" 7072 0 306 99 NA NA 5 NA 3 4 NA
NA "Palm Beach" 7074 0 166 20 NA NA 1 NA 1 NA 1
NA "Palm Beach" 7076 0 2 3 NA NA NA NA NA NA NA
NA "Palm Beach" 7078 0 277 65 NA NA 5 1 4 3 4
NA "Palm Beach" 7080 0 39 6 NA NA NA NA 1 NA NA
NA "Palm Beach" 7082 0 919 348 4 3 10 4 10 6 12
NA "Palm Beach" 7084 0 677 242 5 2 19 4 7 9 7
NA "Palm Beach" 7086 0 11 3 NA NA NA NA NA NA NA
NA "Palm Beach" 7088 0 657 521 NA NA 15 1 5 7 14
NA "Palm Beach" 7090 0 1371 412 2 2 25 4 12 12 20
NA "Palm Beach" 7092 0 137 37 NA 1 3 NA 1 NA 3
NA "Palm Beach" 7094 0 556 100 NA 1 12 5 2 5 2
NA "Palm Beach" 7096 0 776 290 3 1 25 NA 9 6 5
NA "Palm Beach" 7098 0 17 16 1 NA 1 NA 1 NA NA
NA "Palm Beach" 7100 0 841 457 9 NA 29 5 22 8 14
NA "Palm Beach" 7102 0 616 161 1 1 4 5 2 1 2
NA "Palm Beach" 7104 0 754 341 4 NA 25 NA 11 5 9
NA "Palm Beach" 7106 0 1334 76 2 NA 7 12 8 6 6
NA "Palm Beach" 7108 0 391 250 2 NA 14 NA 5 5 7
NA "Palm Beach" 7110 0 490 158 1 NA 8 4 3 3 4
NA "Palm Beach" 7112 0 117 33 NA NA 3 NA NA NA 1
NA "Palm Beach" 7116 0 1 NA NA NA NA NA NA NA NA
NA "Palm Beach" 7118 0 22 16 NA NA NA NA NA NA NA
NA "Palm Beach" 7120 0 182 66 1 NA 10 3 2 2 1
NA "Palm Beach" 7124 0 1019 119 2 1 3 3 6 5 2
NA "Palm Beach" 7126 0 1368 462 2 3 34 13 20 12 8
NA "Palm Beach" 7128 0 1494 71 3 1 12 6 8 8 2
NA "Palm Beach" 7130 0 971 686 1 NA 54 1 9 14 27
NA "Palm Beach" 7132 0 530 423 NA NA 22 2 6 14 3
NA "Palm Beach" 7134 0 660 117 1 1 7 7 3 6 5
NA "Palm Beach" 7136 0 31 29 NA 1 1 NA 3 2 NA
NA "Palm Beach" 7138 0 1344 358 2 4 19 7 9 13 6
NA "Palm Beach" 7140 0 92 82 1 NA NA NA 1 NA 1
NA "Palm Beach" 7142 0 37 6 NA NA NA NA 2 NA NA
NA "Palm Beach" 7144 0 50 1 NA NA NA NA 1 NA 1
NA "Palm Beach" 7146 0 203 12 1 NA 1 2 NA NA 2
NA "Palm Beach" 7148 0 56 24 NA NA NA NA 2 2 1
NA "Palm Beach" 7149 0 90 16 NA NA NA NA NA 2 NA
NA "Palm Beach" 7150 0 375 265 NA NA 22 NA 4 6 8
NA "Palm Beach" 7152 0 504 470 2 2 34 1 5 11 14
NA "Palm Beach" 7154 0 174 317 NA NA 3 NA 2 10 8
NA "Palm Beach" 7156 0 57 83 NA NA 6 2 NA 1 3
NA "Palm Beach" 7158 0 571 436 1 NA 16 NA 3 13 6
NA "Palm Beach" 7160 0 876 177 1 NA 9 2 9 10 6
NA "Palm Beach" 7162 0 719 125 NA NA 10 4 7 6 2
NA "Palm Beach" 7164 0 299 196 NA NA 5 NA 5 6 4
NA "Palm Beach" 7166 0 402 381 NA 1 4 1 1 10 7
NA "Palm Beach" 7168 0 1161 653 3 3 36 2 20 10 8
NA "Palm Beach" 7170 0 572 371 1 1 13 5 12 7 7
NA "Palm Beach" 7172 0 248 222 1 NA 9 1 5 5 3
NA "Palm Beach" 7174 0 829 202 3 2 17 4 7 4 2
NA "Palm Beach" 7176 0 138 51 NA NA 4 NA 1 NA 1
NA "Palm Beach" 7178 0 1394 335 2 NA 16 8 9 9 7
NA "Palm Beach" 7180 0 1857 156 2 1 4 8 10 11 7
NA "Palm Beach" 7182 0 1094 39 NA 1 5 6 7 5 3
NA "Palm Beach" 7184 0 4 1 NA NA NA NA NA NA NA
NA "Palm Beach" 7186 0 1264 378 4 2 30 6 16 10 9
NA "Palm Beach" 7188 0 624 463 1 NA 11 4 12 14 9
NA "Palm Beach" 7190 0 911 545 1 1 26 5 24 12 8
NA "Palm Beach" 7192 0 9 5 NA NA NA NA 1 NA NA
NA "Palm Beach" 7194 0 564 305 1 1 11 5 8 14 7
NA "Palm Beach" 7196 0 1283 254 NA 1 9 6 11 10 10
NA "Palm Beach" 7198 0 31 31 NA NA NA NA NA 1 NA
NA "Palm Beach" 7200 0 1069 85 NA 1 3 2 3 2 3
NA "Palm Beach" 7202 0 598 287 1 NA 12 2 4 5 7
NA "Palm Beach" 7204 0 65 58 NA NA 1 NA 1 NA NA
NA "Palm Beach" 7206 0 49 56 NA NA 1 NA 3 2 1
NA "Palm Beach" 7208 0 711 198 NA 2 13 6 5 5 2
NA "Palm Beach" 7210 0 1331 41 NA NA 4 15 3 6 2
NA "Palm Beach" 7212 0 1030 181 1 NA 10 15 5 6 3
NA "Palm Beach" 7214 0 696 233 3 NA 15 2 7 8 6
NA "Palm Beach" 8001 0 62 18 NA NA 1 NA 1 3 NA
NA "Palm Beach" 8002 0 46 41 2 NA 3 NA NA 2 NA
NA Pasco 001 0 1348 1273 10 1 89 3 25 22 18
NA Pasco 002 0 240 441 3 0 14 0 4 2 6
NA Pasco 003 0 840 1443 5 2 44 1 15 15 29
NA Pasco 004 0 302 610 6 2 30 1 9 8 11
NA Pasco 005 0 570 1226 6 3 46 2 15 9 14
NA Pasco 006 0 2168 3724 13 7 161 16 40 44 65
NA Pasco 007 0 2073 1996 21 4 123 3 40 18 61
NA Pasco 008 0 1562 2429 13 8 109 3 31 24 45
NA Pasco 009 0 148 399 0 0 16 0 8 1 4
NA Pasco 010 0 218 503 4 0 27 1 10 7 10
NA Pasco 011 0 795 1502 0 3 63 1 17 8 24
NA Pasco 012 0 378 881 2 0 31 5 15 4 9
NA Pasco 013 0 752 1666 3 2 50 6 12 16 17
NA Pasco 014 0 1274 2161 6 4 82 0 23 15 21
NA Pasco 015 0 982 1290 12 3 84 6 37 15 40
NA Pasco 016 0 149 454 1 0 18 0 1 2 3
NA Pasco 017 0 227 354 2 0 7 3 1 7 2
NA Pasco 018 0 354 509 1 3 25 0 5 9 7
NA Pasco 019 0 802 1903 8 2 67 2 14 21 22
NA Pasco 020 0 108 248 1 0 12 0 6 2 4
NA Pasco 021 0 259 388 3 0 15 1 2 4 6
NA Pasco 022 0 255 559 1 2 28 0 6 6 4
NA Pasco 023 0 395 874 9 3 30 3 8 5 10
NA Pasco 024 0 128 162 1 0 5 1 2 1 2
NA Pasco 025 0 1038 1308 7 3 54 4 18 17 22
NA Pasco 026 0 575 1201 5 2 35 0 26 5 13
NA Pasco 027 0 1175 3133 16 7 98 3 43 24 36
NA Pasco 028 0 1105 1484 5 5 69 6 24 12 23
NA Pasco 029 0 372 541 2 1 31 0 7 10 5
NA Pasco 030 0 925 1163 4 2 59 5 35 9 25
NA Pasco 031 0 1112 1247 5 2 80 1 23 15 27
NA Pasco 032 0 887 1215 6 0 70 8 12 15 23
NA Pasco 033 0 1394 2734 1 0 77 4 25 30 30
NA Pasco 034 0 892 1537 8 6 76 9 31 17 19
NA Pasco 035 0 808 1221 3 6 72 4 22 11 15
NA Pasco 036 0 1380 1790 4 1 89 3 30 16 40
NA Pasco 037 0 649 1253 4 3 53 8 14 15 9
NA Pasco 038 0 1059 1241 2 4 45 2 13 16 26
NA Pasco 039 0 162 375 0 0 19 0 2 4 5
NA Pasco 040 0 210 358 1 0 12 1 10 4 7
NA Pasco 041 0 492 968 5 1 55 1 17 6 15
NA Pasco 042 0 1340 2051 7 2 98 6 32 17 29
NA Pasco 043 0 228 276 0 0 19 0 3 6 5
NA Pasco 044 0 373 557 2 0 20 2 5 5 1
NA Pasco 045 0 1027 2554 7 1 67 4 26 13 35
NA Pasco 046 0 1043 1423 9 5 76 2 37 11 28
NA Pasco 047 0 376 489 3 2 24 2 6 2 9
NA Pasco 048 0 502 737 1 5 36 2 12 2 7
NA Pasco 049 0 302 628 1 0 27 0 11 6 11
NA Pasco 050 0 749 1019 8 0 56 6 24 7 13
NA Pasco 051 0 792 1079 10 2 65 0 21 16 20
NA Pasco 052 0 1414 2303 5 5 67 10 30 27 28
NA Pasco 053 0 619 822 1 4 34 3 23 8 15
NA Pasco 054 0 1019 1201 3 2 74 5 35 13 31
NA Pasco 055 0 1154 1784 7 5 80 7 30 13 22
NA Pasco 056 0 175 297 1 0 12 2 3 8 4
NA Pasco 057 0 543 853 3 2 35 2 12 6 14
NA Pasco 058 0 412 592 2 3 31 2 5 8 15
NA Pasco 059 0 1643 2584 12 6 92 5 34 40 33
NA Pasco 060 0 959 1313 5 6 59 3 18 12 29
NA Pasco 061 0 347 550 4 0 20 1 7 12 6
NA Pasco 062 0 1180 2284 10 4 82 3 21 20 32
NA Pasco 063 0 387 597 2 0 24 0 3 8 8
NA Pasco 064 0 513 827 7 0 37 5 8 13 8
NA Pasco 065 0 1032 1485 5 4 105 4 30 18 32
NA Pasco 066 0 1009 1397 7 3 56 5 33 11 28
NA Pasco 067 0 807 1617 3 2 73 1 17 18 25
NA Pasco 068 0 636 1145 6 1 24 3 10 13 17
NA Pasco 069 0 659 1411 3 2 66 7 19 15 16
NA Pasco 070 0 2538 3674 9 4 158 5 47 24 58
NA Pasco 071 0 307 776 0 1 16 0 6 5 4
NA Pasco 072 0 811 1074 3 0 60 9 16 16 19
NA Pasco 073 0 2108 2439 8 5 146 3 25 24 43
NA Pasco 074 0 67 52 0 0 2 0 2 2 2
NA Pasco 075 0 913 1424 13 2 71 5 18 10 19
NA Pasco 076 0 680 1352 6 3 34 5 4 14 16
NA Pasco 077 0 574 1454 6 0 34 1 14 9 9
NA Pasco 078 0 803 1332 7 0 50 3 15 9 15
NA Pasco 079 0 239 813 4 0 24 2 4 12 17
NA Pasco 080 0 304 529 2 0 15 0 8 2 4
NA Pasco 081 0 314 775 6 1 16 0 11 7 10
NA Pasco 082 0 886 1758 4 4 48 2 11 18 16
NA Pasco 083 0 2274 4483 7 9 144 3 25 26 46
NA Pasco 084 0 603 1014 6 1 37 1 20 7 16
NA Pasco 085 0 1021 1141 6 4 58 1 20 11 25
NA Pasco 086 0 529 1073 6 1 38 4 11 9 10
NA Pasco 087 0 366 709 7 1 15 2 7 11 8
NA Pasco 088 0 124 365 6 0 13 1 0 1 7
NA Pasco 089 0 304 697 2 2 31 0 13 4 15
NA Pasco 090 0 1489 1329 9 4 73 1 26 9 30
NA Pasco 091 0 823 1690 2 2 57 2 12 19 18
NA Pasco 092 0 597 1002 4 1 33 0 17 11 9
NA Pasco 093 0 777 1219 4 3 67 2 13 9 22
NA Pasco 094 0 499 956 7 2 38 1 7 10 14
NA Pasco 095 0 943 1445 9 3 55 1 12 13 32
NA Pasco 096 0 922 807 2 7 70 2 18 14 26
NA Pasco 097 0 1085 1808 5 1 67 2 24 24 27
NA Pasco 098 0 948 1106 7 5 84 1 19 13 19
NA Pasco 099 0 1286 949 5 6 63 2 13 17 22
NA Pasco 100 0 459 979 5 1 49 0 9 8 17
NA Pasco 101 0 1337 1139 9 7 77 1 32 16 23
NA Pasco 102 0 672 973 6 1 41 5 9 13 10
NA Pasco 103 0 942 1853 6 4 77 0 17 16 22
NA Pasco 104 0 224 370 1 4 16 3 7 3 2
NA Pasco 105 0 934 1596 1 2 43 1 15 15 20
NA Pasco 106 0 223 303 1 0 4 0 2 1 1
NA Pasco 107 0 1554 1337 5 8 95 3 20 12 24
NA Pasco 108 0 1253 2142 9 4 87 5 34 17 21
NA Pasco 109 0 1495 2238 4 3 90 2 26 22 19
NA Pasco 110 0 1898 3580 16 6 190 4 56 32 40
NA Pasco 111 0 1552 1735 7 2 81 3 17 20 44
NA Pasco 112 0 663 972 3 1 33 0 13 14 18
NA Pinellas 101 0 2231 531 3 2 44 7 29 13 17
NA Pinellas 102 0 1136 229 1 0 23 1 8 6 10
NA Pinellas 103 0 381 187 0 0 16 0 4 4 4
NA Pinellas 104 0 1110 195 1 2 29 0 8 6 8
NA Pinellas 105 0 2306 386 8 2 43 8 17 16 14
NA Pinellas 106 0 398 193 1 0 19 2 12 5 6
NA Pinellas 107 0 986 466 3 0 31 3 8 7 8
NA Pinellas 108 0 1373 638 3 3 68 2 18 11 16
NA Pinellas 109 0 1384 235 0 1 22 6 21 10 9
NA Pinellas 110 0 156 61 0 0 5 2 1 0 0
NA Pinellas 111 0 320 122 1 0 5 0 2 2 3
NA Pinellas 112 0 876 150 1 0 8 2 6 8 7
NA Pinellas 113 0 1048 35 0 0 10 7 5 4 7
NA Pinellas 114 0 868 30 2 0 4 5 3 7 4
NA Pinellas 115 0 922 34 0 0 8 6 9 4 6
NA Pinellas 116 0 994 91 1 0 10 2 11 4 4
NA Pinellas 117 0 727 32 0 0 5 13 2 1 7
NA Pinellas 118 0 718 260 0 3 32 1 23 8 18
NA Pinellas 119 0 1508 98 3 1 21 11 20 11 10
NA Pinellas 120 0 1855 89 5 1 26 15 26 5 14
NA Pinellas 121 0 355 137 1 1 28 0 14 3 8
NA Pinellas 122 0 129 61 0 0 7 0 4 0 1
NA Pinellas 123 0 1709 813 3 1 84 4 26 23 24
NA Pinellas 125 0 853 282 2 0 33 2 34 6 11
NA Pinellas 126 0 463 83 1 1 8 9 10 3 2
NA Pinellas 127 0 1058 286 2 0 39 1 32 6 14
NA Pinellas 128 0 1168 529 8 1 68 3 38 10 23
NA Pinellas 129 0 1248 568 0 2 69 3 36 9 35
NA Pinellas 130 0 1519 882 0 1 87 3 38 37 47
NA Pinellas 131 0 512 393 3 0 30 4 16 6 8
NA Pinellas 132 0 530 473 1 2 34 5 13 6 16
NA Pinellas 133 0 612 476 2 2 42 1 28 11 14
NA Pinellas 134 0 812 312 1 0 33 2 20 11 21
NA Pinellas 135 0 1857 907 5 1 109 2 32 27 47
NA Pinellas 136 0 905 552 4 0 52 0 18 13 20
NA Pinellas 137 0 688 462 3 1 53 0 10 12 16
NA Pinellas 138 0 1064 1216 1 2 57 1 14 27 37
NA Pinellas 139 0 610 536 2 3 48 1 21 8 18
NA Pinellas 140 0 1854 1478 7 3 123 7 62 27 46
NA Pinellas 141 0 948 617 0 1 64 1 33 15 29
NA Pinellas 142 0 884 946 1 3 85 1 11 14 31
NA Pinellas 143 0 687 1081 2 0 62 0 15 9 21
NA Pinellas 144 0 1372 1695 4 4 149 2 31 38 35
NA Pinellas 145 0 783 741 2 0 39 2 7 21 15
NA Pinellas 146 0 441 416 3 0 30 2 16 5 8
NA Pinellas 147 0 408 368 3 2 35 1 16 2 7
NA Pinellas 148 0 1675 1429 8 3 104 16 46 26 38
NA Pinellas 149 0 331 339 2 1 21 2 8 4 7
NA Pinellas 150 0 1366 1361 3 5 89 7 33 16 39
NA Pinellas 151 0 544 534 0 3 33 3 8 10 16
NA Pinellas 152 0 675 588 5 1 65 4 14 7 15
NA Pinellas 153 0 1548 1397 5 2 131 4 28 29 25
NA Pinellas 154 0 418 537 1 0 19 2 9 14 10
NA Pinellas 155 0 1614 1456 5 4 103 5 29 23 34
NA Pinellas 156 0 1004 881 0 2 57 5 11 14 13
NA Pinellas 157 0 264 316 2 0 25 2 7 4 7
NA Pinellas 158 0 626 579 3 1 44 2 13 9 18
NA Pinellas 159 0 1161 1143 6 4 80 8 35 18 31
NA Pinellas 160 0 848 1233 5 2 39 3 10 30 10
NA Pinellas 161 0 1568 1045 3 1 107 1 36 25 42
NA Pinellas 162 0 2255 1261 9 1 151 5 51 17 41
NA Pinellas 163 0 444 580 1 0 25 1 14 9 6
NA Pinellas 164 0 15 17 0 0 0 0 1 0 0
NA Pinellas 165 0 7 4 0 0 1 0 0 0 0
NA Pinellas 200 0 572 825 1 1 23 1 5 19 8
NA Pinellas 201 0 1210 936 1 3 45 0 15 27 14
NA Pinellas 202 0 866 874 2 0 36 2 4 19 17
NA Pinellas 203 0 927 121 0 1 10 7 3 9 4
NA Pinellas 204 0 462 20 0 0 4 2 3 2 4
NA Pinellas 205 0 1078 87 4 1 10 4 6 4 6
NA Pinellas 206 0 514 206 2 1 26 1 14 4 12
NA Pinellas 207 0 404 227 1 1 30 0 21 1 9
NA Pinellas 208 0 1204 1277 1 2 57 2 18 17 14
NA Pinellas 209 0 1040 572 2 0 53 2 39 14 27
NA Pinellas 210 0 809 588 2 1 49 1 26 6 17
NA Pinellas 211 0 255 281 0 1 17 1 7 4 3
NA Pinellas 212 0 335 335 1 0 12 0 10 6 4
NA Pinellas 213 0 484 410 0 1 20 0 8 6 7
NA Pinellas 214 0 1620 1543 1 2 49 13 23 28 35
NA Pinellas 215 0 363 754 1 0 24 2 8 16 12
NA Pinellas 216 0 753 783 3 1 51 1 26 14 24
NA Pinellas 217 0 6 2 0 0 0 0 0 0 0
NA Pinellas 218 0 298 139 0 1 10 0 8 1 2
NA Pinellas 219 0 531 440 3 3 34 2 10 11 8
NA Pinellas 220 0 501 269 4 0 19 2 17 7 4
NA Pinellas 221 0 787 531 1 2 52 4 27 9 22
NA Pinellas 222 0 1437 1311 3 2 80 2 37 21 30
NA Pinellas 223 0 49 34 0 1 1 0 0 0 0
NA Pinellas 224 0 1053 39 3 1 8 2 3 6 4
NA Pinellas 225 0 835 381 5 0 43 3 26 10 13
NA Pinellas 226 0 553 40 2 0 3 2 2 6 5
NA Pinellas 227 0 1203 198 0 0 19 1 18 6 17
NA Pinellas 228 0 509 174 4 0 17 3 11 1 7
NA Pinellas 229 0 811 725 5 0 68 3 14 12 13
NA Pinellas 230 0 577 675 2 1 45 0 6 15 18
NA Pinellas 231 0 1063 1114 3 1 60 2 15 15 19
NA Pinellas 232 0 778 894 6 1 44 3 21 17 13
NA Pinellas 233 0 712 510 3 0 48 3 17 8 11
NA Pinellas 234 0 557 549 4 0 32 2 13 4 14
NA Pinellas 235 0 701 782 3 1 30 1 11 17 14
NA Pinellas 236 0 707 788 2 4 40 4 26 12 17
NA Pinellas 237 0 768 809 2 2 36 5 13 20 14
NA Pinellas 238 0 613 621 4 1 43 3 16 8 25
NA Pinellas 239 0 1215 1005 5 2 76 8 29 19 24
NA Pinellas 240 0 570 707 2 2 55 3 14 17 16
NA Pinellas 241 0 773 892 3 3 41 3 16 10 21
NA Pinellas 242 0 806 785 7 4 46 3 18 21 16
NA Pinellas 243 0 497 481 3 1 20 4 18 11 8
NA Pinellas 244 0 541 625 4 4 40 5 17 11 16
NA Pinellas 245 0 473 640 2 1 39 3 20 12 20
NA Pinellas 246 0 474 546 1 1 27 2 5 7 9
NA Pinellas 247 0 751 869 4 0 58 3 21 6 23
NA Pinellas 248 0 668 737 4 2 57 2 13 18 16
NA Pinellas 249 0 267 308 2 2 26 0 10 4 5
NA Pinellas 250 0 953 1068 6 0 65 4 14 25 21
NA Pinellas 251 0 711 989 3 1 58 2 20 14 20
NA Pinellas 252 0 830 959 3 4 41 4 5 11 19
NA Pinellas 253 0 2 4 0 0 0 0 0 0 0
NA Pinellas 254 0 447 648 1 2 28 1 7 13 8
NA Pinellas 255 0 624 853 0 2 30 0 6 12 22
NA Pinellas 256 0 482 690 2 1 39 1 17 2 9
NA Pinellas 257 0 783 1149 7 1 59 2 18 15 26
NA Pinellas 258 0 326 403 1 5 31 0 8 4 8
NA Pinellas 259 0 1907 2033 15 5 143 16 58 35 70
NA Pinellas 260 0 505 525 3 1 42 5 12 5 12
NA Pinellas 261 0 636 722 3 3 47 5 12 6 14
NA Pinellas 262 0 0 0 0 0 0 0 0 0 0
NA Pinellas 263 0 609 743 1 0 33 1 9 9 17
NA Pinellas 264 0 74 110 0 0 9 0 3 0 3
NA Pinellas 265 0 683 707 3 0 50 4 8 9 16
NA Pinellas 266 0 910 1422 5 1 63 2 16 29 31
NA Pinellas 267 0 153 225 0 0 21 0 4 5 3
NA Pinellas 268 0 517 674 3 0 31 3 9 13 5
NA Pinellas 269 0 587 713 3 2 29 4 8 8 6
NA Pinellas 270 0 52 128 0 0 1 0 0 1 3
NA Pinellas 271 0 39 29 0 0 4 0 2 1 1
NA Pinellas 272 0 373 453 0 1 18 3 10 5 12
NA Pinellas 273 0 202 259 0 0 8 0 3 1 2
NA Pinellas 274 0 628 762 7 1 44 2 18 3 26
NA Pinellas 275 0 259 311 1 0 23 1 8 6 12
NA Pinellas 301 0 385 584 0 0 6 0 8 8 12
NA Pinellas 302 0 810 939 3 2 41 4 5 15 6
NA Pinellas 303 0 542 835 1 1 33 2 10 9 19
NA Pinellas 304 0 323 493 1 1 41 0 9 6 12
NA Pinellas 305 0 848 1240 3 2 62 2 19 16 28
NA Pinellas 306 0 834 1267 3 2 56 3 26 21 22
NA Pinellas 307 0 1082 1555 8 1 83 3 28 13 29
NA Pinellas 308 0 310 580 1 0 26 0 5 8 11
NA Pinellas 309 0 1433 2291 7 4 97 1 37 30 46
NA Pinellas 310 0 931 1317 2 0 45 3 32 17 18
NA Pinellas 311 0 454 728 0 0 22 1 11 12 14
NA Pinellas 312 0 466 704 1 0 32 3 11 14 16
NA Pinellas 313 0 498 968 3 0 48 0 10 17 8
NA Pinellas 314 0 387 706 0 0 30 1 5 8 9
NA Pinellas 315 0 357 589 4 1 32 1 5 8 8
NA Pinellas 316 0 185 338 0 0 16 0 1 6 6
NA Pinellas 317 0 922 1215 3 2 65 1 21 12 23
NA Pinellas 318 0 423 597 3 1 35 2 8 10 15
NA Pinellas 319 0 81 196 1 1 12 0 1 1 2
NA Pinellas 320 0 827 1059 5 0 43 4 14 10 18
NA Pinellas 321 0 393 522 0 1 16 0 12 8 7
NA Pinellas 322 0 1734 1976 9 7 102 15 28 28 42
NA Pinellas 323 0 704 762 5 0 63 3 9 13 11
NA Pinellas 324 0 752 244 2 1 26 2 8 3 4
NA Pinellas 325 0 834 949 1 0 45 3 21 15 28
NA Pinellas 326 0 611 658 1 3 30 6 12 10 12
NA Pinellas 327 0 1085 1364 5 1 61 5 16 15 20
NA Pinellas 328 0 624 724 1 1 28 2 9 12 10
NA Pinellas 329 0 581 692 4 3 31 4 8 14 16
NA Pinellas 330 0 517 481 2 2 34 3 12 11 10
NA Pinellas 331 0 1222 908 5 1 67 1 31 12 42
NA Pinellas 332 0 0 0 0 0 0 0 0 0 0
NA Pinellas 333 0 571 695 3 1 36 3 12 13 14
NA Pinellas 334 0 733 752 3 1 46 2 20 5 11
NA Pinellas 335 0 801 1001 4 1 57 3 20 18 20
NA Pinellas 336 0 725 793 4 1 34 10 13 18 13
NA Pinellas 337 0 1132 1340 7 1 88 3 20 17 25
NA Pinellas 338 0 683 940 4 1 45 2 13 15 24
