COUNTY AREA TOTAL DEM REP SCATTERING
ROCK "City of BELOIT Ward 1" 112 72 40 0
ROCK "City of BELOIT Ward 2" 168 104 64 0
ROCK "City of BELOIT Ward 3" 159 79 79 1
ROCK "City of BELOIT Ward 4" 126 74 51 1
ROCK "City of BELOIT Ward 5" 135 81 53 1
ROCK "City of BELOIT Ward 6" 91 56 35 0
ROCK "City of BELOIT Ward 7" 78 50 28 0
ROCK "City of BELOIT Ward 8" 5 3 2 0
ROCK "City of BELOIT Ward 9" 83 54 29 0
ROCK "City of BELOIT Ward 10" 113 79 33 1
ROCK "City of BELOIT Ward 11" 177 120 57 0
ROCK "City of BELOIT Ward 12" 53 39 14 0
ROCK "City of BELOIT Ward 13" 59 42 17 0
ROCK "City of BELOIT Ward 14" 103 69 34 0
ROCK "City of BELOIT Ward 15" 132 89 43 0
ROCK "City of BELOIT Ward 16" 151 127 24 0
ROCK "City of BELOIT Ward 17" 271 209 60 2
ROCK "City of BELOIT Ward 18" 147 106 41 0
ROCK "City of BELOIT Ward 19" 123 82 41 0
ROCK "City of BELOIT Ward 20" 130 71 59 0
ROCK "City of BELOIT Ward 21" 170 118 52 0
ROCK "City of BELOIT Ward 22" 245 165 80 0
ROCK "City of BELOIT Ward 23" 444 239 205 0
ROCK "City of BELOIT Ward 24" 185 114 71 0
ROCK "City of BELOIT Ward 25" 0 0 0 0
ROCK "CITY OF BRODHEAD Wards 7-8" 20 13 7 0
ROCK "City of EDGERTON Ward 1-6" 1097 779 318 0
ROCK "City of EVANSVILLE Wards 1-10" 1066 817 249 0
ROCK "City of JANESVILLE Ward 1" 419 270 149 0
ROCK "City of JANESVILLE Ward 2" 347 214 133 0
ROCK "City of JANESVILLE Ward 3" 209 151 57 1
ROCK "City of JANESVILLE Ward 4" 145 99 45 1
ROCK "City of JANESVILLE Ward 5" 376 269 106 1
ROCK "City of JANESVILLE Ward 6" 183 113 70 0
ROCK "City of JANESVILLE Ward 7" 394 265 129 0
ROCK "City of JANESVILLE Ward 8" 276 169 107 0
ROCK "City of JANESVILLE Ward 9" 211 133 78 0
ROCK "City of JANESVILLE Ward 10" 173 122 51 0
ROCK "City of JANESVILLE Ward 11" 271 196 74 1
ROCK "City of JANESVILLE Ward 12" 537 311 226 0
ROCK "City of JANESVILLE Ward 13" 443 321 122 0
ROCK "City of JANESVILLE Ward 14" 459 317 142 0
ROCK "City of JANESVILLE Ward 15" 264 192 72 0
ROCK "City of JANESVILLE Ward 16" 205 138 67 0
ROCK "City of JANESVILLE Ward 17" 475 296 179 0
ROCK "City of JANESVILLE Ward 18" 384 256 127 1
ROCK "City of JANESVILLE Ward 19" 114 71 43 0
ROCK "City of JANESVILLE Ward 20" 213 119 93 1
ROCK "City of JANESVILLE Ward 21" 449 273 175 1
ROCK "City of JANESVILLE Ward 22" 483 272 211 0
ROCK "City of JANESVILLE Ward 23" 219 137 82 0
ROCK "City of JANESVILLE Ward 24" 170 114 56 0
ROCK "City of JANESVILLE Ward 25" 385 220 165 0
ROCK "City of JANESVILLE Ward 26" 0 0 0 0
ROCK "City of JANESVILLE Ward 27" 635 382 253 0
ROCK "City of JANESVILLE Ward 28" 455 268 187 0
ROCK "City of JANESVILLE Ward 29" 1 1 0 0
ROCK "City of JANESVILLE Ward 30" 0 0 0 0
ROCK "City of JANESVILLE Ward 31" 0 0 0 0
ROCK "City of JANESVILLE Ward 32" 0 0 0 0
ROCK "City of JANESVILLE Ward 33" 0 0 0 0
ROCK "City of JANESVILLE Ward 34" 0 0 0 0
ROCK "City of MILTON Wards 1-13" 1202 749 451 2
RUSK "Town of ATLANTA Ward 1-2" 98 42 56 0
RUSK "Town of BIG BEND Ward 1-2" 106 47 59 0
RUSK "Town of BIG FALLS Ward 1" 46 23 23 0
RUSK "Town of CEDAR RAPIDS Ward 1" 15 6 9 0
RUSK "Town of DEWEY Ward 1" 135 56 79 0
RUSK "Town of FLAMBEAU Ward 1-3" 161 62 99 0
RUSK "Town of GRANT Ward 1-5" 116 54 62 0
RUSK "Town of GROW Ward 1" 93 21 72 0
RUSK "Town of HAWKINS Ward 1" 25 12 13 0
RUSK "Town of HUBBARD Ward 1" 43 21 22 0
RUSK "Town of LAWRENCE Ward 1-2" 58 19 39 0
RUSK "Town of MARSHALL Ward 1-2" 55 18 37 0
RUSK "Town of MURRY Ward 1" 50 19 31 0
RUSK "Town of RICHLAND Ward 1-2" 49 21 28 0
RUSK "Town of RUSK Ward 1" 77 28 49 0
RUSK "Town of SOUTH FORK Ward 1" 24 10 14 0
RUSK "Town of STRICKLAND Ward 1-2" 52 26 26 0
RUSK "Town of STUBBS Ward 1-2" 114 55 59 0
RUSK "Town of THORNAPPLE Ward 1-5" 137 50 87 0
RUSK "Town of TRUE Ward 1" 72 37 35 0
RUSK "Town of WASHINGTON Ward 1" 86 41 44 1
RUSK "Town of WILKINSON Ward 1" 7 4 3 0
RUSK "Town of WILLARD Ward 1" 78 32 46 0
RUSK "Town of WILSON Ward 1" 24 4 20 0
RUSK "Village of BRUCE Ward 1" 128 63 65 0
RUSK "Village of CONRATH Ward 1" 19 14 5 0
RUSK "Village of GLEN FLORA Ward 1" 16 5 11 0
RUSK "Village of HAWKINS Ward 1" 69 34 34 1
RUSK "Village of INGRAM Ward 1" 16 8 8 0
RUSK "Village of SHELDON Ward 1" 40 20 20 0
RUSK "Village of TONY Ward 1" 35 14 21 0
RUSK "Village of WEYERHAEUSER Ward 1-2" 40 24 16 0
RUSK "City of LADYSMITH Ward 1-15" 656 324 332 0
"ST. CROIX" "Town of BALDWIN Wards 1-2" 131 57 74 0
"ST. CROIX" "Town of CADY Ward 1" 135 50 85 0
"ST. CROIX" "Town of CYLON Ward 1" 103 44 59 0
"ST. CROIX" "Town of EAU GALLE Wards 1-2" 183 77 106 0
"ST. CROIX" "Town of EMERALD Ward 1" 86 28 58 0
"ST. CROIX" "Town of ERIN PRAIRIE Ward 1" 99 45 54 0
"ST. CROIX" "Town of FOREST Ward 1" 63 32 30 1
"ST. CROIX" "Town of GLENWOOD Ward 1" 85 26 58 1
"ST. CROIX" "Town of HAMMOND Wards 1-3" 247 92 155 0
"ST. CROIX" "Town of HUDSON Wards 1-14" 1188 542 644 2
"ST. CROIX" "Town of KINNICKINNIC Ward 1-3" 395 212 183 0
"ST. CROIX" "Town of PLEASANT VALLEY Ward 1" 88 38 50 0
"ST. CROIX" "Town of RICHMOND Wards 1-5" 310 156 154 0
"ST. CROIX" "Town of RUSH RIVER Ward 1" 88 41 47 0
"ST. CROIX" "Town of ST. JOSEPH Ward 1-6" 639 296 342 1
"ST. CROIX" "Town of SOMERSET Wards 1-6" 658 283 373 2
"ST. CROIX" "Town of SPRINGFIELD Ward 1" 111 44 67 0
"ST. CROIX" "Town of STANTON Ward 1" 116 54 62 0
"ST. CROIX" "Town of STAR PRAIRIE Wards 1-6" 419 162 257 0
"ST. CROIX" "Town of TROY Ward 1-7" 912 437 475 0
"ST. CROIX" "Town of WARREN Wards 1-3" 321 144 177 0
"ST. CROIX" "Village of BALDWIN Ward 1-6" 318 152 166 0
"ST. CROIX" "Village of DEER PARK Ward 1" 42 16 26 0
"ST. CROIX" "Village of HAMMOND Wards 1-4" 227 126 101 0
"ST. CROIX" "Village of NORTH HUDSON Ward 1-6" 641 359 280 2
"ST. CROIX" "Village of ROBERTS Wards 1-4" 177 97 79 1
"ST. CROIX" "Village of SOMERSET Wards 1-4" 229 110 119 0
"ST. CROIX" "Village of STAR PRAIRIE Ward 1" 95 53 42 0
"ST. CROIX" "VILLAGE OF SPRING VALLEY Ward 3" 2 0 2 0
"ST. CROIX" "Village of WILSON Ward 1" 26 10 16 0
"ST. CROIX" "Village of WOODVILLE Ward 1-2" 134 66 68 0
"ST. CROIX" "City of GLENWOOD CITY Ward 1-2" 104 45 59 0
"ST. CROIX" "City of HUDSON Wards 1-2" 197 94 102 1
"ST. CROIX" "City of HUDSON Wards 3-4" 381 202 179 0
"ST. CROIX" "City of HUDSON Wards 5-6" 487 284 203 0
"ST. CROIX" "City of HUDSON Wards 7-8" 389 219 170 0
"ST. CROIX" "City of HUDSON Wards 9-10" 470 311 157 2
"ST. CROIX" "City of HUDSON Wards 11-12" 425 248 175 2
"ST. CROIX" "City of NEW RICHMOND Wards 1-2" 131 65 65 1
"ST. CROIX" "City of NEW RICHMOND Wards 3-4" 133 87 46 0
"ST. CROIX" "City of NEW RICHMOND Wards 5-6" 101 56 45 0
"ST. CROIX" "City of NEW RICHMOND Wards 7-8" 140 88 51 1
"ST. CROIX" "City of NEW RICHMOND Wards 9-10" 164 81 82 1
"ST. CROIX" "City of NEW RICHMOND Wards 11-12" 190 122 68 0
"ST. CROIX" "CITY OF RIVER FALLS Wards 1-4,15" 619 363 256 0
SAUK "Town of BARABOO Ward 1" 191 105 86 0
SAUK "Town of BARABOO Ward 2" 69 41 28 0
SAUK "Town of BARABOO Ward 3" 93 56 37 0
SAUK "Town of BARABOO Ward 4" 116 58 58 0
SAUK "Town of BEAR CREEK Ward 1" 138 87 51 0
SAUK "Town of DELLONA Wards 1-2" 346 177 169 0
SAUK "Town of DELTON Ward 1" 69 30 39 0
SAUK "Town of DELTON Ward 2" 79 43 36 0
SAUK "Town of DELTON Ward 3" 80 44 36 0
SAUK "Town of DELTON Ward 4" 185 102 83 0
SAUK "Town of EXCELSIOR Wards 1-2" 337 180 157 0
SAUK "Town of EXCELSIOR Ward 3" 70 28 42 0
SAUK "Town of FAIRFIELD Ward 1" 184 98 86 0
SAUK "Town of FAIRFIELD Ward 2" 93 57 36 0
SAUK "Town of FRANKLIN Ward 1" 29 16 13 0
SAUK "Town of FRANKLIN Ward 2" 110 63 47 0
SAUK "Town of FRANKLIN Ward 3" 5 4 1 0
SAUK "Town of FREEDOM Ward 1" 49 23 26 0
SAUK "Town of FREEDOM Ward 2" 75 38 37 0
SAUK "Town of GREENFIELD Ward 1" 299 163 136 0
SAUK "Town of HONEY CREEK Ward 1" 175 110 65 0
SAUK "Town of IRONTON Ward 1" 121 48 73 0
SAUK "Town of LA VALLE Wards 1-2" 282 137 145 0
SAUK "Town of LA VALLE Ward 3" 37 17 20 0
SAUK "Town of MERRIMAC Ward 1" 290 153 137 0
SAUK "Town of PRAIRIE DU SAC Ward 1" 112 56 56 0
SAUK "Town of PRAIRIE DU SAC Ward 2" 131 76 55 0
SAUK "Town of REEDSBURG Wards 1-2" 203 98 105 0
SAUK "Town of REEDSBURG Ward 3" 58 26 32 0
SAUK "Town of SPRING GREEN Wards 1,4" 296 181 115 0
SAUK "Town of SPRING GREEN Ward 2" 78 52 26 0
SAUK "Town of SPRING GREEN Ward 3" 70 47 23 0
SAUK "Town of SUMPTER Ward 1" 29 19 10 0
SAUK "Town of SUMPTER Ward 2" 56 20 36 0
SAUK "Town of SUMPTER Ward 3" 34 19 15 0
SAUK "Town of TROY Ward 1" 197 97 100 0
SAUK "Town of WASHINGTON Ward 1" 70 29 41 0
SAUK "Town of WASHINGTON Ward 2" 66 29 37 0
SAUK "Town of WESTFIELD Ward 1" 156 54 102 0
SAUK "Town of WINFIELD Ward 1" 97 43 54 0
SAUK "Town of WINFIELD Ward 2" 102 53 49 0
SAUK "Town of WOODLAND Ward 1" 153 64 89 0
SAUK "VILLAGE OF CAZENOVIA Ward 2" 2 2 0 0
SAUK "Village of IRONTON Ward 1" 18 7 11 0
SAUK "Village of LAKE DELTON Wards 1-2" 190 99 91 0
SAUK "Village of LAKE DELTON Wards 3-8" 74 38 36 0
SAUK "Village of LAVALLE Ward 1" 70 35 35 0
SAUK "Village of LIME RIDGE Ward 1" 44 22 22 0
SAUK "Village of LOGANVILLE Ward 1" 44 25 19 0
SAUK "Village of MERRIMAC Ward 1" 113 57 56 0
SAUK "Village of NORTH FREEDOM Ward 1" 90 50 40 0
SAUK "Village of PLAIN Ward 1" 170 90 80 0
SAUK "Village of PRAIRIE DU SAC Wards 1,4" 479 334 145 0
SAUK "Village of PRAIRIE DU SAC Wards 2-3" 486 323 163 0
SAUK "Village of ROCK SPRINGS Ward 1" 64 35 29 0
SAUK "Village of SAUK CITY Wards 1-2,5" 407 281 126 0
SAUK "Village of SAUK CITY Wards 3-4" 311 203 108 0
SAUK "Village of SPRING GREEN Wards 1-2" 449 327 122 0
SAUK "Village of WEST BARABOO Ward 1-2" 231 145 86 0
SAUK "City of BARABOO Wards 1,13" 243 150 93 0
SAUK "City of BARABOO Wards 2,12" 325 185 140 0
SAUK "City of BARABOO Ward 3" 269 178 91 0
SAUK "City of BARABOO Ward 4" 108 69 39 0
SAUK "City of BARABOO Ward 5" 93 50 43 0
SAUK "City of BARABOO Wards 6,8" 222 132 90 0
SAUK "City of BARABOO Ward 7" 236 159 77 0
SAUK "City of BARABOO Wards 9-10" 433 264 169 0
SAUK "City of BARABOO Ward 11" 234 139 95 0
SAUK "City of BARABOO Ward 14" 157 72 85 0
SAUK "City of REEDSBURG Wards 1-3" 228 105 123 0
SAUK "City of REEDSBURG Wards 4,6" 233 120 113 0
SAUK "City of REEDSBURG Ward 5" 129 50 79 0
SAUK "City of REEDSBURG Wards 7-9" 348 188 160 0
SAUK "City of REEDSBURG Wards 10-12" 249 114 135 0
SAUK "City of REEDSBURG Ward 13" 31 19 12 0
SAUK "City of REEDSBURG Ward 14" 109 53 56 0
SAUK "CITY OF WISCONSIN DELLS Wards 4,8,10" 28 10 18 0
SAWYER "Town of BASS LAKE Ward 1-5" 349 195 154 0
SAWYER "Town of COUDERAY Ward 1" 36 11 25 0
SAWYER "Town of DRAPER Ward 1" 53 29 24 0
SAWYER "Town of EDGEWATER Wards 1-2" 89 40 49 0
SAWYER "Town of HAYWARD Wards 1-2" 462 225 237 0
SAWYER "Town of HAYWARD Wards 3-4" 0 0 0 0
SAWYER "Town of HAYWARD Wards 5-6" 0 0 0 0
SAWYER "Town of HAYWARD Ward 7" 0 0 0 0
SAWYER "Town of HAYWARD Ward 8" 0 0 0 0
SAWYER "Town of HUNTER Ward 1" 110 57 52 1
SAWYER "Town of LENROOT Ward 1-2" 224 112 112 0
SAWYER "Town of MEADOWBROOK Ward 1" 27 4 23 0
SAWYER "Town of METEOR Ward 1" 38 8 30 0
SAWYER "Town of OJIBWA Wards 1-2" 29 13 16 0
SAWYER "Town of RADISSON Wards 1-2" 40 18 22 0
SAWYER "Town of ROUND LAKE Wards 1-2" 219 97 122 0
SAWYER "Town of SAND LAKE Ward 1" 124 65 59 0
SAWYER "Town of SPIDER LAKE Ward 1" 103 41 62 0
SAWYER "Town of WEIRGOR Ward 1" 40 11 29 0
SAWYER "Town of WINTER Wards 1-2" 156 74 82 0
SAWYER "Village of COUDERAY Ward 1" 51 28 23 0
SAWYER "Village of EXELAND Ward 1" 31 15 16 0
SAWYER "Village of RADISSON Ward 1" 30 9 21 0
SAWYER "Village of WINTER Ward 1" 84 31 53 0
SAWYER "City of HAYWARD Wards 1-6" 223 111 112 0
SHAWANO "Town of ALMON Ward 1" 66 24 42 0
SHAWANO "Town of ANGELICA Wards 1-3" 203 80 123 0
SHAWANO "Town of ANIWA Ward 1" 59 24 35 0
SHAWANO "Town of BARTELME Ward 1" 89 69 20 0
SHAWANO "Town of BELLE PLAINE Wards 1-3" 239 117 122 0
SHAWANO "Town of BIRNAMWOOD Ward 1" 73 34 39 0
SHAWANO "Town of FAIRBANKS Ward 1" 83 21 62 0
SHAWANO "Town of GERMANIA Wards 1-2" 37 22 15 0
SHAWANO "Town of GRANT Wards 1-2" 89 23 66 0
SHAWANO "Town of GREEN VALLEY Wards 1-2" 122 44 78 0
SHAWANO "Town of HARTLAND Ward 1" 103 24 79 0
SHAWANO "Town of HERMAN Wards 1-2" 67 26 41 0
SHAWANO "Town of HUTCHINS Ward 1" 90 23 67 0
SHAWANO "Town of LESSOR Wards 1-2" 141 42 99 0
SHAWANO "Town of MAPLE GROVE Ward 1" 135 71 64 0
SHAWANO "Town of MORRIS Ward 1" 72 39 33 0
SHAWANO "Town of NAVARINO Ward 1" 71 28 43 0
SHAWANO "Town of PELLA Ward 1" 132 42 90 0
SHAWANO "Town of RED SPRINGS Wards 1-2" 109 66 43 0
SHAWANO "Town of RICHMOND Wards 1-3" 271 105 166 0
SHAWANO "Town of SENECA Ward 1" 88 37 51 0
SHAWANO "Town of WASHINGTON Wards 1-3" 226 88 138 0
SHAWANO "Town of WAUKECHON Wards 1-2" 119 36 83 0
SHAWANO "Town of WESCOTT Wards 1-4" 356 150 206 0
SHAWANO "Town of WITTENBERG Wards 1-2" 121 34 87 0
SHAWANO "Village of ANIWA Ward 1" 28 15 13 0
SHAWANO "Village of BIRNAMWOOD Ward 1" 109 47 62 0
SHAWANO "Village of BONDUEL Ward 1-2" 182 86 96 0
SHAWANO "Village of BOWLER Ward 1" 44 20 24 0
SHAWANO "Village of CECIL Ward 1" 109 44 65 0
SHAWANO "Village of ELAND Ward 1" 41 16 25 0
SHAWANO "Village of GRESHAM Ward 1" 50 25 25 0
SHAWANO "Village of MATTOON Ward 1" 54 30 24 0
SHAWANO "VILLAGE OF PULASKI Ward 4,7" 9 6 3 0
SHAWANO "Village of TIGERTON Ward 1" 99 41 58 0
SHAWANO "Village of WITTENBERG Wards 1-2" 108 58 50 0
SHAWANO "CITY OF MARION Wards 4-6" 0 0 0 0
SHAWANO "City of SHAWANO Wards 1-2" 295 140 155 0
SHAWANO "City of SHAWANO Wards 3-4" 224 112 112 0
SHAWANO "City of SHAWANO Wards 5-6" 199 96 103 0
SHAWANO "City of SHAWANO Wards 7-8" 190 95 95 0
SHAWANO "City of SHAWANO Wards 9-10" 229 122 107 0
SHAWANO "City of SHAWANO Wards 11-12" 262 130 132 0
SHEBOYGAN "Town of GREENBUSH Wards 1-3" 425 167 258 0
SHEBOYGAN "Town of HERMAN Wards 1-3" 290 99 191 0
SHEBOYGAN "Town of HOLLAND Wards 1-3" 646 146 500 0
SHEBOYGAN "Town of LIMA Wards 1-4" 691 162 529 0
SHEBOYGAN "Town of LYNDON Wards 1-3" 357 128 228 1
SHEBOYGAN "Town of MITCHELL Wards 1-3" 391 134 257 0
SHEBOYGAN "Town of MOSEL Ward 1" 161 62 98 1
SHEBOYGAN "Town of PLYMOUTH Wards 1-4" 952 383 567 2
SHEBOYGAN "Town of RHINE Wards 1-3" 553 232 320 1
SHEBOYGAN "Town of RUSSELL Ward 1" 79 28 51 0
SHEBOYGAN "Town of SCOTT Wards 1-3" 388 95 293 0
SHEBOYGAN "Town of SHEBOYGAN Wards 1-10" 1510 679 829 2
SHEBOYGAN "Town of SHEBOYGAN FALLS Wards 1-3" 322 90 232 0
SHEBOYGAN "Town of SHERMAN Wards 1-2" 314 82 232 0
SHEBOYGAN "Town of WILSON Wards 1-4" 855 370 484 1
SHEBOYGAN "Village of ADELL Ward 1" 94 21 73 0
SHEBOYGAN "Village of CASCADE Ward 1" 173 56 117 0
SHEBOYGAN "Village of CEDAR GROVE Wards 1-3" 430 66 364 0
SHEBOYGAN "Village of ELKHART LAKE Wards 1-2" 364 205 158 1
SHEBOYGAN "Village of GLENBEULAH Ward 1" 101 69 32 0
SHEBOYGAN "Village of HOWARDS GROVE Wards 1-4" 592 252 340 0
SHEBOYGAN "Village of KOHLER Ward 1-3" 544 251 291 2
SHEBOYGAN "Village of OOSTBURG Wards 1-4" 704 115 589 0
SHEBOYGAN "Village of RANDOM LAKE Wards 1-2" 327 130 197 0
SHEBOYGAN "Village of WALDO Ward 1" 100 29 71 0
SHEBOYGAN "City of PLYMOUTH Ward 1-3" 457 222 234 1
SHEBOYGAN "City of PLYMOUTH Ward 4-6" 517 277 240 0
SHEBOYGAN "City of PLYMOUTH Ward 7-9" 536 286 249 1
SHEBOYGAN "City of PLYMOUTH Ward 10-12" 486 245 241 0
SHEBOYGAN "City of SHEBOYGAN Ward 1" 390 229 160 1
SHEBOYGAN "City of SHEBOYGAN Ward 2" 355 211 143 1
SHEBOYGAN "City of SHEBOYGAN Ward 3" 348 202 146 0
SHEBOYGAN "City of SHEBOYGAN Ward 4" 161 108 53 0
SHEBOYGAN "City of SHEBOYGAN Ward 5" 332 172 160 0
SHEBOYGAN "City of SHEBOYGAN Ward 6" 84 42 42 0
SHEBOYGAN "City of SHEBOYGAN Ward 7" 33 13 20 0
SHEBOYGAN "City of SHEBOYGAN Ward 8" 129 83 46 0
SHEBOYGAN "City of SHEBOYGAN Ward 9" 28 18 10 0
SHEBOYGAN "City of SHEBOYGAN Ward 10" 150 85 65 0
SHEBOYGAN "City of SHEBOYGAN Ward 11" 242 151 91 0
SHEBOYGAN "City of SHEBOYGAN Ward 12" 328 207 120 1
SHEBOYGAN "City of SHEBOYGAN Ward 13" 382 254 128 0
SHEBOYGAN "City of SHEBOYGAN Ward 14" 168 110 57 1
SHEBOYGAN "City of SHEBOYGAN Ward 15" 103 58 45 0
SHEBOYGAN "City of SHEBOYGAN Ward 16" 258 132 125 1
SHEBOYGAN "City of SHEBOYGAN Ward 17" 235 146 89 0
SHEBOYGAN "City of SHEBOYGAN Ward 18" 142 86 56 0
SHEBOYGAN "City of SHEBOYGAN Ward 19" 377 191 186 0
SHEBOYGAN "City of SHEBOYGAN Ward 20" 184 102 82 0
SHEBOYGAN "City of SHEBOYGAN Ward 21" 116 64 52 0
SHEBOYGAN "City of SHEBOYGAN Ward 22" 333 219 114 0
SHEBOYGAN "City of SHEBOYGAN Ward 23" 372 186 186 0
SHEBOYGAN "City of SHEBOYGAN Ward 24" 367 232 135 0
SHEBOYGAN "City of SHEBOYGAN Ward 25" 291 160 131 0
SHEBOYGAN "City of SHEBOYGAN Ward 26" 334 163 171 0
SHEBOYGAN "City of SHEBOYGAN Ward 27" 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 28" 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 29" 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 30" 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 31" 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN FALLS Wards 1-2,9" 852 412 439 1
SHEBOYGAN "City of SHEBOYGAN FALLS Wards 3-5" 665 364 301 0
SHEBOYGAN "City of SHEBOYGAN FALLS Wards 6-8" 615 311 301 3
TAYLOR "Town of AURORA Ward 1" 79 29 50 0
TAYLOR "Town of BROWNING Ward 1" 106 35 71 0
TAYLOR "Town of CHELSEA Ward 1" 106 28 78 0
TAYLOR "Town of CLEVELAND Ward 1" 56 10 46 0
TAYLOR "Town of DEER CREEK Ward 1" 90 21 69 0
TAYLOR "Town of FORD Ward 1" 56 18 38 0
TAYLOR "Town of GOODRICH Ward 1" 87 24 63 0
TAYLOR "Town of GREENWOOD Ward 1" 75 31 44 0
TAYLOR "Town of GROVER Ward 1" 29 8 21 0
TAYLOR "Town of HAMMEL Ward 1" 72 27 45 0
TAYLOR "Town of HAMMEL Ward 2" 37 11 26 0
TAYLOR "Town of HOLWAY Ward 1" 57 17 40 0
TAYLOR "Town of JUMP RIVER Ward 1" 57 34 23 0
TAYLOR "Town of LITTLE BLACK Ward 1-2" 149 58 91 0
TAYLOR "Town of MAPLEHURST Ward 1" 47 18 29 0
TAYLOR "Town of MCKINLEY Ward 1" 59 16 43 0
TAYLOR "Town of MEDFORD Ward 1" 186 68 118 0
TAYLOR "Town of MEDFORD Ward 2" 84 27 57 0
TAYLOR "Town of MEDFORD Ward 3" 100 36 64 0
TAYLOR "Town of MOLITOR Ward 1" 68 30 38 0
TAYLOR "Town of PERSHING Ward 1" 27 16 11 0
TAYLOR "Town of RIB LAKE Ward 1" 40 22 18 0
TAYLOR "Town of RIB LAKE Ward 2" 79 21 57 1
TAYLOR "Town of ROOSEVELT Ward 1" 64 27 37 0
TAYLOR "Town of TAFT Ward 1" 57 23 34 0
TAYLOR "Town of WESTBORO Ward 1" 100 22 78 0
TAYLOR "Village of GILMAN Ward 1" 92 49 43 0
TAYLOR "Village of LUBLIN Ward 1" 21 8 13 0
TAYLOR "Village of RIB LAKE Ward 1" 119 49 70 0
TAYLOR "Village of STETSONVILLE Ward 1" 70 33 37 0
TAYLOR "City of MEDFORD Wards 1-2" 166 89 77 0
TAYLOR "City of MEDFORD Wards 3-4" 129 64 65 0
TAYLOR "City of MEDFORD Wards 5-6" 128 62 66 0
TAYLOR "City of MEDFORD Wards 7-8" 108 59 49 0
TREMPEALEAU "Town of ALBION Ward 1-2" 153 91 61 1
TREMPEALEAU "Town of ARCADIA Wards 1-4" 537 256 281 0
TREMPEALEAU "Town of BURNSIDE Wards 1-2" 54 32 22 0
TREMPEALEAU "Town of CALEDONIA Wards 1-2" 106 45 61 0
TREMPEALEAU "Town of CHIMNEY ROCK Ward 1" 54 29 25 0
TREMPEALEAU "Town of DODGE Ward 1" 96 59 37 0
TREMPEALEAU "Town of ETTRICK Wards 1-2" 193 130 63 0
TREMPEALEAU "Town of GALE Wards 1-3" 291 139 152 0
TREMPEALEAU "Town of HALE Ward 1" 167 94 73 0
TREMPEALEAU "Town of LINCOLN Wards 1-2" 73 44 29 0
TREMPEALEAU "Town of PIGEON Wards 1-2" 80 45 35 0
TREMPEALEAU "Town of PRESTON Wards 1-3" 131 72 57 2
TREMPEALEAU "Town of SUMNER Ward 1" 110 56 54 0
TREMPEALEAU "Town of TREMPEALEAU Ward 1-2" 293 188 105 0
TREMPEALEAU "Town of UNITY Wards 1-2" 125 68 57 0
TREMPEALEAU "Village of ELEVA Ward 1" 137 77 60 0
TREMPEALEAU "Village of ETTRICK Ward 1" 76 49 27 0
TREMPEALEAU "Village of PIGEON FALLS Ward 1" 64 41 23 0
TREMPEALEAU "Village of STRUM Wards 1-2" 222 129 92 1
TREMPEALEAU "Village of TREMPEALEAU Wards 1-2" 253 139 113 1
TREMPEALEAU "City of ARCADIA Wards 1-3" 317 165 151 1
TREMPEALEAU "City of BLAIR Wards 1-3" 148 101 47 0
TREMPEALEAU "City of GALESVILLE Ward 1-3" 312 180 132 0
TREMPEALEAU "City of INDEPENDENCE Wards 1-3" 131 78 53 0
TREMPEALEAU "City of OSSEO Wards 1-3" 192 106 86 0
TREMPEALEAU "City of WHITEHALL Wards 1-3" 210 132 78 0
VERNON "Town of BERGEN Wards 1-3" 233 132 101 0
VERNON "Town of CHRISTIANA Ward 1-2" 238 129 109 0
VERNON "Town of CLINTON Ward 1-2" 97 51 46 0
VERNON "Town of COON Ward 1-2" 223 141 82 0
VERNON "Town of FOREST Ward 1" 82 33 49 0
VERNON "Town of FRANKLIN Ward 1-2" 196 87 109 0
VERNON "Town of GENOA Ward 1-2" 102 65 37 0
VERNON "Town of GREENWOOD Ward 1" 82 41 41 0
VERNON "Town of HAMBURG Ward 1-2" 233 122 111 0
VERNON "Town of HARMONY Ward 1-3" 133 69 64 0
VERNON "Town of HILLSBORO Ward 1-3" 97 31 66 0
VERNON "Town of JEFFERSON Wards 1-4" 222 123 99 0
VERNON "Town of KICKAPOO Ward 1" 92 53 39 0
VERNON "Town of LIBERTY Ward 1" 73 46 27 0
VERNON "Town of STARK Ward 1-2" 75 47 28 0
VERNON "Town of STERLING Ward 1" 116 41 75 0
VERNON "Town of UNION Ward 1-3" 82 48 34 0
VERNON "Town of VIROQUA Ward 1-4" 402 227 175 0
VERNON "Town of WEBSTER Ward 1-2" 109 82 27 0
VERNON "Town of WHEATLAND Ward 1" 87 46 41 0
VERNON "Town of WHITESTOWN Ward 1" 94 46 48 0
VERNON "Village of CHASEBURG Ward 1" 58 30 28 0
VERNON "Village of COON VALLEY Ward 1" 227 118 109 0
VERNON "Village of DE SOTO Ward 1" 32 11 21 0
VERNON "Village of GENOA Ward 1" 60 35 25 0
VERNON "Village of LA FARGE Ward 1" 100 69 31 0
VERNON "Village of ONTARIO Ward 1" 62 23 39 0
