COUNTY AREA TOTAL DEM REP LIB WRI
"Henrico County" "201 - Adams" 723 634 75 14 0
"Henrico County" "202 - Azalea" 1063 918 120 22 3
"Henrico County" "203 - Belmont" 1187 759 406 22 0
"Henrico County" "204 - Brookland" 359 178 171 10 0
"Henrico County" "205 - Canterbury" 445 243 202 0 0
"Henrico County" "206 - Central Gardens" 853 782 47 24 0
"Henrico County" "207 - Chamberlayne" 1117 786 313 16 2
"Henrico County" "208 - Fairfield" 676 610 53 12 1
"Henrico County" "209 - Glen Lea" 685 548 123 11 3
"Henrico County" "210 - Greenwood" 609 437 167 5 0
"Henrico County" "211 - Highland Gardens" 345 317 20 8 0
"Henrico County" "212 - Hollybrook" 398 266 124 8 0
"Henrico County" "213 - Hungary" 646 451 183 11 1
"Henrico County" "214 - Longdale" 803 500 291 12 0
"Henrico County" "215 - Maplewood" 1088 997 63 28 0
"Henrico County" "216 - Moody" 491 244 236 11 0
"Henrico County" "217 - Mountain" 375 204 167 3 1
"Henrico County" "218 - Oakview" 59 27 32 0 0
"Henrico County" "219 - Randolph" 169 132 33 3 1
"Henrico County" "220 - Ratcliffe" 1187 1070 98 19 0
"Henrico County" "221 - Stratford Hall" 179 91 77 11 0
"Henrico County" "222 - Wilder" 842 651 181 9 1
"Henrico County" "223 - Yellow Tavern" 1329 744 576 9 0
"Henrico County" "224 - Essex Village" 215 200 10 5 0
"Henrico County" "301 - Causeway" 1143 561 577 5 0
"Henrico County" "302 - Cedarfield" 1200 453 734 12 1
"Henrico County" "303 - Innsbrook" 1362 672 683 5 2
"Henrico County" "304 - Jackson Davis" 799 346 447 6 0
"Henrico County" "305 - Nuckols Farm" 1746 763 974 6 3
"Henrico County" "306 - Pocahontas" 1251 655 590 5 1
"Henrico County" "307 - Ridge" 772 373 389 9 1
"Henrico County" "308 - Rivers Edge" 1632 737 887 7 1
"Henrico County" "309 - Sadler" 1543 761 776 5 1
"Henrico County" "310 - Shady Grove" 1796 759 1033 4 0
"Henrico County" "311 - Short Pump" 930 437 487 5 1
"Henrico County" "312 - Springfield" 860 454 402 4 0
"Henrico County" "313 - Stoney Run" 1793 811 970 10 2
"Henrico County" "314 - Three Chopt" 1310 611 685 14 0
"Henrico County" "315 - Tucker" 1157 746 388 22 1
"Henrico County" "316 - Colonial Trail" 1003 541 454 8 0
"Henrico County" "401 - Quioccasin " 1331 710 609 8 4
"Henrico County" "402 - Crestview" 1180 659 502 17 2
"Henrico County" "403 - Derbyshire" 1147 488 650 8 1
"Henrico County" "404 - Freeman" 937 445 480 12 0
"Henrico County" "405 - Gayton" 1445 601 838 5 1
"Henrico County" "406 - Godwin" 1156 569 581 6 0
"Henrico County" "407 - Lakewood" 904 364 530 10 0
"Henrico County" "408 - Lauderdale" 1120 541 567 10 2
"Henrico County" "409 - Maybeury" 1233 536 685 12 0
"Henrico County" "410 - Mooreland" 915 320 594 0 1
"Henrico County" "411 - Pemberton" 995 492 485 17 1
"Henrico County" "412 - Pinchbeck" 1327 652 660 15 0
"Henrico County" "413 - Ridgefield" 1602 707 882 11 2
"Henrico County" "414 - Rollingwood" 1142 567 571 1 3
"Henrico County" "415 - Skipwith" 675 350 317 8 0
"Henrico County" "416 - Spottswood" 671 342 325 3 1
"Henrico County" "417 - Tuckahoe" 1559 540 1011 6 2
"Henrico County" "418 - Welborne" 941 477 452 12 0
"Henrico County" "419 - West End" 1324 584 733 5 2
"Henrico County" "501 - Antioch" 1125 257 862 5 1
"Henrico County" "502 - Cedar Fork" 503 399 89 14 1
"Henrico County" "503 - Chickahominy" 1015 425 580 10 0
"Henrico County" "504 - Donahoe" 701 421 269 9 2
"Henrico County" "505 - Dorey" 1266 671 583 12 0
"Henrico County" "506 - Eanes" 1037 709 309 18 1
"Henrico County" "507 - Elko" 418 65 350 3 0
"Henrico County" "508 - Highland Springs" 677 506 153 16 2
"Henrico County" "509 - Laburnum" 597 422 163 11 1
"Henrico County" "510 - Mehfoud" 893 592 294 7 0
"Henrico County" "511 - Montrose" 1188 988 170 29 1
"Henrico County" "512 - Nine Mile" 511 299 198 13 1
"Henrico County" "513 - Pleasants" 1058 899 139 18 2
"Henrico County" "514 - Rolfe" 1240 1084 142 14 0
"Henrico County" "515 - Sandston" 1005 302 690 13 0
"Henrico County" "516 - Sullivans" 1145 824 311 10 0
"Henrico County" "517 - Town Hall" 494 171 312 10 1
"Henrico County" "518 - Whitlocks" 1151 390 752 7 2
"Henry County" "# Ab - Central Absentee Precinct" 293 222 69 2 0
"Henry County" "# Ab - Central Absentee Precinct" 784 452 324 8 0
"Henry County" "# Ev - Central Absentee Precinct" 1334 610 718 5 1
"Henry County" "# Ev - Central Absentee Precinct" 2873 981 1886 6 0
"Henry County" "# Pe - Central Absentee Precinct" 0 0 0 0 0
"Henry County" "# Pe - Central Absentee Precinct" 0 0 0 0 0
"Henry County" "## Provisional" 0 0 0 0 0
"Henry County" "## Provisional" 0 0 0 0 0
"Henry County" "101 - Bassett Number Two" 290 113 177 0 0
"Henry County" "102 - Gunville" 652 72 578 2 0
"Henry County" "103 - Scott's Tanyard" 1073 144 924 4 1
"Henry County" "201 - Fieldale" 322 81 239 2 0
"Henry County" "202 - Horsepasture #1" 749 187 560 1 1
"Henry County" "203 - Horsepasture #2" 385 246 134 4 1
"Henry County" "204 - Spencer" 790 150 637 2 1
"Henry County" "302 - Axton" 444 163 281 0 0
"Henry County" "303 - Irisburg" 682 202 476 4 0
"Henry County" "304 - Mount Olivet" 694 302 389 3 0
"Henry County" "304 - Mount Olivet" 0 0 0 0 0
"Henry County" "305 - Mountain Valley" 430 121 305 4 0
"Henry County" "401 - Collinsville Number 1" 389 74 313 2 0
"Henry County" "402 - Daniels Creek" 410 115 293 2 0
"Henry County" "404 - Collinsville Number 2" 703 174 526 1 2
"Henry County" "405 - Mountain View" 425 147 277 1 0
"Henry County" "501 - Bassett Number One" 371 116 253 1 1
"Henry County" "502 - Figsboro" 516 84 430 2 0
"Henry County" "503 - Stanleytown" 814 92 719 3 0
"Henry County" "504 - Oak Level" 312 63 248 1 0
"Henry County" "505 - Dyers Store" 48 5 43 0 0
"Henry County" "505 - Dyers Store" 284 65 217 1 1
"Henry County" "601 - Fontaine" 649 159 482 7 1
"Henry County" "602 - Hillcrest" 281 80 198 2 1
"Henry County" "603 - Ridgeway #1" 824 151 669 3 1
"Henry County" "604 - Ridgeway #2" 630 122 506 1 1
"Highland County" "# Ab - Central Absentee Precinct" 56 35 19 2 0
"Highland County" "# Ev - Central Absentee Precinct" 234 87 146 1 0
"Highland County" "# Pe - Central Absentee Precinct" 2 1 1 0 0
"Highland County" "## Provisional" 0 0 0 0 0
"Highland County" "1 - Monterey" 301 61 239 1 0
"Highland County" "3 - Wilsons Mill" 86 14 72 0 0
"Highland County" "5 - Blue Grass" 172 44 126 1 1
"Highland County" "7 - Mill Gap" 119 28 90 1 0
"Highland County" "8 - Mcdowell" 253 43 208 2 0
"Highland County" "10 - Headwaters" 80 12 68 0 0
"Hopewell City" "# Ab - Central Absentee Precinct" 438 313 110 15 0
"Hopewell City" "# Ev - Central Absentee Precinct" 1979 1022 939 17 1
"Hopewell City" "# Pe - Central Absentee Precinct" 0 0 0 0 0
"Hopewell City" "## Provisional" 21 12 8 1 0
"Hopewell City" "101 - Ward One" 445 169 262 10 4
"Hopewell City" "201 - Ward Two" 347 262 77 8 0
"Hopewell City" "301 - Ward Three" 741 201 534 4 2
"Hopewell City" "401 - Ward Four" 828 372 445 10 1
"Hopewell City" "501 - Ward Five" 598 204 390 4 0
"Hopewell City" "601 - Ward Six" 417 307 100 9 1
"Hopewell City" "701 - Ward Seven" 462 223 230 9 0
"Isle Of Wight County" "# Ab - Central Absentee Precinct" 1311 876 419 12 4
"Isle Of Wight County" "# Ev - Central Absentee Precinct" 4458 1775 2669 13 1
"Isle Of Wight County" "# Pe - Central Absentee Precinct" 54 28 26 0 0
"Isle Of Wight County" "## Provisional" 25 19 5 0 1
"Isle Of Wight County" "101 - Smithfield" 1543 430 1108 4 1
"Isle Of Wight County" "102 - Cypress Creek" 1246 377 864 4 1
"Isle Of Wight County" "201 - Bartlett" 1759 524 1222 11 2
"Isle Of Wight County" "202 - Carrollton" 1499 512 978 7 2
"Isle Of Wight County" "301 - Rushmere" 1015 411 599 4 1
"Isle Of Wight County" "302 - Pons" 894 456 432 6 0
"Isle Of Wight County" "401 - Courthouse" 471 76 392 2 1
"Isle Of Wight County" "402 - Windsor" 886 196 687 3 0
"Isle Of Wight County" "403 - Longview" 1036 368 659 8 1
"Isle Of Wight County" "501 - Walters" 656 108 546 2 0
"Isle Of Wight County" "502 - Camps Mill" 269 110 154 5 0
"Isle Of Wight County" "503 - Carrsville" 460 122 333 4 1
"Isle Of Wight County" "504 - Zuni" 702 126 572 4 0
"Isle Of Wight County" "505 - Raynor" 389 51 335 2 1
"James City County" "# Ab - Central Absentee Precinct" 2937 2124 792 18 3
"James City County" "# Ab - Central Absentee Precinct" 819 595 216 8 0
"James City County" "# Ev - Central Absentee Precinct" 14791 7247 7504 35 5
"James City County" "# Ev - Central Absentee Precinct" 3195 1755 1433 5 2
"James City County" "# Pe - Central Absentee Precinct" 76 59 14 3 0
"James City County" "# Pe - Central Absentee Precinct" 23 12 10 1 0
"James City County" "## Provisional" 46 30 16 0 0
"James City County" "## Provisional" 25 13 12 0 0
"James City County" "101 - Berkeley A" 1207 466 736 3 2
"James City County" "102 - Berkeley B" 915 367 544 3 1
"James City County" "103 - Berkeley C" 1330 459 867 3 1
"James City County" "104- Berkeley D" 479 217 260 2 0
"James City County" "201 - Jamestown A" 386 166 211 6 3
"James City County" "202 - Jamestown B" 911 459 435 16 1
"James City County" "202 - Jamestown B" 0 0 0 0 0
"James City County" "203 - Jamestown C" 825 332 490 3 0
"James City County" "204 - Jamestown D" 813 282 527 4 0
"James City County" "301 - Powhatan A" 926 301 622 3 0
"James City County" "302 - Powhatan B" 447 217 225 5 0
"James City County" "303 - Powhatan C" 686 152 531 2 1
"James City County" "304 - Powhatan D" 994 485 500 8 1
"James City County" "401 - Stonehouse A" 1747 614 1121 11 1
"James City County" "402 - Stonehouse B" 1638 613 1011 14 0
"James City County" "403 - Stonehouse C" 1472 434 1030 8 0
"James City County" "501 - Roberts A" 640 403 233 4 0
"James City County" "502 - Roberts B" 1273 350 920 3 0
"James City County" "503 - Roberts C" 254 155 94 5 0
"James City County" "504 - Roberts D" 0 0 0 0 0
"James City County" "504 - Roberts D" 1236 529 694 13 0
"King & Queen County" "# Ab - Central Absentee Precinct" 202 126 74 2 0
"King & Queen County" "# Ev - Central Absentee Precinct" 579 227 351 1 0
"King & Queen County" "# Pe - Central Absentee Precinct" 13 7 6 0 0
"King & Queen County" "## Provisional" 3 2 1 0 0
"King & Queen County" "101 - Owenton" 509 236 270 3 0
"King & Queen County" "201 - Clarks" 525 129 395 1 0
"King & Queen County" "301 - Shacklefords" 506 163 338 4 1
"King & Queen County" "401 - Courthouse" 472 159 307 6 0
"King & Queen County" "501 - Oldmill" 452 81 370 1 0
"King George County" "# Ab - Central Absentee Precinct" 669 453 199 16 1
"King George County" "# Ev - Central Absentee Precinct" 3963 1375 2566 18 4
"King George County" "# Pe - Central Absentee Precinct" 12 3 9 0 0
"King George County" "## Provisional" 13 7 6 0 0
"King George County" "101 - Courthouse" 1210 272 930 8 0
"King George County" "102 - Passapatanzy" 740 194 544 2 0
"King George County" "201 - Monroe" 1380 275 1088 16 1
"King George County" "301 - Dahlgren" 1311 413 884 13 1
"King George County" "401 - Shiloh" 1403 325 1060 18 0
"King William County" "# Ab - Central Absentee Precinct" 359 220 139 0 0
"King William County" "# Ev - Central Absentee Precinct" 1762 613 1146 2 1
"King William County" "# Pe - Central Absentee Precinct" 7 3 4 0 0
"King William County" "## Provisional" 1 0 1 0 0
"King William County" "101 - West Point" 1237 358 865 14 0
"King William County" "201 - Sweet Hall" 505 93 411 1 0
"King William County" "202 - Courthouse" 707 182 520 4 1
"King William County" "301 - Aylett" 1280 200 1073 6 1
"King William County" "401 - Manquin" 1397 269 1120 5 3
"King William County" "501 - Mangohick" 1317 309 1007 1 0
"Lancaster County" "# Ab - Central Absentee Precinct" 377 242 131 4 0
"Lancaster County" "# Ev - Central Absentee Precinct" 1883 878 1000 3 2
"Lancaster County" "# Pe - Central Absentee Precinct" 1 1 0 0 0
"Lancaster County" "## Provisional" 4 2 2 0 0
"Lancaster County" "101 - Precinct 1-1" 654 172 480 1 1
"Lancaster County" "201 - Precinct 2-1" 531 250 280 1 0
"Lancaster County" "301 - Precinct 3-1" 620 183 434 3 0
"Lancaster County" "302 - Precinct 3-2" 303 77 226 0 0
"Lancaster County" "401 - Precinct 4-1" 599 330 267 2 0
"Lancaster County" "501 - Precinct 5-1" 901 271 628 2 0
"Lee County" "# Ab - Central Absentee Precinct" 261 109 150 1 1
"Lee County" "# Ev - Central Absentee Precinct" 953 172 777 4 0
"Lee County" "# Pe - Central Absentee Precinct" 4 1 3 0 0
"Lee County" "## Provisional" 0 0 0 0 0
"Lee County" "101 - Elydale" 311 38 272 1 0
"Lee County" "102 - Ewing" 298 34 263 1 0
"Lee County" "103 - Rose Hill" 576 50 524 2 0
"Lee County" "201 - Blackwater" 122 12 110 0 0
"Lee County" "202 - Flatwoods" 463 47 416 0 0
"Lee County" "203 - Jonesville" 669 64 603 2 0
"Lee County" "301 - Ben Hur" 709 68 639 2 0
"Lee County" "302 - Woodway" 507 33 472 1 1
"Lee County" "401 - Stickleyville" 319 39 278 2 0
"Lee County" "402 - Jasper" 240 26 214 0 0
"Lee County" "403 - Seminary" 327 24 303 0 0
"Lee County" "404 - Dryden" 541 52 488 1 0
"Lee County" "501 - Saint Charles" 215 38 177 0 0
"Lee County" "502 - Pennington" 555 52 503 0 0
"Lee County" "503 - Robbins Chapel" 85 7 78 0 0
"Lee County" "504 - Keokee" 119 16 102 1 0
"Lexington City" "# Ab - Central Absentee Precinct" 206 172 29 5 0
"Lexington City" "# Ev - Central Absentee Precinct" 879 609 270 0 0
"Lexington City" "# Pe - Central Absentee Precinct" 6 5 1 0 0
"Lexington City" "## Provisional" 9 8 1 0 0
"Lexington City" "1 - Lexington" 978 495 474 5 4
"Loudoun County" "# Ab - Central Absentee Precinct" 17803 13089 4547 154 13
"Loudoun County" "# Ev - Central Absentee Precinct" 40442 23233 17083 105 21
"Loudoun County" "# Pe - Central Absentee Precinct" 2283 1637 602 41 3
"Loudoun County" "## Provisional" 336 231 102 2 1
"Loudoun County" "107 - Little River" 1106 570 532 3 1
"Loudoun County" "108 - Mercer" 1028 565 459 3 1
"Loudoun County" "112 - Freedom" 783 447 331 5 0
"Loudoun County" "114 - Dulles South" 862 468 393 1 0
"Loudoun County" "117 - Carter" 473 292 178 3 0
"Loudoun County" "118 - Moorefield" 1169 685 477 7 0
"Loudoun County" "119 - Arcola" 941 587 351 3 0
"Loudoun County" "120 - Lunsford" 1151 616 527 8 0
"Loudoun County" "121 - Town Hall" 752 399 345 7 1
"Loudoun County" "122 - Hutchison Farm" 1103 564 532 7 0
"Loudoun County" "123 - Cardinal Ridge" 716 383 331 1 1
"Loudoun County" "124 - Liberty" 786 452 329 5 0
"Loudoun County" "125 - Rock Ridge" 939 535 396 8 0
"Loudoun County" "126-Goshen Post" 1067 576 484 5 2
"Loudoun County" "207 - River Bend" 796 401 388 6 1
"Loudoun County" "208 - Algonkian" 892 482 406 3 1
"Loudoun County" "209 - Potomac Falls" 1100 615 477 8 0
"Loudoun County" "210 - Cascades" 1252 698 544 9 1
"Loudoun County" "213 - Countryside" 435 252 181 1 1
"Loudoun County" "214 - Sugarland North" 1268 686 577 5 0
"Loudoun County" "215 - Sugarland South" 1191 659 526 6 0
"Loudoun County" "216 - Lowes Island" 1167 587 574 3 3
"Loudoun County" "217 - South Bank" 1189 617 567 5 0
"Loudoun County" "218 - University Center" 870 513 351 6 0
"Loudoun County" "219 - Galilee Church" 975 531 436 8 0
"Loudoun County" "301 - Purcellville" 1302 528 773 1 0
"Loudoun County" "302 - Round Hill" 1425 471 948 6 0
"Loudoun County" "303 - Hillsboro" 1198 395 801 2 0
"Loudoun County" "305 - Philomont" 678 269 408 0 1
"Loudoun County" "307 - Middleburg" 683 351 331 0 1
"Loudoun County" "308 - St Louis" 669 324 342 3 0
"Loudoun County" "309 - Aldie" 504 223 276 5 0
"Loudoun County" "310 - Mountain View" 1522 569 944 6 3
"Loudoun County" "311 - Round Hill Elementary" 1533 538 981 12 2
"Loudoun County" "312 - Briar Woods" 1244 735 498 11 0
"Loudoun County" "313 - Pinebrook" 1390 695 688 6 1
"Loudoun County" "314 - Legacy" 1211 689 518 3 1
"Loudoun County" "315 - Firehouse" 489 165 321 3 0
"Loudoun County" "316 - Creighton's Corner" 1437 823 608 6 0
"Loudoun County" "318 - Madison's Trust" 1436 565 861 8 2
"Loudoun County" "319 - John Champe" 1884 967 913 4 0
"Loudoun County" "320 - Stone Hill" 1736 1109 618 8 1
"Loudoun County" "321 - Brambleton Middle" 786 447 335 1 3
"Loudoun County" "322-Buffalo Trail" 896 510 383 1 2
"Loudoun County" "401 - West Lovettsville" 1839 631 1200 5 3
"Loudoun County" "402 - Waterford" 1450 541 903 5 1
"Loudoun County" "403 - Lucketts" 1494 592 899 2 1
"Loudoun County" "407 - Harper Park" 768 405 359 2 2
"Loudoun County" "408 - Evergreen" 1333 593 733 6 1
"Loudoun County" "409 - Clarkes Gap" 1261 436 818 5 2
"Loudoun County" "411 - East Lovettsville" 1149 370 773 4 2
"Loudoun County" "413 - Tuscarora" 68 39 29 0 0
"Loudoun County" "414 - Red Rock" 761 428 327 5 1
"Loudoun County" "416 - Hamilton" 1674 623 1035 13 3
"Loudoun County" "420 - River Creek" 898 332 563 2 1
"Loudoun County" "421 - Between The Hills" 210 70 139 1 0
"Loudoun County" "422 - Sycolin Creek" 896 331 564 1 0
"Loudoun County" "501 - West Leesburg" 999 490 502 4 3
"Loudoun County" "502 - East Leesburg" 1032 606 415 8 3
"Loudoun County" "503 - Dry Mill" 623 298 323 2 0
"Loudoun County" "504 - Smarts Mill" 1159 611 533 13 2
"Loudoun County" "505 - Cool Spring" 1217 568 643 6 0
"Loudoun County" "506 - Brandon Park" 620 335 270 13 2
"Loudoun County" "507 - Greenway" 515 223 283 7 2
"Loudoun County" "508 - Balls Bluff" 1292 677 610 4 1
"Loudoun County" "509 - Tolbert" 1435 840 588 6 1
"Loudoun County" "510 - Heritage" 667 293 365 9 0
"Loudoun County" "615 - Hillside" 1173 646 518 9 0
"Loudoun County" "616 - Eagle Ridge" 1217 669 541 5 2
"Loudoun County" "617 - Oak Grove" 475 322 150 3 0
"Loudoun County" "619 - Ridgetop" 498 328 164 5 1
"Loudoun County" "620 - Russell Branch" 1352 735 608 6 3
"Loudoun County" "621 - Dominion Trail" 1447 782 658 7 0
"Loudoun County" "622 - Farmwell Station" 1436 830 596 8 2
"Loudoun County" "623 - Weller" 1586 878 704 3 1
"Loudoun County" "625 - Mill Run" 548 278 269 1 0
"Loudoun County" "626 - Ashby Ponds" 1104 647 456 1 0
"Loudoun County" "627 - Ashbrook" 403 250 151 2 0
"Loudoun County" "628 - Moorefield Station" 1383 803 577 3 0
"Loudoun County" "629 - Discovery" 317 179 138 0 0
"Loudoun County" "701 - Sully" 905 478 414 9 4
"Loudoun County" "702 - Park View" 838 444 384 8 2
"Loudoun County" "703 - Rolling Ridge" 1024 678 339 3 4
"Loudoun County" "705 - Forest Grove" 1178 656 513 8 1
"Loudoun County" "707 - Claude Moore Park" 803 491 303 8 1
"Loudoun County" "708 - Seneca" 957 490 464 3 0
"Loudoun County" "709 - Mirror Ridge" 988 560 413 14 1
"Loudoun County" "710 - Sterling" 707 375 326 5 1
"Loudoun County" "808 - Stone Bridge" 1472 776 691 2 3
"Loudoun County" "810 - Cedar Lane" 1147 621 517 7 2
"Loudoun County" "813 - Seldens Landing" 913 518 385 8 2
"Loudoun County" "814 - Newton - Lee" 1334 585 742 6 1
"Loudoun County" "815 - Belmont Ridge" 1134 618 510 5 1
"Loudoun County" "817 - Sanders Corner" 1458 729 717 10 2
"Loudoun County" "818 - Broad Run" 970 494 471 5 0
"Loudoun County" "819 - Heritage Church" 898 456 438 3 1
"Loudoun County" "820 - Belmont Station" 1037 551 480 6 0
"Loudoun County" "822 - Riverside" 834 448 383 3 0
"Louisa County" "# Ab - Central Absentee Precinct" 1211 862 335 11 3
"Louisa County" "# Ev - Central Absentee Precinct" 4048 1728 2307 13 0
"Louisa County" "# Pe - Central Absentee Precinct" 54 31 22 1 0
"Louisa County" "## Provisional" 13 6 7 0 0
"Louisa County" "101 - Zion" 1457 501 951 5 0
"Louisa County" "102 - Mechanicsville" 729 209 515 4 1
"Louisa County" "201 - Louisa #1" 757 224 530 2 1
"Louisa County" "202 - Louisa #2" 729 166 558 5 0
"Louisa County" "301 - Patrick Henry No 1" 1243 487 745 11 0
"Louisa County" "302 - Patrick Henry #2" 372 109 259 4 0
"Louisa County" "401 - Mineral" 1308 299 1005 3 1
"Louisa County" "402 - Yanceyville" 376 108 264 4 0
"Louisa County" "501 - Fredericks Hall" 394 149 242 3 0
"Louisa County" "502 - Cuckoo" 670 149 517 4 0
"Louisa County" "503 - Elk Creek" 623 132 489 2 0
"Louisa County" "601 - Bumpass" 853 145 707 1 0
"Louisa County" "602 - Locust Creek" 1021 212 803 6 0
"Louisa County" "701 - Sheltons Mill" 1086 204 875 6 1
"Louisa County" "702 - South Anna" 695 175 518 2 0
"Lunenburg County" "# Ab - Central Absentee Precinct" 299 222 75 2 0
"Lunenburg County" "# Ev - Central Absentee Precinct" 1145 481 662 2 0
"Lunenburg County" "# Pe - Central Absentee Precinct" 4 1 3 0 0
"Lunenburg County" "## Provisional" 1 1 0 0 0
"Lunenburg County" "101 - Plymouth" 321 44 277 0 0
"Lunenburg County" "201 - Browns Store" 366 87 277 2 0
"Lunenburg County" "301 - Rosebud" 305 52 253 0 0
"Lunenburg County" "302 - Flat Rock" 332 87 245 0 0
"Lunenburg County" "401 - Arrowhead Gun Club" 203 26 177 0 0
"Lunenburg County" "402 - Pleasant Grove" 357 69 288 0 0
"Lunenburg County" "501 - Reedy Creek" 174 62 111 1 0
"Lunenburg County" "502 - Peoples Community Center" 210 100 110 0 0
"Lunenburg County" "601 - Hounds Creek" 407 200 206 1 0
"Lunenburg County" "701 - Meherrin Fire Department" 219 74 142 3 0
"Lunenburg County" "702 - Victoria Public Library" 254 61 193 0 0
"Lynchburg City" "# Ab - Central Absentee Precinct" 2828 2053 726 45 4
"Lynchburg City" "# Ev - Central Absentee Precinct" 5119 2978 2117 22 2
"Lynchburg City" "# Pe - Central Absentee Precinct" 101 71 30 0 0
"Lynchburg City" "## Provisional" 46 29 15 2 0
"Lynchburg City" "101 - First Ward First Precinct" 1487 508 958 18 3
"Lynchburg City" "102 - First Ward Second Precinct" 1690 507 1176 4 3
"Lynchburg City" "103 - First Ward Third Precinct" 1120 377 739 4 0
"Lynchburg City" "104 - First Ward Fourth Precinct" 429 210 216 3 0
"Lynchburg City" "105 - First Ward Fifth Precinct" 746 317 425 3 1
"Lynchburg City" "201 - Second Ward First Precinct" 1027 642 374 9 2
"Lynchburg City" "202 - Second Ward Second Precinct" 832 517 306 8 1
"Lynchburg City" "203 - Second Ward Third Precinct" 328 203 121 2 2
"Lynchburg City" "204 - Second Ward Fourth Precinct" 357 148 208 1 0
"Lynchburg City" "301 - Third Ward First Precinct" 553 247 297 7 2
"Lynchburg City" "302 - Third Ward Second Precinct" 533 12 516 4 1
"Lynchburg City" "303 - Third Ward Third Precinct" 638 196 437 3 2
"Lynchburg City" "304 - Third Ward Fourth Precinct" 665 202 459 4 0
"Lynchburg City" "305 - Third Ward Fifth Precinct" 1390 315 1058 11 6
"Lynchburg City" "401 - Fourth Ward First Precinct" 1771 366 1394 11 0
"Lynchburg City" "402 - Fourth Ward Second Precinct" 692 231 456 2 3
"Lynchburg City" "403 - Fourth Ward Third Precinct" 1250 406 820 23 1
"Lynchburg City" "404 - Fourth Ward Fourth Precinct" 1299 465 820 12 2
"Madison County" "# Ab - Central Absentee Precinct" 257 174 78 5 0
"Madison County" "# Ev - Central Absentee Precinct" 1721 645 1070 5 1
"Madison County" "# Pe - Central Absentee Precinct" 15 9 6 0 0
"Madison County" "## Provisional" 3 2 1 0 0
"Madison County" "1 - Oak Park" 551 178 370 2 1
"Madison County" "2 - Radiant" 819 229 590 0 0
"Madison County" "3 - Rochelle" 440 96 340 4 0
"Madison County" "4 - Graves Mill" 57 15 42 0 0
"Madison County" "5 - Madison" 779 192 583 3 1
"Madison County" "6 - Wolftown" 519 131 386 2 0
"Madison County" "7 - Brightwood" 891 143 741 6 1
"Madison County" "8 - Criglersville" 403 86 316 1 0
"Madison County" "9 - Etlan" 273 73 198 1 1
"Manassas City" "# Ab - Central Absentee Precinct" 1180 913 251 15 1
"Manassas City" "# Ev - Central Absentee Precinct" 3750 2134 1592 20 4
"Manassas City" "# Pe - Central Absentee Precinct" 44 28 15 1 0
"Manassas City" "## Provisional" 16 13 2 1 0
"Manassas City" "1 - Dean" 918 535 375 8 0
"Manassas City" "2 - Weems" 1133 553 564 16 0
"Manassas City" "3 - Metz" 1213 568 635 8 2
"Manassas City" "4 - Haydon" 1119 527 582 8 2
"Manassas City" "5 - Baldwin" 954 461 482 8 3
"Manassas City" "6 - Round" 979 423 552 2 2
"Manassas Park City" "# Ab - Central Absentee Precinct" 437 334 92 10 1
"Manassas Park City" "# Ev - Central Absentee Precinct" 963 591 358 12 2
"Manassas Park City" "# Pe - Central Absentee Precinct" 9 4 4 1 0
"Manassas Park City" "## Provisional" 6 2 4 0 0
"Manassas Park City" "1 - Precinct One" 865 528 326 10 1
"Manassas Park City" "2 - Precinct Two" 600 287 305 6 2
"Manassas Park City" "3 - Precinct Three" 717 412 290 7 8
"Martinsville City" "# Ab - Central Absentee Precinct" 385 308 70 7 0
"Martinsville City" "# Ev - Central Absentee Precinct" 796 425 365 4 2
"Martinsville City" "# Pe - Central Absentee Precinct" 10 9 1 0 0
"Martinsville City" "## Provisional" 9 9 0 0 0
"Martinsville City" "1 - Precinct #1" 256 241 13 2 0
"Martinsville City" "2 - Precinct #2" 574 268 297 8 1
"Martinsville City" "3 - Precinct #3" 298 170 124 4 0
"Martinsville City" "4 - Precinct #4" 579 356 217 6 0
"Martinsville City" "5 - Precinct #5" 893 300 583 8 2
"Martinsville City" "6 - Precinct #6" 145 138 6 1 0
"Mathews County" "# Ab - Central Absentee Precinct" 222 121 98 0 3
"Mathews County" "# Ev - Central Absentee Precinct" 2269 738 1526 2 3
"Mathews County" "# Pe - Central Absentee Precinct" 5 4 1 0 0
"Mathews County" "## Provisional" 3 0 3 0 0
"Mathews County" "1 - Chesapeake" 569 112 450 7 0
"Mathews County" "2 - Westville" 877 200 670 7 0
"Mathews County" "3 - Piankatank" 936 188 745 2 1
"Mecklenburg County" "# Ab - Central Absentee Precinct" 768 487 272 9 0
"Mecklenburg County" "# Ev - Central Absentee Precinct" 2654 885 1766 3 0
"Mecklenburg County" "# Pe - Central Absentee Precinct" 21 17 4 0 0
"Mecklenburg County" "## Provisional" 11 7 3 1 0
"Mecklenburg County" "101 - Wrights Store" 374 158 215 1 0
"Mecklenburg County" "102 - Pearsons Store" 150 27 123 0 0
"Mecklenburg County" "103 - South Clarksville" 511 204 306 1 0
"Mecklenburg County" "201 - Boydton" 266 105 161 0 0
"Mecklenburg County" "202 - Bluestone Senior High School" 115 65 50 0 0
"Mecklenburg County" "203 - Chase City Vfw Post" 191 145 46 0 0
"Mecklenburg County" "301 - Bracey" 724 138 584 2 0
"Mecklenburg County" "302 - Lacrosse" 434 130 302 2 0
