DIST COUNTY AREA TOTAL DEM REP CPF REF GRE LPF PSL OverVotes UnderVotes WriteinVotes
NA "Palm Beach" 4088 0 981 578 1 2 1 6 1 2 5 2
NA "Palm Beach" 4090 0 298 249 0 0 0 2 0 2 2 0
NA "Palm Beach" 4092 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 4094 0 894 775 0 0 3 6 0 1 5 6
NA "Palm Beach" 4096 0 474 43 0 0 0 0 0 4 3 0
NA "Palm Beach" 4098 0 1092 910 0 0 5 4 0 7 4 2
NA "Palm Beach" 4100 0 142 160 0 0 0 3 0 0 0 1
NA "Palm Beach" 4102 0 594 553 0 0 1 3 2 1 7 0
NA "Palm Beach" 4104 0 967 759 1 0 1 10 0 1 0 3
NA "Palm Beach" 4106 0 503 497 0 0 1 4 1 1 5 1
NA "Palm Beach" 4108 0 643 475 0 1 1 1 0 3 2 3
NA "Palm Beach" 4110 0 477 478 0 0 2 4 0 0 4 3
NA "Palm Beach" 4112 0 799 879 0 1 0 6 1 2 7 5
NA "Palm Beach" 4114 0 1006 889 0 2 0 5 1 6 7 8
NA "Palm Beach" 4116 0 36 39 0 0 0 2 0 0 0 0
NA "Palm Beach" 4118 0 786 455 0 0 2 7 0 0 3 5
NA "Palm Beach" 4120 0 555 341 1 0 3 8 1 3 2 4
NA "Palm Beach" 4122 0 794 543 0 0 3 10 1 2 2 1
NA "Palm Beach" 4124 0 971 622 1 1 5 6 0 0 4 4
NA "Palm Beach" 4126 0 651 946 0 0 3 6 0 2 4 1
NA "Palm Beach" 4128 0 810 1019 0 0 0 6 0 1 11 3
NA "Palm Beach" 4129 0 33 62 0 0 0 0 0 0 1 0
NA "Palm Beach" 4130 0 790 743 0 0 3 3 0 0 4 0
NA "Palm Beach" 4132 0 513 477 0 1 0 4 1 2 2 0
NA "Palm Beach" 4134 0 534 717 0 0 0 7 0 0 3 0
NA "Palm Beach" 4136 0 788 788 0 4 0 6 0 1 4 7
NA "Palm Beach" 4138 0 1014 1412 0 0 1 12 1 1 7 13
NA "Palm Beach" 4140 0 309 230 0 0 0 3 0 1 1 0
NA "Palm Beach" 4142 0 1153 862 1 0 0 3 0 2 9 3
NA "Palm Beach" 4144 0 274 244 0 0 1 1 0 0 1 2
NA "Palm Beach" 4146 0 652 428 0 0 0 3 0 1 8 2
NA "Palm Beach" 4148 0 683 497 0 0 2 5 0 0 2 4
NA "Palm Beach" 4150 0 724 596 0 0 0 4 0 0 4 2
NA "Palm Beach" 4152 0 720 838 0 1 3 4 2 5 7 1
NA "Palm Beach" 4154 0 424 476 0 0 0 4 1 0 3 1
NA "Palm Beach" 4156 0 654 630 0 0 2 4 0 0 5 1
NA "Palm Beach" 4158 0 1241 893 0 0 2 8 0 0 5 2
NA "Palm Beach" 4160 0 534 490 0 1 1 6 0 0 2 4
NA "Palm Beach" 4162 0 619 551 0 0 0 8 1 0 4 2
NA "Palm Beach" 4164 0 824 717 2 1 1 6 0 1 7 4
NA "Palm Beach" 4166 0 962 550 1 1 5 5 1 3 4 0
NA "Palm Beach" 4168 0 796 655 0 0 6 12 0 6 4 4
NA "Palm Beach" 4170 0 1096 1235 0 2 5 13 0 0 9 5
NA "Palm Beach" 4172 0 872 820 0 1 1 4 0 2 6 2
NA "Palm Beach" 4174 0 414 333 0 0 0 0 0 0 0 0
NA "Palm Beach" 4176 0 1125 858 1 0 1 12 0 1 5 3
NA "Palm Beach" 4178 0 931 757 1 0 0 1 0 4 9 4
NA "Palm Beach" 4180 0 715 752 0 1 2 6 0 1 2 1
NA "Palm Beach" 4182 0 1060 761 0 0 5 11 1 1 6 2
NA "Palm Beach" 4184 0 676 783 0 0 2 9 1 3 4 2
NA "Palm Beach" 4186 0 675 555 0 0 2 6 1 2 3 2
NA "Palm Beach" 4188 0 907 625 1 1 4 10 4 4 6 4
NA "Palm Beach" 4190 0 966 1302 1 2 2 7 0 1 7 9
NA "Palm Beach" 4192 0 548 1222 0 0 1 4 1 2 6 5
NA "Palm Beach" 4194 0 646 385 0 0 1 3 0 5 1 0
NA "Palm Beach" 4196 0 855 520 0 0 0 4 0 3 5 0
NA "Palm Beach" 4198 0 763 594 0 1 0 5 0 3 6 2
NA "Palm Beach" 4200 0 469 415 1 1 0 3 0 0 5 1
NA "Palm Beach" 4202 0 956 724 0 0 0 6 0 2 3 4
NA "Palm Beach" 4204 0 805 579 0 2 4 6 0 2 3 4
NA "Palm Beach" 4206 0 814 615 1 1 3 3 0 2 4 5
NA "Palm Beach" 4208 0 1017 672 0 1 2 2 1 10 6 0
NA "Palm Beach" 4210 0 813 982 0 0 1 4 0 1 5 6
NA "Palm Beach" 4212 0 820 937 1 0 1 9 0 0 3 1
NA "Palm Beach" 4214 0 784 1050 1 0 2 8 0 1 5 4
NA "Palm Beach" 4216 0 910 1222 0 0 1 7 0 1 3 8
NA "Palm Beach" 4218 0 635 982 0 0 1 4 0 1 4 6
NA "Palm Beach" 4220 0 539 478 0 0 1 7 0 2 3 5
NA "Palm Beach" 4222 0 1154 1216 0 2 1 6 1 3 3 5
NA "Palm Beach" 4224 0 730 1249 0 2 2 4 1 4 6 6
NA "Palm Beach" 4226 0 321 438 0 0 0 3 0 0 6 2
NA "Palm Beach" 4228 0 720 777 0 1 1 7 2 3 2 4
NA "Palm Beach" 4230 0 430 502 0 0 1 1 0 0 3 5
NA "Palm Beach" 5002 0 664 736 0 0 1 3 1 2 3 3
NA "Palm Beach" 5003 0 582 464 0 3 1 4 0 1 1 2
NA "Palm Beach" 5004 0 1 2 0 0 0 0 0 0 0 0
NA "Palm Beach" 5005 0 1444 757 0 0 3 2 0 1 7 4
NA "Palm Beach" 5006 0 1196 540 0 0 0 1 0 0 6 4
NA "Palm Beach" 5007 0 5 1 0 0 0 0 0 0 0 0
NA "Palm Beach" 5008 0 502 387 0 0 0 4 0 0 2 0
NA "Palm Beach" 5009 0 1495 1198 0 2 1 8 1 1 7 11
NA "Palm Beach" 5010 0 1016 346 0 0 0 1 0 1 5 3
NA "Palm Beach" 5012 0 449 199 0 0 0 0 0 1 1 0
NA "Palm Beach" 5014 0 784 535 0 1 1 3 1 3 1 2
NA "Palm Beach" 5016 0 1031 788 0 0 0 7 0 3 2 2
NA "Palm Beach" 5018 0 768 330 1 0 0 1 1 5 3 1
NA "Palm Beach" 5020 0 730 394 1 1 0 3 0 0 1 5
NA "Palm Beach" 5022 0 972 557 0 1 0 2 0 0 3 1
NA "Palm Beach" 5024 0 683 295 0 0 0 2 0 1 2 1
NA "Palm Beach" 5026 0 989 490 0 2 2 9 1 3 3 3
NA "Palm Beach" 5028 0 770 673 0 0 0 8 1 0 5 1
NA "Palm Beach" 5030 0 714 238 1 0 3 4 2 4 1 2
NA "Palm Beach" 5032 0 347 155 0 0 0 0 0 0 0 1
NA "Palm Beach" 5034 0 895 394 0 0 1 0 0 1 3 0
NA "Palm Beach" 5036 0 846 331 0 1 1 2 0 3 3 0
NA "Palm Beach" 5038 0 828 362 0 0 1 2 0 1 4 0
NA "Palm Beach" 5040 0 500 260 0 0 0 0 0 2 2 0
NA "Palm Beach" 5042 0 1001 523 0 0 0 1 0 4 1 2
NA "Palm Beach" 5044 0 585 278 0 0 0 0 0 6 3 0
NA "Palm Beach" 5046 0 1488 752 0 1 1 5 0 1 5 3
NA "Palm Beach" 5048 0 657 440 0 0 1 2 0 4 1 0
NA "Palm Beach" 5050 0 1192 411 0 0 0 1 0 6 2 1
NA "Palm Beach" 5052 0 773 577 0 1 3 0 0 0 1 0
NA "Palm Beach" 5054 0 1455 1486 1 0 0 8 0 1 7 4
NA "Palm Beach" 5055 0 339 207 0 0 0 0 0 1 1 1
NA "Palm Beach" 5056 0 2146 1402 0 2 5 14 0 6 6 4
NA "Palm Beach" 5058 0 769 257 0 0 0 0 0 3 5 4
NA "Palm Beach" 5060 0 577 313 0 0 0 1 0 2 5 0
NA "Palm Beach" 5062 0 500 318 0 1 0 0 0 1 2 2
NA "Palm Beach" 5064 0 995 481 0 0 0 1 0 7 6 0
NA "Palm Beach" 5066 0 717 503 0 0 0 5 1 7 3 3
NA "Palm Beach" 5068 0 234 149 0 0 1 0 0 3 0 1
NA "Palm Beach" 5070 0 471 314 0 0 0 3 0 1 1 0
NA "Palm Beach" 5072 0 808 258 0 0 0 3 0 3 2 0
NA "Palm Beach" 5074 0 382 225 1 1 0 0 0 0 1 0
NA "Palm Beach" 5076 0 720 385 0 0 0 1 0 0 0 0
NA "Palm Beach" 5078 0 752 465 0 0 3 4 0 5 3 1
NA "Palm Beach" 5080 0 82 62 0 0 0 0 0 0 0 0
NA "Palm Beach" 5082 0 678 441 1 0 1 5 1 5 2 0
NA "Palm Beach" 5084 0 447 408 0 0 0 1 1 3 4 0
NA "Palm Beach" 5086 0 50 18 0 0 0 1 0 0 1 0
NA "Palm Beach" 5088 0 200 166 1 0 0 5 0 0 1 0
NA "Palm Beach" 5090 0 1054 629 0 1 1 2 2 3 6 2
NA "Palm Beach" 5092 0 839 439 0 0 0 1 0 4 5 0
NA "Palm Beach" 5094 0 371 241 0 0 1 1 0 5 1 0
NA "Palm Beach" 5096 0 892 682 0 1 1 5 0 4 0 2
NA "Palm Beach" 5098 0 399 271 0 0 1 3 0 1 3 0
NA "Palm Beach" 5100 0 903 560 0 0 2 1 0 8 4 5
NA "Palm Beach" 5102 0 937 418 0 1 0 3 0 3 5 2
NA "Palm Beach" 5104 0 858 532 1 1 1 2 1 10 1 3
NA "Palm Beach" 5106 0 1067 766 1 0 1 12 0 2 3 3
NA "Palm Beach" 5108 0 1746 1627 1 0 0 12 0 3 6 2
NA "Palm Beach" 5110 0 638 643 0 0 0 3 0 0 6 3
NA "Palm Beach" 5111 0 68 72 0 0 0 1 0 0 0 0
NA "Palm Beach" 5112 0 759 685 0 0 1 5 0 0 7 3
NA "Palm Beach" 5113 0 21 43 0 0 0 0 0 0 0 1
NA "Palm Beach" 5114 0 324 245 0 0 0 3 0 0 2 0
NA "Palm Beach" 5115 0 103 104 0 0 0 1 0 0 1 0
NA "Palm Beach" 5116 0 737 641 0 0 0 1 1 3 3 0
NA "Palm Beach" 5117 0 338 264 0 0 0 1 1 1 1 0
NA "Palm Beach" 5118 0 186 139 0 0 0 2 0 1 1 1
NA "Palm Beach" 5119 0 42 39 0 0 0 0 0 0 2 0
NA "Palm Beach" 5120 0 11 4 0 0 0 0 0 0 0 0
NA "Palm Beach" 5122 0 325 198 0 0 3 1 1 1 3 0
NA "Palm Beach" 5124 0 187 140 0 0 0 2 0 0 0 0
NA "Palm Beach" 5126 0 277 140 0 0 0 0 1 0 1 0
NA "Palm Beach" 5128 0 868 690 0 0 2 4 0 3 5 0
NA "Palm Beach" 5130 0 823 690 0 0 0 3 0 0 8 2
NA "Palm Beach" 5132 0 1065 772 1 1 0 1 1 2 4 2
NA "Palm Beach" 5134 0 581 599 0 0 0 10 0 1 4 2
NA "Palm Beach" 5136 0 936 743 0 2 5 5 1 0 4 1
NA "Palm Beach" 5138 0 935 713 1 0 5 4 0 0 3 3
NA "Palm Beach" 5140 0 1139 1010 0 1 7 10 1 4 3 6
NA "Palm Beach" 5142 0 360 326 0 0 0 0 0 4 1 0
NA "Palm Beach" 5144 0 954 614 0 0 0 3 1 3 3 1
NA "Palm Beach" 5146 0 839 700 0 0 2 2 0 10 2 1
NA "Palm Beach" 5148 0 671 509 0 0 0 1 0 6 2 0
NA "Palm Beach" 5150 0 659 379 0 0 0 1 0 7 3 0
NA "Palm Beach" 5152 0 1169 1031 0 0 1 10 1 1 6 4
NA "Palm Beach" 5154 0 1064 954 0 2 2 7 1 3 2 1
NA "Palm Beach" 5156 0 812 678 0 0 2 10 1 2 4 2
NA "Palm Beach" 5158 0 938 593 0 0 1 1 0 2 5 1
NA "Palm Beach" 5160 0 984 530 1 0 1 1 0 1 10 2
NA "Palm Beach" 5162 0 897 893 0 0 0 5 1 1 3 4
NA "Palm Beach" 5164 0 1173 817 0 1 2 9 1 0 9 1
NA "Palm Beach" 5166 0 884 849 1 0 2 10 0 2 2 1
NA "Palm Beach" 5168 0 1077 752 0 1 1 4 0 8 3 0
NA "Palm Beach" 5170 0 1345 814 1 0 1 3 0 4 7 3
NA "Palm Beach" 5172 0 300 350 0 0 1 2 0 0 2 3
NA "Palm Beach" 5174 0 1072 1018 0 1 1 6 0 0 6 2
NA "Palm Beach" 5176 0 560 429 0 0 2 2 0 1 1 2
NA "Palm Beach" 5178 0 738 725 1 1 3 9 2 2 1 0
NA "Palm Beach" 5180 0 667 552 2 1 2 6 2 4 1 2
NA "Palm Beach" 5182 0 570 445 0 0 3 8 2 3 3 2
NA "Palm Beach" 5184 0 1003 727 1 1 2 5 0 5 1 5
NA "Palm Beach" 5186 0 1060 623 2 1 4 8 1 10 4 2
NA "Palm Beach" 5188 0 1027 895 1 2 2 9 0 5 2 2
NA "Palm Beach" 5190 0 473 380 2 0 0 1 0 1 5 2
NA "Palm Beach" 5192 0 1224 947 1 2 0 11 2 2 5 2
NA "Palm Beach" 5194 0 453 369 0 1 2 2 1 0 2 0
NA "Palm Beach" 6002 0 74 114 0 1 0 1 0 0 0 0
NA "Palm Beach" 6004 0 709 183 0 3 0 3 1 3 1 4
NA "Palm Beach" 6006 0 790 166 0 0 0 3 0 7 3 1
NA "Palm Beach" 6008 0 340 8 0 1 1 0 0 2 0 1
NA "Palm Beach" 6010 0 18 4 0 0 0 0 0 0 1 0
NA "Palm Beach" 6012 0 141 35 0 0 0 0 0 0 1 0
NA "Palm Beach" 6014 0 1 4 0 0 0 0 0 0 0 0
NA "Palm Beach" 6016 0 29 53 0 0 0 0 0 0 0 0
NA "Palm Beach" 6018 0 934 82 0 2 1 4 0 0 4 2
NA "Palm Beach" 6020 0 301 91 0 1 0 1 0 0 2 0
NA "Palm Beach" 6022 0 985 108 0 1 2 9 3 11 2 1
NA "Palm Beach" 6024 0 1300 50 0 1 1 2 0 6 5 0
NA "Palm Beach" 6026 0 2 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6028 0 600 467 0 0 0 6 0 7 3 4
NA "Palm Beach" 6029 0 1 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6030 0 8 6 0 0 0 0 0 1 0 0
NA "Palm Beach" 6032 0 529 326 0 0 1 3 3 2 2 2
NA "Palm Beach" 6034 0 0 4 0 0 0 0 0 0 0 0
NA "Palm Beach" 6036 0 285 164 0 0 0 4 0 2 0 1
NA "Palm Beach" 6038 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6040 0 78 155 0 1 0 3 0 0 0 1
NA "Palm Beach" 6042 0 1022 1560 2 2 5 10 0 4 1 0
NA "Palm Beach" 6044 0 896 1218 1 2 2 15 0 2 2 1
NA "Palm Beach" 6045 0 210 301 0 0 1 1 0 2 2 1
NA "Palm Beach" 6046 0 767 1231 0 1 5 7 1 3 8 4
NA "Palm Beach" 6048 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6050 0 889 1066 0 2 3 8 0 4 5 1
NA "Palm Beach" 6051 0 581 956 0 0 3 11 0 0 8 5
NA "Palm Beach" 6052 0 586 807 1 0 0 5 3 2 0 0
NA "Palm Beach" 6054 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6056 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6058 0 722 820 0 0 1 10 1 2 4 4
NA "Palm Beach" 6060 0 849 1197 0 3 0 22 1 2 9 1
NA "Palm Beach" 6062 0 315 491 0 0 1 2 0 0 1 1
NA "Palm Beach" 6064 0 27 70 0 0 1 0 0 0 0 1
NA "Palm Beach" 6066 0 1324 1246 1 0 3 7 0 1 11 9
NA "Palm Beach" 6068 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6070 0 202 272 0 0 1 0 1 0 1 0
NA "Palm Beach" 6072 0 365 379 2 1 1 4 0 2 0 2
NA "Palm Beach" 6073 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6076 0 592 864 0 0 3 5 1 1 1 1
NA "Palm Beach" 6078 0 579 933 0 0 3 5 2 2 4 4
NA "Palm Beach" 6080 0 576 954 1 0 1 5 1 1 2 4
NA "Palm Beach" 6082 0 16 12 0 0 0 0 0 0 0 0
NA "Palm Beach" 6084 0 257 357 0 0 0 1 0 0 4 2
NA "Palm Beach" 6086 0 303 446 0 0 2 0 0 0 3 1
NA "Palm Beach" 6088 0 520 867 0 0 3 6 2 2 0 0
NA "Palm Beach" 6090 0 711 1134 0 0 2 8 1 2 4 4
NA "Palm Beach" 6092 0 163 259 0 0 1 5 0 1 0 0
NA "Palm Beach" 6094 0 641 1093 0 0 0 9 2 2 4 6
NA "Palm Beach" 6096 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6098 0 702 607 0 1 1 4 0 3 5 2
NA "Palm Beach" 6100 0 1330 860 1 1 1 8 2 2 2 5
NA "Palm Beach" 6102 0 681 623 1 1 3 6 0 4 3 3
NA "Palm Beach" 6104 0 190 181 1 0 1 2 0 2 2 0
NA "Palm Beach" 6106 0 232 167 0 0 0 2 0 1 0 1
NA "Palm Beach" 6108 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6112 0 531 508 0 1 0 1 0 4 2 3
NA "Palm Beach" 6114 0 1074 845 1 2 4 7 1 0 6 7
NA "Palm Beach" 6116 0 767 543 0 0 1 9 1 2 3 5
NA "Palm Beach" 6118 0 1137 748 1 0 4 5 1 5 1 4
NA "Palm Beach" 6120 0 443 382 0 0 0 2 0 1 0 1
NA "Palm Beach" 6122 0 1178 840 2 3 1 9 1 5 5 4
NA "Palm Beach" 6124 0 529 400 0 0 1 1 0 4 3 1
NA "Palm Beach" 6126 0 726 390 0 0 4 7 0 2 4 2
NA "Palm Beach" 6128 0 37 26 0 0 0 0 0 0 0 0
NA "Palm Beach" 6130 0 93 53 0 0 0 2 0 0 0 1
NA "Palm Beach" 6132 0 352 243 0 2 1 2 0 0 0 0
NA "Palm Beach" 6134 0 1019 572 1 0 2 8 0 0 3 2
NA "Palm Beach" 6136 0 1 1 0 0 0 0 0 0 0 0
NA "Palm Beach" 6138 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6140 0 430 545 0 1 0 4 0 1 3 5
NA "Palm Beach" 6142 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6144 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6146 0 1 0 0 0 0 0 0 0 1 0
NA "Palm Beach" 6148 0 0 1 0 0 0 0 0 0 0 0
NA "Palm Beach" 6150 0 33 40 0 0 0 0 0 1 0 0
NA "Palm Beach" 6152 0 523 618 0 0 0 4 0 1 3 2
NA "Palm Beach" 6154 0 594 604 0 1 0 10 0 1 4 4
NA "Palm Beach" 6156 0 751 787 3 1 4 9 0 1 2 6
NA "Palm Beach" 6158 0 896 1056 0 1 2 7 0 1 5 6
NA "Palm Beach" 6160 0 751 711 0 0 2 5 0 0 6 1
NA "Palm Beach" 6162 0 855 781 0 1 1 4 1 1 6 5
NA "Palm Beach" 6164 0 935 907 1 3 0 12 0 2 5 5
NA "Palm Beach" 6166 0 930 1071 0 0 0 9 0 3 8 4
NA "Palm Beach" 6168 0 163 199 1 0 0 1 0 0 0 0
NA "Palm Beach" 6170 0 0 7 0 0 0 0 0 0 0 0
NA "Palm Beach" 6172 0 1287 684 0 2 2 7 0 5 1 6
NA "Palm Beach" 6174 0 22 70 0 0 0 3 0 0 0 0
NA "Palm Beach" 6176 0 18 12 0 0 0 0 0 0 0 0
NA "Palm Beach" 6178 0 637 491 0 1 0 3 0 0 2 1
NA "Palm Beach" 6180 0 19 59 0 0 0 0 0 0 0 0
NA "Palm Beach" 6182 0 383 439 0 0 2 2 0 0 0 1
NA "Palm Beach" 6184 0 752 651 1 0 0 6 0 3 3 4
NA "Palm Beach" 6186 0 917 665 0 3 1 9 0 1 0 0
NA "Palm Beach" 6188 0 344 439 0 0 0 2 0 2 3 0
NA "Palm Beach" 6190 0 858 605 0 2 4 4 2 2 5 1
NA "Palm Beach" 6192 0 1084 984 1 0 3 10 0 2 6 3
NA "Palm Beach" 6194 0 538 369 0 0 1 2 0 0 3 2
NA "Palm Beach" 6196 0 0 1 0 0 0 0 0 0 0 0
NA "Palm Beach" 6198 0 582 419 0 1 3 12 0 0 2 3
NA "Palm Beach" 6200 0 625 679 0 1 2 5 0 0 4 2
NA "Palm Beach" 6202 0 102 76 0 0 0 0 0 0 1 0
NA "Palm Beach" 6204 0 47 34 0 0 0 0 0 0 0 0
NA "Palm Beach" 6206 0 337 277 0 0 2 0 0 1 2 0
NA "Palm Beach" 6207 0 335 412 1 0 2 4 0 0 2 2
NA "Palm Beach" 6208 0 386 279 1 0 0 2 0 0 2 0
NA "Palm Beach" 6210 0 1856 1355 2 4 5 12 0 2 4 5
NA "Palm Beach" 6212 0 188 240 0 0 0 0 0 0 0 0
NA "Palm Beach" 6214 0 955 958 1 1 1 8 1 2 7 2
NA "Palm Beach" 6216 0 230 256 0 0 1 2 0 0 0 1
NA "Palm Beach" 6218 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 6220 0 64 42 0 0 1 0 0 1 0 1
NA "Palm Beach" 6222 0 0 1 0 0 0 0 0 0 0 0
NA "Palm Beach" 6224 0 997 1328 0 0 3 14 2 1 4 7
NA "Palm Beach" 6226 0 938 903 0 1 4 10 0 3 3 3
NA "Palm Beach" 6228 0 945 384 0 1 0 3 0 4 4 0
NA "Palm Beach" 6230 0 1297 1452 0 0 1 10 2 2 3 7
NA "Palm Beach" 6232 0 740 918 0 0 2 5 0 0 3 10
NA "Palm Beach" 7002 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7004 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7006 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7008 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7010 0 226 21 0 0 0 3 0 1 1 2
NA "Palm Beach" 7012 0 923 245 1 0 5 4 1 2 3 0
NA "Palm Beach" 7014 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7016 0 2 1 0 0 0 0 0 0 0 0
NA "Palm Beach" 7018 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7020 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7022 0 904 223 1 2 2 8 2 4 3 2
NA "Palm Beach" 7024 0 1259 74 1 1 4 4 1 5 4 8
NA "Palm Beach" 7025 0 242 52 0 0 0 0 0 1 3 1
NA "Palm Beach" 7026 0 1840 64 0 2 2 4 2 2 4 3
NA "Palm Beach" 7028 0 1466 158 2 0 2 2 1 7 7 5
NA "Palm Beach" 7030 0 239 324 0 0 0 0 0 1 0 1
NA "Palm Beach" 7032 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7034 0 1255 261 0 0 1 1 3 4 4 3
NA "Palm Beach" 7036 0 0 2 0 0 0 0 0 0 0 0
NA "Palm Beach" 7038 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7040 0 946 47 0 0 2 2 0 6 2 2
NA "Palm Beach" 7041 0 347 32 0 0 2 1 0 1 0 2
NA "Palm Beach" 7042 0 1348 87 0 0 5 2 2 4 6 3
NA "Palm Beach" 7044 0 1109 109 0 0 1 2 0 10 2 4
NA "Palm Beach" 7046 0 29 35 0 0 0 1 0 0 0 0
NA "Palm Beach" 7048 0 245 10 0 0 1 0 0 1 1 1
NA "Palm Beach" 7050 0 0 2 0 0 0 0 0 0 0 0
NA "Palm Beach" 7052 0 1 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7054 0 817 102 2 0 2 2 1 10 5 2
NA "Palm Beach" 7056 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7058 0 1437 451 1 0 4 8 1 1 6 4
NA "Palm Beach" 7060 0 1047 81 0 0 3 2 1 5 4 2
NA "Palm Beach" 7062 0 612 55 1 0 0 1 2 1 4 2
NA "Palm Beach" 7064 0 1164 170 0 2 8 7 3 8 7 4
NA "Palm Beach" 7066 0 907 216 0 0 1 4 1 2 5 3
NA "Palm Beach" 7068 0 873 256 1 0 4 7 1 4 6 1
NA "Palm Beach" 7070 0 575 452 0 0 3 4 1 1 5 1
NA "Palm Beach" 7072 0 505 162 0 1 0 3 1 1 3 2
NA "Palm Beach" 7074 0 186 39 0 0 2 1 0 1 1 0
NA "Palm Beach" 7076 0 3 2 0 0 0 0 0 0 0 0
NA "Palm Beach" 7078 0 372 110 0 0 1 1 0 3 1 0
NA "Palm Beach" 7080 0 16 3 0 0 0 0 0 0 0 0
NA "Palm Beach" 7082 0 1041 403 1 2 1 6 2 3 0 4
NA "Palm Beach" 7084 0 799 332 1 0 0 9 1 2 2 6
NA "Palm Beach" 7086 0 43 12 0 0 0 0 0 0 0 0
NA "Palm Beach" 7088 0 794 590 0 0 2 5 0 1 8 3
NA "Palm Beach" 7090 0 1482 587 2 1 2 14 1 2 5 7
NA "Palm Beach" 7092 0 148 50 0 0 0 1 0 1 1 0
NA "Palm Beach" 7094 0 631 127 0 0 0 1 2 4 3 2
NA "Palm Beach" 7096 0 904 387 1 2 1 8 0 3 2 5
NA "Palm Beach" 7098 0 10 21 0 0 0 1 0 0 0 0
NA "Palm Beach" 7100 0 1055 503 0 1 2 15 0 4 5 4
NA "Palm Beach" 7102 0 745 201 0 1 2 5 1 6 4 1
NA "Palm Beach" 7104 0 835 431 0 2 7 5 1 2 4 5
NA "Palm Beach" 7106 0 1660 198 0 2 2 8 2 8 6 2
NA "Palm Beach" 7108 0 540 423 0 0 1 4 2 0 0 1
NA "Palm Beach" 7110 0 515 207 1 0 1 2 1 4 3 2
NA "Palm Beach" 7112 0 122 39 0 0 0 1 0 0 1 2
NA "Palm Beach" 7114 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7116 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7118 0 30 21 0 0 0 0 0 0 0 0
NA "Palm Beach" 7120 0 241 124 0 0 2 3 0 5 0 1
NA "Palm Beach" 7122 0 0 0 0 0 0 0 0 0 0 0
NA "Palm Beach" 7124 0 1068 150 1 2 6 2 0 7 9 3
NA "Palm Beach" 7126 0 1558 586 2 3 5 15 4 5 4 3
NA "Palm Beach" 7128 0 1651 104 0 0 4 5 3 3 6 5
NA "Palm Beach" 7130 0 1127 913 0 0 2 12 0 1 5 3
NA "Palm Beach" 7132 0 938 709 0 0 3 11 0 2 8 5
NA "Palm Beach" 7134 0 669 192 1 1 2 3 2 3 3 3
NA "Palm Beach" 7136 0 44 37 0 0 1 0 0 1 0 0
NA "Palm Beach" 7138 0 1269 567 1 2 1 3 1 14 7 1
NA "Palm Beach" 7140 0 152 91 0 1 0 0 0 0 0 1
NA "Palm Beach" 7142 0 25 6 0 0 0 0 0 1 0 0
NA "Palm Beach" 7144 0 47 5 0 0 0 0 0 0 0 0
NA "Palm Beach" 7146 0 192 26 0 0 1 0 0 1 0 2
NA "Palm Beach" 7148 0 65 29 0 0 0 5 0 2 0 0
NA "Palm Beach" 7149 0 50 8 0 1 1 0 1 0 0 0
NA "Palm Beach" 7150 0 465 328 0 0 3 9 0 0 1 2
NA "Palm Beach" 7152 0 575 469 0 0 0 6 0 4 4 5
NA "Palm Beach" 7154 0 222 365 0 0 1 1 0 0 2 1
NA "Palm Beach" 7156 0 65 97 0 0 0 0 0 0 0 1
NA "Palm Beach" 7158 0 700 542 0 0 1 3 0 2 1 3
NA "Palm Beach" 7160 0 874 254 0 0 2 6 2 10 5 0
NA "Palm Beach" 7162 0 779 146 0 2 1 6 1 2 2 2
NA "Palm Beach" 7164 0 356 221 0 0 0 4 3 0 3 0
