COUNTY AREA TOTAL DEM REP SCATTERING
ROCK "City of MILTON Ward 13" 0 0 0 0
RUSK "Town of ATLANTA Wards 1-2" 169 64 105 0
RUSK "Town of BIG BEND Wards 1-2" 139 67 72 0
RUSK "Town of BIG FALLS Ward 1" 50 22 28 0
RUSK "Town of CEDAR RAPIDS Ward 1" 16 3 13 0
RUSK "Town of DEWEY Ward 1" 175 71 104 0
RUSK "Town of FLAMBEAU Wards 1-3" 220 90 130 0
RUSK "Town of GRANT Wards 1-5" 164 79 85 0
RUSK "Town of GROW Ward 1" 115 20 95 0
RUSK "Town of HAWKINS Ward 1" 45 23 22 0
RUSK "Town of HUBBARD Ward 1" 54 23 31 0
RUSK "Town of LAWRENCE Wards 1-2" 68 16 52 0
RUSK "Town of MARSHALL Wards 1-2" 90 32 58 0
RUSK "Town of MURRY Ward 1" 69 28 41 0
RUSK "Town of RICHLAND Wards 1-2" 73 28 45 0
RUSK "Town of RUSK Ward 1" 174 71 103 0
RUSK "Town of SOUTH FORK Ward 1" 30 11 19 0
RUSK "Town of STRICKLAND Wards 1-2" 102 44 57 1
RUSK "Town of STUBBS Wards 1-2" 126 45 81 0
RUSK "Town of THORNAPPLE Wards 1-5" 188 45 143 0
RUSK "Town of TRUE Ward 1" 75 31 44 0
RUSK "Town of WASHINGTON Ward 1" 117 44 73 0
RUSK "Town of WILKINSON Ward 1" 13 7 6 0
RUSK "Town of WILLARD Ward 1" 136 52 84 0
RUSK "Town of WILSON Ward 1" 48 14 34 0
RUSK "Village of BRUCE Ward 1" 142 70 72 0
RUSK "Village of CONRATH Ward 1" 20 10 10 0
RUSK "Village of GLEN FLORA Ward 1" 16 4 12 0
RUSK "Village of HAWKINS Ward 1" 80 37 43 0
RUSK "Village of INGRAM Ward 1" 19 12 7 0
RUSK "Village of SHELDON Ward 1" 54 21 33 0
RUSK "Village of TONY Ward 1" 20 7 13 0
RUSK "Village of WEYERHAEUSER Wards 1-2" 60 26 34 0
RUSK "City of LADYSMITH Wards 1-15" 746 384 362 0
"ST. CROIX" "Town of BALDWIN Ward 1" 144 52 92 0
"ST. CROIX" "Town of BALDWIN Ward 2" 183 52 130 1
"ST. CROIX" "Town of CADY Ward 1" 241 79 162 0
"ST. CROIX" "Town of CYLON Ward 1" 165 53 111 1
"ST. CROIX" "Town of EAU GALLE Wards 1-2" 359 135 223 1
"ST. CROIX" "Town of EMERALD Ward 1" 210 83 127 0
"ST. CROIX" "Town of ERIN PRAIRIE Ward 1" 206 91 114 1
"ST. CROIX" "Town of FOREST Ward 1" 151 49 101 1
"ST. CROIX" "Town of GLENWOOD Ward 1" 137 43 94 0
"ST. CROIX" "Town of HAMMOND Wards 1-3" 508 207 301 0
"ST. CROIX" "Town of HUDSON Ward 1" 158 75 83 0
"ST. CROIX" "Town of HUDSON Ward 2" 151 90 61 0
"ST. CROIX" "Town of HUDSON Wards 3-7" 689 309 378 2
"ST. CROIX" "Town of HUDSON Wards 8-14" 1038 497 541 0
"ST. CROIX" "Town of KINNICKINNIC Ward 1" 212 93 119 0
"ST. CROIX" "Town of KINNICKINNIC Wards 2-3" 305 166 139 0
"ST. CROIX" "Town of PLEASANT VALLEY Ward 1" 142 60 81 1
"ST. CROIX" "Town of RICHMOND Wards 1-5" 647 284 363 0
"ST. CROIX" "Town of RUSH RIVER Ward 1" 168 69 99 0
"ST. CROIX" "Town of ST. JOSEPH Wards 1-3" 456 228 228 0
"ST. CROIX" "Town of ST. JOSEPH Wards 4-6" 403 217 186 0
"ST. CROIX" "Town of SOMERSET Wards 1-2" 455 182 272 1
"ST. CROIX" "Town of SOMERSET Wards 3-6" 524 220 302 2
"ST. CROIX" "Town of SPRINGFIELD Ward 1" 226 87 139 0
"ST. CROIX" "Town of STANTON Ward 1" 224 93 131 0
"ST. CROIX" "Town of STAR PRAIRIE Wards 1-5" 644 253 391 0
"ST. CROIX" "Town of STAR PRAIRIE Ward 6" 85 26 59 0
"ST. CROIX" "Town of TROY Wards 1-6" 1248 620 624 4
"ST. CROIX" "Town of TROY Ward 7" 69 35 34 0
"ST. CROIX" "Town of WARREN Ward 1" 137 45 92 0
"ST. CROIX" "Town of WARREN Wards 2-3" 239 112 127 0
"ST. CROIX" "Village of BALDWIN Wards 1-6" 972 473 498 1
"ST. CROIX" "Village of DEER PARK Ward 1" 59 18 41 0
"ST. CROIX" "Village of HAMMOND Wards 1-4" 407 212 194 1
"ST. CROIX" "Village of NORTH HUDSON Wards 1-6" 1001 547 454 0
"ST. CROIX" "Village of ROBERTS Wards 1-4" 355 202 153 0
"ST. CROIX" "Village of SOMERSET Wards 1-4" 429 211 217 1
"ST. CROIX" "Village of STAR PRAIRIE Ward 1" 134 63 71 0
"ST. CROIX" "VILLAGE OF SPRING VALLEY Ward 3" 3 1 2 0
"ST. CROIX" "Village of WILSON Ward 1" 60 32 28 0
"ST. CROIX" "Village of WOODVILLE Wards 1-2" 278 128 150 0
"ST. CROIX" "City of GLENWOOD CITY Wards 1-2" 214 87 126 1
"ST. CROIX" "City of HUDSON Ward 1" 245 123 122 0
"ST. CROIX" "City of HUDSON Ward 2" 92 58 34 0
"ST. CROIX" "City of HUDSON Wards 3-4" 698 409 289 0
"ST. CROIX" "City of HUDSON Ward 5" 235 123 112 0
"ST. CROIX" "City of HUDSON Ward 6" 330 201 129 0
"ST. CROIX" "City of HUDSON Ward 7" 256 151 105 0
"ST. CROIX" "City of HUDSON Ward 8" 322 177 144 1
"ST. CROIX" "City of HUDSON Wards 9-10" 638 439 199 0
"ST. CROIX" "City of HUDSON Wards 11-12" 558 341 217 0
"ST. CROIX" "City of NEW RICHMOND Wards 1-3" 444 206 237 1
"ST. CROIX" "City of NEW RICHMOND Wards 4-6" 344 193 150 1
"ST. CROIX" "City of NEW RICHMOND Wards 7-8" 215 137 78 0
"ST. CROIX" "City of NEW RICHMOND Ward 9" 167 91 76 0
"ST. CROIX" "City of NEW RICHMOND Ward 10" 135 68 67 0
"ST. CROIX" "City of NEW RICHMOND Wards 11-12" 424 236 188 0
"ST. CROIX" "CITY OF RIVER FALLS Wards 1-4,15" 917 559 357 1
SAUK "Town of BARABOO Ward 1" 260 150 110 0
SAUK "Town of BARABOO Ward 2" 105 57 48 0
SAUK "Town of BARABOO Ward 3" 137 78 59 0
SAUK "Town of BARABOO Ward 4" 155 89 66 0
SAUK "Town of BEAR CREEK Ward 1" 201 118 83 0
SAUK "Town of DELLONA Wards 1-2" 430 236 194 0
SAUK "Town of DELTON Ward 1" 90 53 37 0
SAUK "Town of DELTON Ward 2" 136 78 58 0
SAUK "Town of DELTON Ward 3" 147 76 71 0
SAUK "Town of DELTON Ward 4" 308 185 123 0
SAUK "Town of EXCELSIOR Wards 1-2" 477 243 234 0
SAUK "Town of EXCELSIOR Ward 3" 117 50 67 0
SAUK "Town of FAIRFIELD Ward 1" 245 143 102 0
SAUK "Town of FAIRFIELD Ward 2" 155 93 62 0
SAUK "Town of FRANKLIN Ward 1" 56 31 25 0
SAUK "Town of FRANKLIN Ward 2" 167 92 75 0
SAUK "Town of FRANKLIN Ward 3" 10 7 3 0
SAUK "Town of FREEDOM Ward 1" 63 29 34 0
SAUK "Town of FREEDOM Ward 2" 116 60 56 0
SAUK "Town of GREENFIELD Ward 1" 412 231 181 0
SAUK "Town of HONEY CREEK Ward 1" 266 165 101 0
SAUK "Town of IRONTON Ward 1" 146 63 83 0
SAUK "Town of LA VALLE Wards 1-2" 402 197 205 0
SAUK "Town of LA VALLE Ward 3" 52 31 21 0
SAUK "Town of MERRIMAC Ward 1" 459 247 212 0
SAUK "Town of PRAIRIE DU SAC Ward 1" 134 72 62 0
SAUK "Town of PRAIRIE DU SAC Ward 2" 249 151 98 0
SAUK "Town of REEDSBURG Wards 1-2" 311 148 163 0
SAUK "Town of REEDSBURG Ward 3" 79 44 35 0
SAUK "Town of SPRING GREEN Wards 1,4" 444 265 179 0
SAUK "Town of SPRING GREEN Ward 2" 121 84 37 0
SAUK "Town of SPRING GREEN Ward 3" 96 62 34 0
SAUK "Town of SUMPTER Ward 1" 47 29 18 0
SAUK "Town of SUMPTER Ward 2" 87 31 56 0
SAUK "Town of SUMPTER Ward 3" 64 42 22 0
SAUK "Town of TROY Ward 1" 270 139 131 0
SAUK "Town of WASHINGTON Ward 1" 105 53 52 0
SAUK "Town of WASHINGTON Ward 2" 111 54 57 0
SAUK "Town of WESTFIELD Ward 1" 174 71 103 0
SAUK "Town of WINFIELD Ward 1" 99 56 43 0
SAUK "Town of WINFIELD Ward 2" 143 75 68 0
SAUK "Town of WOODLAND Ward 1" 250 126 124 0
SAUK "VILLAGE OF CAZENOVIA Ward 2" 4 2 2 0
SAUK "Village of IRONTON Ward 1" 56 19 37 0
SAUK "Village of LAKE DELTON Wards 1-2" 372 220 152 0
SAUK "Village of LAKE DELTON Wards 3-10" 173 104 69 0
SAUK "Village of LAVALLE Ward 1" 86 46 40 0
SAUK "Village of LIME RIDGE Ward 1" 44 27 17 0
SAUK "Village of LOGANVILLE Ward 1" 77 41 36 0
SAUK "Village of MERRIMAC Ward 1" 199 126 73 0
SAUK "Village of NORTH FREEDOM Ward 1" 172 103 69 0
SAUK "Village of PLAIN Ward 1" 249 143 106 0
SAUK "Village of PRAIRIE DU SAC Wards 1,4" 817 564 253 0
SAUK "Village of PRAIRIE DU SAC Wards 2-3" 893 567 326 0
SAUK "Village of ROCK SPRINGS Ward 1" 78 29 49 0
SAUK "Village of SAUK CITY Wards 1-2,5" 634 441 193 0
SAUK "Village of SAUK CITY Wards 3-4" 552 378 174 0
SAUK "Village of SPRING GREEN Wards 1-2" 672 506 166 0
SAUK "Village of WEST BARABOO Wards 1-2" 365 234 131 0
SAUK "City of BARABOO Wards 1,13" 350 218 132 0
SAUK "City of BARABOO Wards 2,12" 499 324 175 0
SAUK "City of BARABOO Wards 3-4" 534 367 167 0
SAUK "City of BARABOO Wards 5,7" 482 325 157 0
SAUK "City of BARABOO Ward 6" 209 143 66 0
SAUK "City of BARABOO Ward 8" 141 99 42 0
SAUK "City of BARABOO Ward 9" 171 112 59 0
SAUK "City of BARABOO Ward 10" 457 298 159 0
SAUK "City of BARABOO Ward 11" 294 174 120 0
SAUK "City of BARABOO Ward 14" 210 134 76 0
SAUK "City of REEDSBURG Wards 1-3" 388 220 168 0
SAUK "City of REEDSBURG Wards 4,6" 360 209 151 0
SAUK "City of REEDSBURG Ward 5" 179 82 97 0
SAUK "City of REEDSBURG Wards 7-9" 504 299 205 0
SAUK "City of REEDSBURG Wards 10-12" 375 213 162 0
SAUK "City of REEDSBURG Ward 13" 52 38 14 0
SAUK "City of REEDSBURG Ward 14" 198 113 85 0
SAUK "City of REEDSBURG Ward 15" 2 0 2 0
SAUK "CITY OF WISCONSIN DELLS Wards 4,8,10" 41 23 18 0
SAWYER "Town of BASS LAKE Wards 1-5" 571 337 234 0
SAWYER "Town of COUDERAY Ward 1" 79 31 48 0
SAWYER "Town of DRAPER Ward 1" 75 31 44 0
SAWYER "Town of EDGEWATER Wards 1-2" 180 72 108 0
SAWYER "Town of HAYWARD Wards 1-8" 924 447 477 0
SAWYER "Town of HUNTER Ward 1" 201 100 101 0
SAWYER "Town of LENROOT Wards 1-2" 429 207 221 1
SAWYER "Town of MEADOWBROOK Ward 1" 42 8 34 0
SAWYER "Town of METEOR Ward 1" 61 18 43 0
SAWYER "Town of OJIBWA Wards 1-2" 79 34 45 0
SAWYER "Town of RADISSON Wards 1-2" 37 12 25 0
SAWYER "Town of ROUND LAKE Wards 1-2" 385 201 183 1
SAWYER "Town of SAND LAKE Ward 1" 290 138 152 0
SAWYER "Town of SPIDER LAKE Ward 1" 228 106 122 0
SAWYER "Town of WEIRGOR Ward 1" 115 31 84 0
SAWYER "Town of WINTER Wards 1-2" 319 135 182 2
SAWYER "Village of COUDERAY Ward 1" 25 10 15 0
SAWYER "Village of EXELAND Ward 1" 52 21 31 0
SAWYER "Village of RADISSON Ward 1" 47 24 23 0
SAWYER "Village of WINTER Ward 1" 79 45 34 0
SAWYER "City of HAYWARD Wards 1-6" 435 214 220 1
SHAWANO "Town of ALMON Ward 1" 127 46 81 0
SHAWANO "Town of ANGELICA Wards 1-3" 433 145 288 0
SHAWANO "Town of ANIWA Ward 1" 122 42 80 0
SHAWANO "Town of BARTELME Ward 1" 151 113 38 0
SHAWANO "Town of BELLE PLAINE Wards 1-3" 497 180 317 0
SHAWANO "Town of BIRNAMWOOD Ward 1" 171 69 102 0
SHAWANO "Town of FAIRBANKS Ward 1" 188 47 141 0
SHAWANO "Town of GERMANIA Wards 1-2" 98 45 53 0
SHAWANO "Town of GRANT Wards 1-2" 228 57 171 0
SHAWANO "Town of GREEN VALLEY Wards 1-2" 266 93 173 0
SHAWANO "Town of HARTLAND Ward 1" 176 46 130 0
SHAWANO "Town of HERMAN Wards 1-2" 172 67 105 0
SHAWANO "Town of HUTCHINS Ward 1" 162 43 119 0
SHAWANO "Town of LESSOR Wards 1-2" 336 94 242 0
SHAWANO "Town of MAPLE GROVE Ward 1" 253 112 141 0
SHAWANO "Town of MORRIS Ward 1" 128 54 74 0
SHAWANO "Town of NAVARINO Ward 1" 106 36 70 0
SHAWANO "Town of PELLA Ward 1" 270 76 194 0
SHAWANO "Town of RED SPRINGS Wards 1-2" 211 121 90 0
SHAWANO "Town of RICHMOND Wards 1-3" 546 170 376 0
SHAWANO "Town of SENECA Ward 1" 123 49 74 0
SHAWANO "Town of WASHINGTON Wards 1-3" 446 168 278 0
SHAWANO "Town of WAUKECHON Wards 1-2" 240 80 160 0
SHAWANO "Town of WESCOTT Wards 1-4" 872 365 507 0
SHAWANO "Town of WITTENBERG Wards 1-2" 229 81 148 0
SHAWANO "Village of ANIWA Ward 1" 51 21 30 0
SHAWANO "Village of BIRNAMWOOD Ward 1" 136 46 90 0
SHAWANO "Village of BONDUEL Wards 1-2" 317 114 203 0
SHAWANO "Village of BOWLER Ward 1" 61 31 30 0
SHAWANO "Village of CECIL Ward 1" 173 71 102 0
SHAWANO "Village of ELAND Ward 1" 91 44 47 0
SHAWANO "Village of GRESHAM Ward 1" 109 45 64 0
SHAWANO "Village of MATTOON Ward 1" 81 31 50 0
SHAWANO "VILLAGE OF PULASKI Wards 4,7" 33 11 22 0
SHAWANO "Village of TIGERTON Ward 1" 212 92 120 0
SHAWANO "Village of WITTENBERG Wards 1-2" 185 91 94 0
SHAWANO "CITY OF MARION Wards 4-6" 7 5 2 0
SHAWANO "City of SHAWANO Wards 1-2" 316 157 159 0
SHAWANO "City of SHAWANO Wards 3-4" 259 133 126 0
SHAWANO "City of SHAWANO Wards 5-6" 243 116 127 0
SHAWANO "City of SHAWANO Wards 7-8" 268 146 122 0
SHAWANO "City of SHAWANO Wards 9-10" 338 188 150 0
SHAWANO "City of SHAWANO Wards 11-12" 301 138 163 0
SHEBOYGAN "Town of GREENBUSH Wards 1-3" 547 186 361 0
SHEBOYGAN "Town of HERMAN Wards 1-3" 506 164 341 1
SHEBOYGAN "Town of HOLLAND Wards 1-3" 863 185 678 0
SHEBOYGAN "Town of LIMA Wards 1-4" 1135 275 860 0
SHEBOYGAN "Town of LYNDON Wards 1-3" 502 174 328 0
SHEBOYGAN "Town of MITCHELL Wards 1-3" 454 146 308 0
SHEBOYGAN "Town of MOSEL Ward 1" 250 98 152 0
SHEBOYGAN "Town of PLYMOUTH Wards 1-4" 1098 414 684 0
SHEBOYGAN "Town of RHINE Wards 1-3" 773 316 456 1
SHEBOYGAN "Town of RUSSELL Ward 1" 92 24 68 0
SHEBOYGAN "Town of SCOTT Wards 1-3" 616 154 462 0
SHEBOYGAN "Town of SHEBOYGAN Wards 1-10" 2478 1088 1390 0
SHEBOYGAN "Town of SHEBOYGAN FALLS Wards 1-3" 568 188 380 0
SHEBOYGAN "Town of SHERMAN Wards 1-2" 515 138 377 0
SHEBOYGAN "Town of WILSON Wards 1-4" 1321 596 725 0
SHEBOYGAN "Village of ADELL Ward 1" 143 43 100 0
SHEBOYGAN "Village of CASCADE Ward 1" 252 89 163 0
SHEBOYGAN "Village of CEDAR GROVE Wards 1-3" 685 161 524 0
SHEBOYGAN "Village of ELKHART LAKE Wards 1-2" 444 231 213 0
SHEBOYGAN "Village of GLENBEULAH Ward 1" 161 86 75 0
SHEBOYGAN "Village of HOWARDS GROVE Wards 1-4" 1019 396 623 0
SHEBOYGAN "Village of KOHLER Wards 1-3" 886 395 491 0
SHEBOYGAN "Village of OOSTBURG Wards 1-4" 1332 235 1096 1
SHEBOYGAN "Village of RANDOM LAKE Wards 1-2" 495 166 329 0
SHEBOYGAN "Village of WALDO Ward 1" 184 70 114 0
SHEBOYGAN "City of PLYMOUTH Wards 1-3" 486 204 282 0
SHEBOYGAN "City of PLYMOUTH Wards 4-6" 593 294 299 0
SHEBOYGAN "City of PLYMOUTH Wards 7-9" 580 278 302 0
SHEBOYGAN "City of PLYMOUTH Wards 10-12" 609 285 324 0
SHEBOYGAN "City of SHEBOYGAN Ward 1" 636 376 260 0
SHEBOYGAN "City of SHEBOYGAN Ward 2" 470 279 191 0
SHEBOYGAN "City of SHEBOYGAN Ward 3" 473 282 191 0
SHEBOYGAN "City of SHEBOYGAN Ward 4" 265 167 98 0
SHEBOYGAN "City of SHEBOYGAN Ward 5" 525 271 254 0
SHEBOYGAN "City of SHEBOYGAN Ward 6" 117 54 63 0
SHEBOYGAN "City of SHEBOYGAN Ward 7" 48 18 30 0
SHEBOYGAN "City of SHEBOYGAN Ward 8" 212 120 92 0
SHEBOYGAN "City of SHEBOYGAN Ward 9" 40 22 18 0
SHEBOYGAN "City of SHEBOYGAN Ward 10" 271 166 104 1
SHEBOYGAN "City of SHEBOYGAN Ward 11" 386 233 153 0
SHEBOYGAN "City of SHEBOYGAN Ward 12" 441 260 180 1
SHEBOYGAN "City of SHEBOYGAN Ward 13" 588 404 184 0
SHEBOYGAN "City of SHEBOYGAN Ward 14" 297 204 93 0
SHEBOYGAN "City of SHEBOYGAN Ward 15" 204 130 73 1
SHEBOYGAN "City of SHEBOYGAN Ward 16" 397 231 166 0
SHEBOYGAN "City of SHEBOYGAN Ward 17" 356 199 157 0
SHEBOYGAN "City of SHEBOYGAN Ward 18" 251 153 98 0
SHEBOYGAN "City of SHEBOYGAN Ward 19" 562 285 277 0
SHEBOYGAN "City of SHEBOYGAN Ward 20" 371 222 149 0
SHEBOYGAN "City of SHEBOYGAN Ward 21" 160 91 68 1
SHEBOYGAN "City of SHEBOYGAN Ward 22" 597 355 242 0
SHEBOYGAN "City of SHEBOYGAN Ward 23" 594 295 299 0
SHEBOYGAN "City of SHEBOYGAN Ward 24" 605 347 258 0
SHEBOYGAN "City of SHEBOYGAN Ward 25" 429 245 184 0
SHEBOYGAN "City of SHEBOYGAN Ward 26" 481 243 236 2
SHEBOYGAN "City of SHEBOYGAN Ward 27" 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 28" 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 29" 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 30" 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 31" 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN FALLS Wards 1-2,9" 1014 432 582 0
SHEBOYGAN "City of SHEBOYGAN FALLS Wards 3-5" 779 390 388 1
SHEBOYGAN "City of SHEBOYGAN FALLS Wards 6-8,10-11" 829 372 457 0
TAYLOR "Town of AURORA Ward 1" 91 28 63 0
TAYLOR "Town of BROWNING Ward 1" 214 47 167 0
TAYLOR "Town of CHELSEA Ward 1" 204 67 137 0
TAYLOR "Town of CLEVELAND Ward 1" 78 18 60 0
TAYLOR "Town of DEER CREEK Ward 1" 160 31 129 0
TAYLOR "Town of FORD Ward 1" 79 17 62 0
TAYLOR "Town of GOODRICH Ward 1" 140 34 106 0
TAYLOR "Town of GREENWOOD Ward 1" 158 44 114 0
TAYLOR "Town of GROVER Ward 1" 63 12 51 0
TAYLOR "Town of HAMMEL Ward 1" 159 43 116 0
TAYLOR "Town of HAMMEL Ward 2" 57 22 35 0
TAYLOR "Town of HOLWAY Ward 1" 152 43 109 0
TAYLOR "Town of JUMP RIVER Ward 1" 89 36 53 0
TAYLOR "Town of LITTLE BLACK Wards 1-2" 264 80 184 0
TAYLOR "Town of MAPLEHURST Ward 1" 95 31 64 0
TAYLOR "Town of MCKINLEY Ward 1" 94 17 77 0
TAYLOR "Town of MEDFORD Ward 1" 329 93 236 0
TAYLOR "Town of MEDFORD Ward 2" 142 36 106 0
TAYLOR "Town of MEDFORD Ward 3" 183 41 142 0
TAYLOR "Town of MOLITOR Ward 1" 80 33 47 0
TAYLOR "Town of PERSHING Ward 1" 43 19 24 0
TAYLOR "Town of RIB LAKE Ward 1" 65 24 41 0
TAYLOR "Town of RIB LAKE Ward 2" 134 40 94 0
TAYLOR "Town of ROOSEVELT Ward 1" 90 32 58 0
TAYLOR "Town of TAFT Ward 1" 85 25 60 0
TAYLOR "Town of WESTBORO Ward 1" 208 42 166 0
TAYLOR "Village of GILMAN Ward 1" 101 48 53 0
TAYLOR "Village of LUBLIN Ward 1" 33 12 21 0
TAYLOR "Village of RIB LAKE Ward 1" 180 53 127 0
TAYLOR "Village of STETSONVILLE Ward 1" 137 54 83 0
TAYLOR "City of MEDFORD Wards 1-2" 286 147 138 1
TAYLOR "City of MEDFORD Wards 3-4" 257 121 135 1
TAYLOR "City of MEDFORD Wards 5-6" 225 100 125 0
TAYLOR "City of MEDFORD Wards 7-8" 217 107 110 0
TREMPEALEAU "Town of ALBION Wards 1-2" 170 89 81 0
TREMPEALEAU "Town of ARCADIA Wards 1-4" 432 212 220 0
TREMPEALEAU "Town of BURNSIDE Wards 1-2" 82 43 39 0
TREMPEALEAU "Town of CALEDONIA Wards 1-2" 200 105 95 0
TREMPEALEAU "Town of CHIMNEY ROCK Ward 1" 84 41 43 0
TREMPEALEAU "Town of DODGE Ward 1" 117 63 54 0
TREMPEALEAU "Town of ETTRICK Wards 1-2" 341 192 149 0
TREMPEALEAU "Town of GALE Wards 1-3" 445 222 223 0
TREMPEALEAU "Town of HALE Ward 1" 276 137 139 0
TREMPEALEAU "Town of LINCOLN Wards 1-2" 154 82 72 0
TREMPEALEAU "Town of PIGEON Wards 1-2" 179 87 92 0
TREMPEALEAU "Town of PRESTON Wards 1-3" 195 97 98 0
TREMPEALEAU "Town of SUMNER Ward 1" 228 123 105 0
TREMPEALEAU "Town of TREMPEALEAU Wards 1-2" 521 286 235 0
TREMPEALEAU "Town of UNITY Wards 1-2" 167 81 86 0
TREMPEALEAU "Village of ELEVA Ward 1" 151 87 64 0
TREMPEALEAU "Village of ETTRICK Ward 1" 132 77 55 0
TREMPEALEAU "Village of PIGEON FALLS Ward 1" 115 72 43 0
TREMPEALEAU "Village of STRUM Wards 1-2" 257 154 103 0
TREMPEALEAU "Village of TREMPEALEAU Wards 1-2" 453 255 198 0
TREMPEALEAU "City of ARCADIA Wards 1-3" 331 153 176 2
TREMPEALEAU "City of BLAIR Wards 1-3" 231 147 84 0
TREMPEALEAU "City of GALESVILLE Wards 1-3" 337 202 135 0
TREMPEALEAU "City of INDEPENDENCE Wards 1-3" 189 92 95 2
TREMPEALEAU "City of OSSEO Wards 1-3" 420 253 167 0
TREMPEALEAU "City of WHITEHALL Wards 1-3" 316 187 129 0
VERNON "Town of BERGEN Wards 1-3" 402 216 186 0
VERNON "Town of CHRISTIANA Wards 1-2" 243 127 116 0
VERNON "Town of CLINTON Wards 1-2" 126 58 68 0
VERNON "Town of COON Wards 1-2" 222 133 89 0
VERNON "Town of FOREST Ward 1" 144 59 85 0
VERNON "Town of FRANKLIN Wards 1-2" 337 156 181 0
VERNON "Town of GENOA Wards 1-2" 222 133 89 0
VERNON "Town of GREENWOOD Ward 1" 120 61 59 0
VERNON "Town of HAMBURG Wards 1-2" 307 160 147 0
VERNON "Town of HARMONY Wards 1-3" 183 108 75 0
VERNON "Town of HILLSBORO Wards 1-3" 172 67 105 0
VERNON "Town of JEFFERSON Wards 1-4" 322 174 148 0
VERNON "Town of KICKAPOO Ward 1" 155 92 63 0
VERNON "Town of LIBERTY Ward 1" 126 83 43 0
VERNON "Town of STARK Wards 1-2" 144 83 61 0
VERNON "Town of STERLING Ward 1" 166 67 99 0
VERNON "Town of UNION Wards 1-3" 109 61 48 0
VERNON "Town of VIROQUA Wards 1-4" 461 259 202 0
VERNON "Town of WEBSTER Wards 1-2" 202 130 72 0
VERNON "Town of WHEATLAND Ward 1" 198 116 82 0
VERNON "Town of WHITESTOWN Ward 1" 153 77 76 0
VERNON "Village of CHASEBURG Ward 1" 82 40 42 0
VERNON "Village of COON VALLEY Ward 1" 208 118 90 0
VERNON "Village of DE SOTO Ward 1" 66 42 24 0
VERNON "Village of GENOA Ward 1" 86 54 32 0
VERNON "Village of LA FARGE Ward 1" 153 101 50 2
VERNON "Village of ONTARIO Ward 1" 97 38 59 0
VERNON "Village of READSTOWN Ward 1" 79 39 40 0
VERNON "Village of STODDARD Ward 1" 213 134 79 0
VERNON "VILLAGE OF VIOLA Ward 1" 47 24 23 0
VERNON "City of HILLSBORO Wards 1-4" 281 157 124 0
VERNON "City of VIROQUA Wards 1-9" 1407 980 426 1
VERNON "City of WESTBY Wards 1-5" 563 372 189 2
VILAS "Town of ARBOR VITAE Wards 1-7" 1133 533 600 0
VILAS "Town of BOULDER JUNCTION Wards 1-2" 393 189 204 0
VILAS "Town of CLOVERLAND Wards 1-2" 383 151 232 0
VILAS "Town of CONOVER Wards 1-2" 469 195 274 0
VILAS "Town of LAC DU FLAMBEAU Wards 1-7" 693 402 291 0
VILAS "Town of LAND O-LAKES Ward 1" 338 151 186 1
VILAS "Town of LINCOLN Wards 1-5" 787 306 480 1
VILAS "Town of MANITOWISH WATERS Ward 1" 300 108 191 1
VILAS "Town of PHELPS Wards 1-2" 489 174 315 0
VILAS "Town of PLUM LAKE Wards 1-2" 249 101 148 0
VILAS "Town of PRESQUE ISLE Ward 1" 344 160 184 0
VILAS "Town of ST. GERMAIN Wards 1-2" 768 336 432 0
VILAS "Town of WASHINGTON Wards 1-3" 555 252 303 0
VILAS "Town of WINCHESTER Ward 1" 190 89 101 0
VILAS "City of EAGLE RIVER Wards 1-5" 404 191 211 2
WALWORTH "Town of BLOOMFIELD Wards 1-2" 308 149 159 0
WALWORTH "Town of DARIEN Wards 1-3" 416 154 262 0
WALWORTH "Town of DELAVAN Wards 1-11" 1459 648 811 0
WALWORTH "Town of EAST TROY Wards 1-6" 1508 503 1002 3
WALWORTH "Town of GENEVA Wards 1-8" 1505 712 793 0
WALWORTH "Town of LAFAYETTE Wards 1-3" 762 269 493 0
WALWORTH "Town of LA GRANGE Wards 1-3" 771 324 447 0
WALWORTH "Town of LINN Wards 1-4,6" 531 240 289 2
WALWORTH "Town of LINN Ward 5" 136 67 69 0
WALWORTH "Town of LYONS Wards 1-7" 993 379 614 0
WALWORTH "Town of RICHMOND Wards 1-3" 526 247 279 0
WALWORTH "Town of SHARON Ward 1" 231 89 142 0
WALWORTH "Town of SPRING PRAIRIE Wards 1-4" 857 256 600 1
WALWORTH "Town of SUGAR CREEK Wards 1-5" 1220 513 705 2
WALWORTH "Town of TROY Wards 1-3" 980 359 620 1
WALWORTH "Town of WALWORTH Wards 1-3" 444 150 294 0
WALWORTH "Town of WHITEWATER Wards 1-2" 476 231 245 0
WALWORTH "Town of WHITEWATER Ward 3" 32 14 18 0
WALWORTH "Village of BLOOMFIELD Wards 1-5" 803 331 472 0
WALWORTH "Village of DARIEN Wards 1-2" 317 173 143 1
WALWORTH "Village of EAST TROY Wards 1-5" 1442 595 846 1
WALWORTH "Village of FONTANA Wards 1-3" 600 306 292 2
