COUNTY AREA TOTAL DEM REP CST GRE LIB (Write-In) (Miscellaneous)
LEE C2 0 98 269 1 2 7 0 0
LEE D1 0 95 273 2 1 12 0 1
LEE D2 0 97 258 2 1 9 0 1
LEE E1 0 108 358 3 0 12 0 1
LEE E2 0 124 214 5 0 3 0 1
LEE "OS HALES" 0 4453 4013 13 20 56 0 13
LEE "OS MCSWAIN" 0 3643 8394 12 19 69 0 13
LEE PROVISIONAL 0 16 27 0 1 1 0 0
LEE TRANSFER 0 0 0 0 0 0 0 0
LENOIR C 0 779 959 2 3 4 0 0
LENOIR FC 0 1000 2224 3 3 17 0 3
LENOIR I 0 409 908 1 2 11 0 0
LENOIR K1 0 449 13 0 3 2 0 0
LENOIR K2 0 552 25 2 0 1 0 1
LENOIR K3 0 724 185 1 2 5 0 0
LENOIR K4 0 1084 957 3 0 9 0 9
LENOIR K5 0 780 229 2 2 2 0 2
LENOIR K6 0 1188 176 3 2 3 0 1
LENOIR K7 0 1011 229 1 2 7 0 2
LENOIR K8 0 666 22 0 1 3 0 0
LENOIR K9 0 1088 466 0 2 6 0 1
LENOIR MH 0 1358 1415 5 0 16 0 4
LENOIR N 0 753 1568 1 2 7 0 0
LENOIR PH1 0 102 409 0 1 4 0 1
LENOIR PH2 0 143 748 0 1 5 0 0
LENOIR SH 0 101 457 1 0 3 0 0
LENOIR SW 0 167 638 1 0 7 0 2
LENOIR T1 0 157 848 0 0 0 0 0
LENOIR T2 0 105 618 0 0 4 0 0
LENOIR V 0 842 745 1 3 4 0 3
LENOIR W 0 147 751 3 0 6 0 0
LINCOLN "ABSENTEE MAIL" 0 3435 2788 18 20 52 0 11
LINCOLN AS25 0 67 304 1 3 7 0 1
LINCOLN BC13 0 96 151 0 1 5 0 1
LINCOLN BS26 0 60 267 0 0 4 0 1
LINCOLN CF19 0 38 118 0 0 3 0 3
LINCOLN "CITY OS" 0 2004 4277 7 11 43 0 4
LINCOLN DN29 0 63 369 0 1 8 0 1
LINCOLN DV08 0 41 421 2 0 4 0 3
LINCOLN DW28 0 44 258 0 0 7 0 0
LINCOLN "EAST OS" 0 3850 12346 17 20 103 0 30
LINCOLN HC33 0 75 408 0 2 4 0 2
LINCOLN IS20 0 45 383 0 3 6 0 2
LINCOLN IS23 0 64 330 1 0 8 0 1
LINCOLN LB34 0 69 376 0 5 4 0 0
LINCOLN LI14 0 43 155 1 0 3 0 0
LINCOLN "LINCOLN OS" 0 1803 6086 6 7 45 0 6
LINCOLN LN11 0 64 155 0 0 3 0 2
LINCOLN LS12 0 89 133 0 0 3 0 1
LINCOLN LW18 0 35 134 0 0 4 0 0
LINCOLN LW31 0 56 273 1 2 7 0 1
LINCOLN NB35 0 40 452 1 1 2 0 0
LINCOLN OB21 0 48 370 0 0 3 0 2
LINCOLN PC22 0 71 364 1 0 9 0 2
LINCOLN PROVISIONAL 0 15 76 0 0 1 0 0
LINCOLN SL24 0 35 180 1 0 5 0 0
LINCOLN ST36 0 121 455 0 0 3 0 1
LINCOLN TA37 0 46 217 0 0 4 0 0
LINCOLN TRANSFER 0 0 0 0 0 0 0 0
LINCOLN "WEST OS" 0 747 4095 1 6 17 0 5
LINCOLN WP32 0 110 400 1 5 6 0 3
MACON 01 0 62 203 2 3 7 0 1
MACON 02 0 38 90 1 1 4 0 1
MACON 03 0 61 236 0 2 4 0 2
MACON 04 0 51 221 0 2 4 0 2
MACON 05 0 44 210 0 0 3 0 0
MACON 06 0 71 242 0 0 4 0 1
MACON 07 0 57 264 0 2 6 0 1
MACON 08 0 16 110 0 0 0 0 0
MACON 09 0 40 151 0 0 6 0 2
MACON 10 0 32 98 0 0 2 0 0
MACON 11 0 74 347 0 0 2 0 0
MACON 12 0 58 217 0 1 6 0 3
MACON 13 0 34 263 1 0 0 0 1
MACON 14 0 34 178 1 0 2 0 2
MACON 15 0 69 322 0 1 3 0 4
MACON ABSENTEE 0 2086 1480 6 7 23 0 5
MACON "ONE STOP BOE" 0 2733 8478 12 11 77 0 40
MACON "ONE STOP HOS" 0 665 1048 1 1 16 0 13
MACON PROVISIONAL 0 5 37 0 0 0 0 0
MACON TRANSFER 0 0 16 0 0 0 0 0
MADISON BEECH 0 710 1369 3 7 16 0 5
MADISON "EBBS C" 0 296 552 0 2 6 0 4
MADISON GRAPEV 0 277 574 3 2 8 0 2
MADISON "HOT SP" 0 227 408 2 0 6 0 5
MADISON LAUREL 0 203 481 0 3 11 0 3
MADISON "MARS H" 0 1243 1709 6 8 19 0 7
MADISON NORTH 0 679 1112 1 7 16 0 3
MADISON REVERE 0 104 118 0 0 2 0 0
MADISON SANDY 0 154 247 0 0 2 0 2
MADISON SOUTH 0 353 433 4 3 8 0 3
MADISON SPRING 0 253 349 0 2 4 0 0
MADISON WALNUT 0 402 627 0 3 5 0 3
MARTIN ABSENTEE 0 753 400 3 1 6 0 0
MARTIN BG 0 76 471 0 2 3 0 0
MARTIN CR 0 62 194 1 0 2 0 0
MARTIN GN 0 131 190 0 1 1 0 0
MARTIN GR 0 62 404 2 0 0 0 1
MARTIN HM 0 105 118 2 0 2 0 0
MARTIN HS 0 36 24 0 0 0 0 0
MARTIN J 0 98 359 0 0 3 0 0
MARTIN "ONE STOP CBR" 0 2797 3032 2 3 25 0 4
MARTIN "ONE STOP EES" 0 1304 574 3 5 7 0 1
MARTIN PP 0 20 57 0 0 0 0 0
MARTIN PROVISIONAL 0 19 24 1 0 1 0 1
MARTIN R1 0 62 73 0 0 1 0 0
MARTIN R2 0 57 103 0 1 2 0 0
MARTIN W 0 41 191 1 0 2 0 1
MARTIN W1 0 149 161 1 0 2 0 0
MARTIN W2 0 139 157 0 0 2 0 1
MCDOWELL CCREEK 0 451 1099 3 6 17 0 2
MCDOWELL DYSART 0 392 1377 2 1 17 0 1
MCDOWELL "FORT 1" 0 278 719 2 1 9 0 3
MCDOWELL "FORT 2" 0 419 1034 2 1 17 0 1
MCDOWELL GLENWD 0 287 1164 2 2 8 0 4
MCDOWELL HIGGIN 0 204 968 1 2 12 0 0
MCDOWELL M.COVE 0 260 1032 1 0 5 0 3
MCDOWELL "MAR 1" 0 650 1522 0 3 15 0 4
MCDOWELL "MAR 2" 0 495 541 1 7 14 0 7
MCDOWELL "MAR 3" 0 176 493 0 2 7 0 0
MCDOWELL "MAR 4" 0 240 515 0 2 7 0 5
MCDOWELL "MAR 5" 0 231 564 0 1 7 0 0
MCDOWELL N.COVE 0 145 526 1 0 6 0 0
MCDOWELL NEBO 0 493 1566 2 5 11 0 2
MCDOWELL PLEASA 0 378 1251 2 4 15 0 1
MCDOWELL T.COVE 0 98 489 0 1 0 0 1
MCDOWELL "WEST M" 0 635 2023 2 7 17 0 4
MECKLENBURG 001 0 572 409 3 0 5 0 3
MECKLENBURG 002 0 1428 521 2 6 23 0 13
MECKLENBURG 003 0 1034 132 0 5 10 0 2
MECKLENBURG 004 0 923 286 4 5 15 0 3
MECKLENBURG 005 0 719 153 2 2 7 1 5
MECKLENBURG 006 0 1010 214 2 7 8 0 7
MECKLENBURG 007 0 864 307 2 3 10 0 4
MECKLENBURG 008 0 622 669 1 1 7 0 10
MECKLENBURG 009 0 1751 905 5 3 36 0 17
MECKLENBURG 010 0 1080 592 0 3 13 0 10
MECKLENBURG 011 0 3627 1674 7 17 73 0 19
MECKLENBURG 012 0 1218 184 2 5 16 0 5
MECKLENBURG 013 0 1801 559 5 7 35 0 13
MECKLENBURG 014 0 1775 353 5 7 33 0 9
MECKLENBURG 015 0 1944 577 3 5 37 0 12
MECKLENBURG 016 0 1795 64 4 2 6 0 7
MECKLENBURG 017 0 982 131 3 8 9 0 5
MECKLENBURG 018 0 485 519 0 1 9 0 6
MECKLENBURG 019 0 567 523 0 1 14 0 9
MECKLENBURG 020 0 854 524 2 1 15 0 7
MECKLENBURG 021 0 912 472 0 4 19 0 3
MECKLENBURG 022 0 3288 1838 5 12 90 0 23
MECKLENBURG 023 0 1121 225 2 6 13 0 3
MECKLENBURG 024 0 1444 262 5 16 23 1 2
MECKLENBURG 025 0 1366 33 4 10 8 0 7
MECKLENBURG 026 0 1843 255 3 10 17 0 11
MECKLENBURG 027 0 1285 144 4 9 9 0 3
MECKLENBURG 028 0 1086 216 0 4 5 0 3
MECKLENBURG 029 0 895 275 0 3 14 0 3
MECKLENBURG 030 0 1806 440 2 3 27 1 4
MECKLENBURG 031 0 1295 108 3 11 6 0 4
MECKLENBURG 032 0 548 654 0 0 12 0 11
MECKLENBURG 033 0 953 300 1 5 6 0 3
MECKLENBURG 034 0 1229 478 3 6 22 0 6
MECKLENBURG 035 0 696 473 0 1 8 0 3
MECKLENBURG 036 0 773 705 6 2 17 0 6
MECKLENBURG 037 0 847 607 2 2 22 0 8
MECKLENBURG 038 0 803 404 5 3 25 0 3
MECKLENBURG 039 0 1448 112 3 11 17 0 5
MECKLENBURG 040 0 1362 197 3 10 7 0 2
MECKLENBURG 041 0 1319 178 0 13 8 0 7
MECKLENBURG 042 0 1384 78 2 7 5 0 3
MECKLENBURG 043 0 1545 223 4 8 19 0 5
MECKLENBURG 044 0 790 284 2 1 12 0 5
MECKLENBURG 045 0 848 354 2 4 10 0 2
MECKLENBURG 046 0 1297 369 3 10 25 0 7
MECKLENBURG 047 0 953 695 1 4 17 0 6
MECKLENBURG 048 0 577 634 0 2 10 0 5
MECKLENBURG 049 0 1001 687 2 3 24 0 9
MECKLENBURG 050 0 760 398 1 5 19 0 5
MECKLENBURG 051 0 1017 634 3 5 18 0 8
MECKLENBURG 052 0 1428 128 2 10 6 0 2
MECKLENBURG 053 0 1637 177 3 5 19 0 6
MECKLENBURG 054 0 1639 191 4 8 8 0 4
MECKLENBURG 055 0 896 47 2 3 5 0 2
MECKLENBURG 056 0 843 84 2 4 9 0 2
MECKLENBURG 057 0 701 614 1 3 14 0 2
MECKLENBURG 058 0 817 637 3 8 27 0 4
MECKLENBURG 059 0 454 333 1 2 7 0 5
MECKLENBURG 060 0 1053 81 1 2 7 0 2
MECKLENBURG 061 0 991 371 3 5 7 0 4
MECKLENBURG 062 0 917 252 3 3 5 0 1
MECKLENBURG 063 0 987 320 1 2 9 0 7
MECKLENBURG 064 0 517 221 0 3 10 0 5
MECKLENBURG 065 0 542 408 0 6 10 0 4
MECKLENBURG 066 0 570 395 1 3 12 0 1
MECKLENBURG 067 0 483 476 1 0 7 0 3
MECKLENBURG 068 0 810 303 3 2 7 0 6
MECKLENBURG 069 0 1139 1396 2 2 24 0 12
MECKLENBURG 070 0 717 679 1 0 12 0 7
MECKLENBURG 071 0 592 630 1 2 12 0 11
MECKLENBURG 072 0 551 442 1 1 10 0 2
MECKLENBURG 073 0 622 505 2 6 7 0 9
MECKLENBURG 074 0 981 942 3 4 16 0 6
MECKLENBURG 075 0 993 980 2 3 21 0 6
MECKLENBURG 076 0 973 875 1 2 39 0 11
MECKLENBURG 077 0 1263 171 7 4 10 0 4
MECKLENBURG 078.1 0 1105 401 3 6 21 1 6
MECKLENBURG 079 0 963 392 1 7 5 1 5
MECKLENBURG 080 0 1631 486 3 11 18 0 5
MECKLENBURG 081 0 2131 487 5 8 25 0 9
MECKLENBURG 082 0 1726 134 3 9 13 0 2
MECKLENBURG 083 0 1358 639 4 7 16 0 2
MECKLENBURG 084 0 1034 222 0 7 4 0 3
MECKLENBURG 085 0 907 566 2 5 17 0 6
MECKLENBURG 086 0 581 723 2 2 11 0 8
MECKLENBURG 087 0 949 767 4 6 23 0 9
MECKLENBURG 088 0 916 794 1 3 23 0 6
MECKLENBURG 089 0 2759 1157 3 8 29 2 9
MECKLENBURG 090 0 490 512 2 2 12 0 1
MECKLENBURG 091 0 1350 1515 3 10 39 0 11
MECKLENBURG 092 0 879 850 4 6 21 0 6
MECKLENBURG 093 0 472 731 0 3 6 0 5
MECKLENBURG 094 0 826 413 2 3 15 0 2
MECKLENBURG 095 0 901 222 1 3 6 0 6
MECKLENBURG 096 0 719 604 2 4 18 0 6
MECKLENBURG 097 0 761 152 0 7 9 0 2
MECKLENBURG 098 0 1126 215 5 1 8 0 4
MECKLENBURG 099 0 1085 179 0 4 14 2 6
MECKLENBURG 100 0 896 873 2 1 20 0 2
MECKLENBURG 101 0 769 758 1 4 23 0 5
MECKLENBURG 102 0 1968 865 3 8 35 0 9
MECKLENBURG 103 0 974 1133 3 3 15 0 10
MECKLENBURG 104 0 1517 176 3 14 11 0 6
MECKLENBURG 105 0 2157 444 2 9 27 2 9
MECKLENBURG 106 0 590 487 2 3 17 0 5
MECKLENBURG 107.1 0 1938 373 5 5 14 4 3
MECKLENBURG 108 0 1083 190 3 4 10 1 1
MECKLENBURG 109 0 1303 424 1 4 21 0 8
MECKLENBURG 110 0 484 429 1 1 8 0 4
MECKLENBURG 111 0 976 892 1 4 18 0 11
MECKLENBURG 112 0 608 798 1 7 17 0 5
MECKLENBURG 113 0 952 1122 3 3 26 0 3
MECKLENBURG 114 0 962 951 1 8 18 0 10
MECKLENBURG 115 0 727 306 4 4 10 0 5
MECKLENBURG 116 0 748 211 1 3 3 0 2
MECKLENBURG 117 0 1004 295 5 10 13 0 4
MECKLENBURG 118 0 949 811 1 2 24 0 9
MECKLENBURG 119 0 491 415 1 1 6 0 3
MECKLENBURG 120 0 1053 235 2 9 14 0 5
MECKLENBURG 121 0 1014 1448 1 1 26 1 4
MECKLENBURG 122 0 2237 1234 12 16 51 0 8
MECKLENBURG 123 0 1272 306 3 5 12 0 5
MECKLENBURG 124 0 1363 205 2 10 10 0 0
MECKLENBURG 125 0 605 226 1 0 5 0 0
MECKLENBURG 126 0 1796 304 1 7 18 0 9
MECKLENBURG 127 0 1499 1796 4 1 24 0 12
MECKLENBURG 128 0 1259 570 3 2 18 0 6
MECKLENBURG 129 0 532 228 2 5 4 0 2
MECKLENBURG 130 0 742 341 0 6 15 1 5
MECKLENBURG 131 0 515 618 0 3 14 0 3
MECKLENBURG 132 0 897 344 4 4 15 0 5
MECKLENBURG 133 0 1454 1975 4 9 30 0 9
MECKLENBURG 134 0 2245 2237 4 16 62 1 11
MECKLENBURG 135 0 4099 555 5 12 30 2 19
MECKLENBURG 136 0 638 880 1 1 9 0 4
MECKLENBURG 137 0 1716 2136 4 10 32 0 16
MECKLENBURG 138 0 1690 420 2 5 20 0 6
MECKLENBURG 139.1 0 1095 1178 1 8 24 0 4
MECKLENBURG 140 0 1650 1702 3 11 30 0 9
MECKLENBURG 141 0 1447 289 1 12 34 0 5
MECKLENBURG 142 0 1798 2471 4 9 43 0 10
MECKLENBURG 143 0 1608 2015 6 9 39 0 12
MECKLENBURG 144 0 1197 1126 3 5 21 2 6
MECKLENBURG 145 0 3986 2043 9 12 56 0 18
MECKLENBURG 146 0 2208 315 6 7 25 0 11
MECKLENBURG 147 0 1683 437 3 11 23 0 12
MECKLENBURG 148 0 3744 2809 7 13 53 0 19
MECKLENBURG 149 0 2860 555 6 13 35 0 16
MECKLENBURG 150 0 1575 759 6 7 18 0 7
MECKLENBURG 151 0 2556 722 1 3 30 0 7
MECKLENBURG 200 0 766 748 1 4 12 0 1
MECKLENBURG 201 0 3154 1448 6 15 31 0 23
MECKLENBURG 202 0 2666 3196 7 14 51 0 16
MECKLENBURG 203 0 3493 842 7 13 40 0 9
MECKLENBURG 204.1 0 2841 534 5 8 18 1 14
MECKLENBURG 205 0 1723 716 5 4 16 1 8
MECKLENBURG 206 0 2280 1425 4 2 36 0 10
MECKLENBURG 207 0 1559 2051 5 6 29 0 9
MECKLENBURG 208 0 1137 2200 2 7 25 0 8
MECKLENBURG 209 0 1442 1609 7 6 53 0 6
MECKLENBURG 210 0 3518 454 6 12 26 1 9
MECKLENBURG 211 0 5219 1274 3 27 50 0 25
MECKLENBURG 212 0 5657 1150 8 20 56 2 22
MECKLENBURG 213 0 2629 359 8 10 12 0 11
MECKLENBURG 214 0 1663 545 4 7 12 0 11
MECKLENBURG 215 0 1121 1189 5 4 31 1 10
MECKLENBURG 216 0 1470 1513 4 9 39 0 4
MECKLENBURG 217 0 879 771 6 0 14 0 7
MECKLENBURG 218 0 644 1137 2 2 22 0 4
MECKLENBURG 219 0 703 1084 6 3 16 0 4
MECKLENBURG 220 0 732 1370 6 6 10 0 2
MECKLENBURG 221 0 988 2146 6 7 40 0 10
MECKLENBURG 222 0 3561 973 6 20 36 1 15
MECKLENBURG 223.1 0 3234 1603 8 13 38 0 15
MECKLENBURG 224 0 1172 808 5 8 21 0 5
MECKLENBURG 225 0 809 761 6 6 13 0 4
MECKLENBURG 226 0 1250 1103 1 3 29 0 8
MECKLENBURG 227 0 2039 2165 4 12 35 0 20
MECKLENBURG 228 0 1827 761 1 14 29 1 8
MECKLENBURG 229 0 4020 2874 6 12 71 0 15
MECKLENBURG 230 0 4288 1734 2 15 54 1 7
MECKLENBURG 231 0 1590 1171 3 6 28 0 7
MECKLENBURG 232 0 1382 1674 5 6 36 0 6
MECKLENBURG 233 0 1087 1412 2 2 25 0 11
MECKLENBURG 234 0 1100 1098 6 10 19 0 3
MECKLENBURG 235 0 1133 930 2 8 20 0 10
MECKLENBURG 236 0 1230 2320 3 7 32 0 5
MECKLENBURG 237 0 2007 489 2 8 29 0 9
MECKLENBURG 238.1 0 1307 542 3 4 13 1 8
MECKLENBURG 239 0 1663 559 3 8 12 0 6
MECKLENBURG 240 0 1629 2409 4 9 29 0 12
MECKLENBURG 241 0 2743 2510 3 16 44 0 24
MECKLENBURG 242 0 640 1480 0 1 18 0 7
MECKLENBURG 243 0 4010 2171 5 18 76 0 9
MECKLENBURG "ABSENTEE BY MAIL" 0 103048 29329 187 381 1305 0 493
MECKLENBURG PROVISIONAL 0 598 295 4 4 12 0 4
MITCHELL 01 0 222 814 1 0 6 0 1
MITCHELL 02 0 31 217 0 0 1 0 0
MITCHELL 03 0 70 386 0 0 1 0 0
MITCHELL 04 0 1047 3656 9 7 30 0 8
MITCHELL 05 0 93 514 1 0 3 0 0
MITCHELL 06 0 71 355 0 1 4 0 0
MITCHELL 07 0 17 142 0 1 0 0 0
MITCHELL 08 0 30 210 0 1 0 0 0
MITCHELL 09 0 286 796 1 1 2 0 5
MONTGOMERY BIS 0 538 550 4 4 7 0 0
MONTGOMERY CAN 0 429 588 2 0 2 0 0
MONTGOMERY CHE 0 127 426 0 0 2 0 0
MONTGOMERY ELD 0 252 993 0 0 9 0 2
MONTGOMERY LIT 0 49 371 0 0 5 0 0
MONTGOMERY MTG 0 804 452 2 2 11 0 0
MONTGOMERY OPH 0 20 242 0 0 0 0 1
MONTGOMERY PEE 0 189 809 0 0 5 0 0
MONTGOMERY ROC 0 353 212 0 0 1 0 0
MONTGOMERY STA 0 258 974 1 1 7 0 1
MONTGOMERY T1 0 533 954 1 1 14 0 1
MONTGOMERY T2 0 347 750 0 1 8 0 2
MONTGOMERY UWH 0 229 922 1 4 7 0 2
MONTGOMERY WAD 0 199 168 0 0 0 0 0
MOORE ABSENTEE 0 6797 4370 10 26 100 0 46
MOORE BEN 0 82 381 2 1 0 0 0
MOORE CAM 0 77 242 1 0 2 0 1
MOORE CAR 0 109 357 1 2 11 0 2
MOORE DHR 0 49 332 0 0 1 0 0
MOORE EAB 0 116 223 0 1 8 0 1
MOORE EKWD 0 36 121 0 0 0 0 0
MOORE EUR-WP 0 100 565 0 1 18 0 2
MOORE EWD 0 87 237 1 0 5 0 1
MOORE LTR 0 63 284 2 0 4 0 0
MOORE NSP 0 138 230 0 0 9 0 1
MOORE "ONE STOP AG" 0 2817 8223 11 13 72 0 7
MOORE "ONE STOP PCC" 0 3186 7127 10 15 72 0 19
MOORE "ONE STOP RS" 0 4273 5663 16 8 75 0 18
MOORE "ONE STOP VTH" 0 1424 4268 6 7 49 0 8
MOORE PBF 0 125 257 1 1 6 0 1
MOORE PDN 0 107 295 0 0 14 0 4
MOORE PHA1 0 69 287 0 0 12 0 3
MOORE PHA2 0 32 189 1 0 0 0 0
MOORE PHB1 0 64 223 2 0 3 0 0
MOORE PHB2 0 32 195 0 0 3 0 0
MOORE PHC 0 109 414 0 1 8 0 1
MOORE PROVISIONAL 0 41 90 0 1 3 0 0
MOORE RBN 0 57 247 0 0 2 0 0
MOORE SLS 0 83 407 2 0 7 0 1
MOORE SSP 0 251 159 0 1 5 0 2
MOORE TLT 0 119 35 0 1 1 0 0
MOORE TRANSFER 0 0 0 0 0 0 0 0
MOORE VSS 0 35 156 1 3 5 0 0
MOORE WAB 0 107 216 0 1 11 0 2
MOORE WEM 0 66 572 3 1 1 0 0
MOORE WKWD 0 42 148 0 0 10 0 1
MOORE WND 0 86 251 0 1 3 0 0
NASH ABSENTEE 0 3788 1752 9 24 39 1 14
NASH "MT. PLEASANT OS" 0 1639 3192 4 2 28 0 5
NASH "NASHVILLE OS" 0 7217 10968 13 14 76 0 23
NASH P01A 0 125 315 0 2 5 0 1
NASH P02A 0 130 358 1 0 8 0 2
NASH P03A 0 98 350 0 1 5 0 1
NASH P04A 0 75 210 0 2 4 0 1
NASH P05A 0 48 545 1 1 9 0 3
NASH P06A 0 219 284 2 2 5 0 1
NASH P07A 0 40 199 0 0 1 0 0
NASH P08A 0 236 286 2 1 5 0 0
NASH P09A 0 124 232 0 1 2 0 0
NASH P10A 0 149 119 1 0 3 0 0
NASH P11A 0 62 365 1 0 5 0 1
NASH P12A 0 127 169 1 0 1 0 0
NASH P13A 0 151 63 1 1 0 0 0
NASH P14A 0 48 220 0 0 3 0 1
NASH P15A 0 108 278 2 0 4 0 0
NASH P16A 0 131 126 0 0 0 0 0
NASH P17A 0 265 202 3 0 5 0 3
NASH P18A 0 164 95 1 0 4 0 0
NASH P19A 0 196 329 0 0 6 0 1
NASH P20A 0 128 170 0 2 6 0 2
NASH P21A 0 203 94 2 0 2 0 1
NASH P22A 0 223 18 1 4 1 0 0
NASH P23A 0 322 67 1 0 0 0 2
NASH P24A 0 142 226 0 2 6 0 1
NASH PROVISIONAL 0 129 141 1 1 1 0 1
NASH "RMT 301 OS" 0 5854 3480 8 11 38 0 9
NASH "RMT DOWNTOWN OS" 0 3806 974 1 4 15 0 5
NASH TRANSFER 0 0 0 0 0 0 0 0
"NEW HANOVER" ABSENTEE 0 0 0 0 0 0 0 0
"NEW HANOVER" CF01 0 635 539 2 3 18 0 3
"NEW HANOVER" CF02 0 321 411 2 2 13 0 3
"NEW HANOVER" CF05 0 481 309 3 5 15 0 3
"NEW HANOVER" CF06 0 355 304 1 2 13 0 2
"NEW HANOVER" FP03 0 325 320 1 0 8 0 1
"NEW HANOVER" FP04 0 736 682 1 7 24 0 3
"NEW HANOVER" FP06 0 598 529 2 5 16 0 2
"NEW HANOVER" FP07 0 752 641 3 5 14 0 2
"NEW HANOVER" FP08 0 600 611 4 5 21 0 5
"NEW HANOVER" H01 0 232 213 0 4 11 0 3
"NEW HANOVER" H02 0 696 467 0 2 14 0 7
"NEW HANOVER" H03 0 776 672 1 10 26 0 3
"NEW HANOVER" H04 0 708 443 2 2 14 0 3
"NEW HANOVER" H05 0 669 539 4 2 14 0 0
"NEW HANOVER" H06 0 436 427 3 4 19 0 10
"NEW HANOVER" H08 0 977 863 2 5 24 0 1
"NEW HANOVER" H10 0 640 443 2 7 24 0 1
"NEW HANOVER" H11 0 904 752 0 10 20 0 1
"NEW HANOVER" H12 0 580 472 3 2 23 0 4
"NEW HANOVER" H13 0 863 658 1 2 17 0 6
"NEW HANOVER" M02 0 1001 755 1 8 27 0 12
"NEW HANOVER" M03 0 687 552 2 6 16 0 3
"NEW HANOVER" M04 0 1104 680 6 4 26 0 8
"NEW HANOVER" M06 0 484 416 1 3 14 0 2
"NEW HANOVER" M07 0 340 289 0 4 8 0 3
"NEW HANOVER" "ONE STOP ARB" 0 3820 4038 10 13 96 0 12
"NEW HANOVER" "ONE STOP CBC" 0 2893 5089 8 7 59 0 6
"NEW HANOVER" "ONE STOP CFC" 0 4941 994 7 26 56 0 10
"NEW HANOVER" "ONE STOP CFN" 0 3132 4770 13 16 106 0 15
"NEW HANOVER" "ONE STOP GVT" 0 6359 5169 7 42 117 0 21
"NEW HANOVER" "ONE STOP MSL" 0 3877 6841 14 22 104 0 18
"NEW HANOVER" "ONE STOP NLB" 0 5892 9595 15 28 141 0 31
"NEW HANOVER" "ONE STOP PVL" 0 4393 4711 14 12 96 0 22
"NEW HANOVER" "ONE STOP SRC" 0 4655 4739 9 17 90 0 23
"NEW HANOVER" PROVISIONAL 0 0 0 0 0 0 0 0
"NEW HANOVER" TRANSFER 0 0 0 0 0 0 0 0
"NEW HANOVER" W03 0 498 103 0 5 16 0 3
"NEW HANOVER" W08 0 318 155 1 0 6 0 4
"NEW HANOVER" W12 0 373 221 0 2 7 0 3
"NEW HANOVER" W13 0 367 133 0 2 11 0 1
"NEW HANOVER" W15 0 1027 255 3 8 15 0 4
"NEW HANOVER" W16 0 522 335 3 2 13 0 3
"NEW HANOVER" W17 0 431 233 3 3 3 0 3
"NEW HANOVER" W18 0 222 193 2 2 8 0 3
"NEW HANOVER" W21 0 795 428 2 4 18 0 5
"NEW HANOVER" W24 0 468 173 2 7 12 0 2
"NEW HANOVER" W25 0 826 154 3 9 15 0 7
"NEW HANOVER" W26 0 474 205 0 7 15 0 1
"NEW HANOVER" W27 0 683 162 0 5 9 0 7
"NEW HANOVER" W28 0 582 288 1 5 19 0 0
"NEW HANOVER" W29 0 763 57 2 0 11 0 2
"NEW HANOVER" W30 0 825 427 2 2 25 0 6
"NEW HANOVER" W31 0 714 455 1 5 9 0 4
"NEW HANOVER" WB 0 388 421 2 2 5 0 0
NORTHAMPTON ABSENTEE 0 705 263 0 1 5 0 1
NORTHAMPTON COMIPE 0 95 250 0 0 4 0 0
NORTHAMPTON CREEKS 0 40 93 0 0 1 0 0
NORTHAMPTON GALATI 0 32 86 0 0 0 0 0
NORTHAMPTON GAPL 0 234 55 1 0 1 0 0
NORTHAMPTON GASTON 0 162 109 0 0 0 0 0
NORTHAMPTON JARE 0 43 45 0 0 0 0 0
NORTHAMPTON "LAKE G" 0 97 153 1 0 2 0 0
NORTHAMPTON LASKER 0 7 78 0 0 0 0 0
NORTHAMPTON NEWTOW 0 35 147 0 0 0 0 0
NORTHAMPTON "OS GASTON" 0 1725 821 2 2 2 0 1
NORTHAMPTON "OS JACKSON" 0 1412 1094 1 2 2 0 1
NORTHAMPTON "OS RICHSQUARE" 0 822 200 1 0 4 0 2
NORTHAMPTON "OS SEVERN" 0 348 266 1 0 1 0 0
NORTHAMPTON PROVISIONAL 0 11 8 0 0 0 0 0
NORTHAMPTON "RICH S" 0 101 54 0 3 1 0 0
NORTHAMPTON SEABOA 0 114 53 0 1 2 0 0
NORTHAMPTON SEVERN 0 16 71 0 0 2 0 0
NORTHAMPTON TRANSFER 0 0 0 0 0 0 0 0
NORTHAMPTON WOPO 0 70 143 0 1 3 0 0
ONSLOW BC21 0 862 2606 5 5 86 0 9
ONSLOW BM08 0 2383 2313 7 10 90 0 10
ONSLOW CL10 0 457 1639 1 4 62 0 1
ONSLOW CR07 0 1009 2327 5 7 79 0 8
ONSLOW EN03 0 3608 3381 15 20 166 0 20
ONSLOW FS16 0 803 2567 3 11 66 0 8
ONSLOW GB12 0 1025 2513 4 8 71 0 6
ONSLOW HM05 0 1398 2048 5 9 56 0 6
ONSLOW HN14 0 463 1381 2 2 40 0 5
ONSLOW HR17 0 667 1516 3 6 42 0 6
ONSLOW HU20 0 562 1762 5 2 69 0 5
ONSLOW JA01 0 1015 1553 1 10 114 0 13
ONSLOW ML23 0 241 621 1 0 12 0 0
ONSLOW MT24 0 300 1086 3 3 23 0 1
ONSLOW NE22A 0 1230 1277 3 8 69 0 4
ONSLOW NE22B 0 1547 2205 5 4 98 0 7
ONSLOW NM13 0 113 762 1 2 5 0 2
ONSLOW NR02 0 830 223 3 1 26 0 3
