COUNTY AREA TOTAL DEM REP Anderson White Turnbull Enz Cason Boucher Grimek William Hoffman Turtenwald Gehler Davis SCATTERING
SAWYER "Village of COUDERAY Ward 1" 50 30 19 0 0 NA 1 0 0 0 0 0 0 0 0 0
SAWYER "Village of EXELAND Ward 1" 73 39 32 1 1 NA 0 0 0 0 0 0 0 0 0 0
SAWYER "Village of RADISSON Ward 1" 70 27 42 1 0 NA 0 0 0 0 0 0 0 0 0 0
SAWYER "Village of WINTER Ward 1" 117 46 68 0 0 NA 2 1 0 0 0 0 0 0 0 0
SAWYER "City of HAYWARD Wards 1-6" 903 384 491 10 1 NA 16 1 0 0 0 0 0 0 0 0
SHAWANO "Town of ALMON Ward 1" 263 71 182 1 2 NA 7 0 0 0 0 0 0 0 0 0
SHAWANO "Town of ANGELICA Wards 1-3" 861 234 613 4 1 NA 8 1 0 0 0 0 0 0 0 0
SHAWANO "Town of ANIWA Ward 1" 233 52 167 2 0 NA 12 0 0 0 0 0 0 0 0 0
SHAWANO "Town of BARTELME Ward 1" 288 220 62 1 1 NA 4 0 0 0 0 0 0 0 0 0
SHAWANO "Town of BELLE PLAINE Wards 1-3" 934 290 631 8 2 NA 2 1 0 0 0 0 0 0 0 0
SHAWANO "Town of BIRNAMWOOD Ward 1" 348 113 220 3 1 NA 11 0 0 0 0 0 0 0 0 0
SHAWANO "Town of FAIRBANKS Ward 1" 280 51 224 2 0 NA 3 0 0 0 0 0 0 0 0 0
SHAWANO "Town of GERMANIA Wards 1-2" 152 49 100 2 0 NA 1 0 0 0 0 0 0 0 0 0
SHAWANO "Town of GRANT Wards 1-2" 410 85 317 2 2 NA 3 1 0 0 0 0 0 0 0 0
SHAWANO "Town of GREEN VALLEY Wards 1-2" 470 139 329 1 0 NA 1 0 0 0 0 0 0 0 0 0
SHAWANO "Town of HARTLAND Ward 1" 352 73 274 1 0 NA 4 0 0 0 0 0 0 0 0 0
SHAWANO "Town of HERMAN Wards 1-2" 355 109 243 2 0 NA 1 0 0 0 0 0 0 0 0 0
SHAWANO "Town of HUTCHINS Ward 1" 246 58 171 2 0 NA 13 2 0 0 0 0 0 0 0 0
SHAWANO "Town of LESSOR Wards 1-2" 612 154 452 3 0 NA 3 0 0 0 0 0 0 0 0 0
SHAWANO "Town of MAPLE GROVE Ward 1" 447 149 295 0 0 NA 3 0 0 0 0 0 0 0 0 0
SHAWANO "Town of MORRIS Ward 1" 200 77 122 0 0 NA 1 0 0 0 0 0 0 0 0 0
SHAWANO "Town of NAVARINO Ward 1" 204 66 133 2 0 NA 3 0 0 0 0 0 0 0 0 0
SHAWANO "Town of PELLA Ward 1" 437 116 314 2 0 NA 5 0 0 0 0 0 0 0 0 0
SHAWANO "Town of RED SPRINGS Wards 1-2" 423 235 171 5 4 NA 7 1 0 0 0 0 0 0 0 0
SHAWANO "Town of RICHMOND Wards 1-3" 969 284 665 10 3 NA 6 1 0 0 0 0 0 0 0 0
SHAWANO "Town of SENECA Ward 1" 238 71 163 1 2 NA 1 0 0 0 0 0 0 0 0 0
SHAWANO "Town of WASHINGTON Wards 1-3" 879 277 594 1 1 NA 5 1 0 0 0 0 0 0 0 0
SHAWANO "Town of WAUKECHON Wards 1-2" 494 129 356 8 0 NA 1 0 0 0 0 0 0 0 0 0
SHAWANO "Town of WESCOTT Wards 1-4" 1581 527 1026 13 2 NA 13 0 0 0 0 0 0 0 0 0
SHAWANO "Town of WITTENBERG Wards 1-2" 414 137 265 3 0 NA 7 2 0 0 0 0 0 0 0 0
SHAWANO "Village of ANIWA Ward 1" 90 34 51 1 0 NA 4 0 0 0 0 0 0 0 0 0
SHAWANO "Village of BIRNAMWOOD Ward 1" 276 96 168 3 0 NA 9 0 0 0 0 0 0 0 0 0
SHAWANO "Village of BONDUEL Wards 1-2" 632 198 423 6 1 NA 3 1 0 0 0 0 0 0 0 0
SHAWANO "Village of BOWLER Ward 1" 99 35 62 0 0 NA 2 0 0 0 0 0 0 0 0 0
SHAWANO "Village of CECIL Ward 1" 304 101 198 0 1 NA 4 0 0 0 0 0 0 0 0 0
SHAWANO "Village of ELAND Ward 1" 105 58 46 1 0 NA 0 0 0 0 0 0 0 0 0 0
SHAWANO "Village of GRESHAM Ward 1" 248 115 127 2 3 NA 1 0 0 0 0 0 0 0 0 0
SHAWANO "Village of MATTOON Ward 1" 124 29 80 1 0 NA 14 0 0 0 0 0 0 0 0 0
SHAWANO "VILLAGE OF PULASKI Wards 4,7" 66 25 39 0 1 NA 1 0 0 0 0 0 0 0 0 0
SHAWANO "Village of TIGERTON Ward 1" 292 92 190 4 3 NA 3 0 0 0 0 0 0 0 0 0
SHAWANO "Village of WITTENBERG Wards 1-2" 339 138 191 2 4 NA 3 1 0 0 0 0 0 0 0 0
SHAWANO "CITY OF MARION Wards 4-6" 6 1 5 0 0 NA 0 0 0 0 0 0 0 0 0 0
SHAWANO "City of SHAWANO Wards 1-2" 526 217 301 2 0 NA 6 0 0 0 0 0 0 0 0 0
SHAWANO "City of SHAWANO Wards 3-4" 547 235 298 3 2 NA 9 0 0 0 0 0 0 0 0 0
SHAWANO "City of SHAWANO Wards 5-6" 514 232 264 9 2 NA 7 0 0 0 0 0 0 0 0 0
SHAWANO "City of SHAWANO Wards 7-8" 500 208 271 6 8 NA 7 0 0 0 0 0 0 0 0 0
SHAWANO "City of SHAWANO Wards 9-10" 615 256 342 3 4 NA 9 1 0 0 0 0 0 0 0 0
SHAWANO "City of SHAWANO Wards 11-12" 627 285 333 2 2 NA 4 1 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of GREENBUSH Wards 1-3" 828 271 547 6 2 NA 2 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of HERMAN Wards 1-3" 900 252 632 6 3 NA 7 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of HOLLAND Wards 1-3" 1398 299 1080 10 4 NA 5 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of LIMA Wards 1-4" 1618 371 1219 13 8 NA 6 1 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of LYNDON Wards 1-3" 865 252 599 7 3 NA 2 2 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of MITCHELL Wards 1-3" 680 198 471 4 4 NA 3 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of MOSEL Ward 1" 419 141 272 4 0 NA 1 1 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of PLYMOUTH Wards 1-4" 1770 560 1187 10 4 NA 8 1 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of RHINE Wards 1-3" 1301 440 844 7 7 NA 3 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of RUSSELL Ward 1" 181 39 141 1 0 NA 0 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of SCOTT Wards 1-3" 937 181 741 5 1 NA 8 1 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of SHEBOYGAN Wards 1-10" 4197 1616 2531 23 11 NA 12 4 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of SHEBOYGAN FALLS Wards 1-3" 913 257 648 1 2 NA 5 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of SHERMAN Wards 1-2" 782 157 617 7 0 NA 1 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Town of WILSON Wards 1-4" 2047 805 1209 12 7 NA 10 4 0 0 0 0 0 0 0 0
SHEBOYGAN "Village of ADELL Ward 1" 224 42 177 0 2 NA 3 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Village of CASCADE Ward 1" 340 96 236 3 3 NA 2 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Village of CEDAR GROVE Wards 1-3" 1032 196 821 7 2 NA 2 4 0 0 0 0 0 0 0 0
SHEBOYGAN "Village of ELKHART LAKE Wards 1-2" 661 279 371 2 6 NA 3 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Village of GLENBEULAH Ward 1" 241 107 129 0 3 NA 2 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Village of HOWARDS GROVE Wards 1-4" 1764 570 1160 10 7 NA 12 5 0 0 0 0 0 0 0 0
SHEBOYGAN "Village of KOHLER Wards 1-3" 1268 460 791 3 5 NA 8 1 0 0 0 0 0 0 0 0
SHEBOYGAN "Village of OOSTBURG Wards 1-4" 1700 259 1428 6 2 NA 5 0 0 0 0 0 0 0 0 0
SHEBOYGAN "Village of RANDOM LAKE Wards 1-2" 782 219 554 5 2 NA 0 2 0 0 0 0 0 0 0 0
SHEBOYGAN "Village of WALDO Ward 1" 255 77 171 2 4 NA 1 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of PLYMOUTH Wards 1-12" 4034 1684 2290 25 16 NA 17 2 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 1" 1111 553 535 10 8 NA 5 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 2" 867 443 410 5 3 NA 5 1 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 3" 770 392 362 6 4 NA 6 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 4" 614 350 246 4 4 NA 10 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 5" 937 455 477 1 2 NA 1 1 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 6" 209 103 106 0 0 NA 0 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 7" 89 36 50 0 0 NA 3 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 8" 403 190 203 2 4 NA 4 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 9" 84 46 37 0 1 NA 0 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 10" 667 391 252 8 5 NA 9 2 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 11" 674 372 278 14 4 NA 3 3 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 12" 714 366 334 3 3 NA 7 1 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 13" 1031 629 370 14 7 NA 10 1 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 14" 599 357 223 6 10 NA 2 1 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 15" 374 223 138 5 2 NA 5 1 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 16" 761 370 371 9 4 NA 6 1 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 17" 608 314 281 7 6 NA 0 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 18" 568 314 227 11 9 NA 7 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 19" 983 465 500 12 3 NA 2 1 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 20" 756 399 333 13 4 NA 7 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 21" 333 189 136 2 1 NA 5 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 22" 1049 540 490 11 3 NA 4 1 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 23" 1118 524 581 8 2 NA 1 2 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 24" 1080 573 487 8 5 NA 4 3 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 25" 852 394 444 4 5 NA 5 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 26" 858 374 469 8 5 NA 2 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 27" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 28" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 29" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 30" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN Ward 31" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN FALLS Wards 1-9" 3987 1611 2314 30 11 NA 19 2 0 0 0 0 0 0 0 0
SHEBOYGAN "City of SHEBOYGAN FALLS Wards 10-11" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
TAYLOR "Town of AURORA Ward 1" 148 47 97 0 3 NA 1 0 0 0 0 0 0 0 0 0
TAYLOR "Town of BROWNING Ward 1" 365 81 281 1 1 NA 1 0 0 0 0 0 0 0 0 0
TAYLOR "Town of CHELSEA Ward 1" 339 87 243 4 2 NA 3 0 0 0 0 0 0 0 0 0
TAYLOR "Town of CLEVELAND Ward 1" 106 21 81 1 1 NA 2 0 0 0 0 0 0 0 0 0
TAYLOR "Town of DEER CREEK Ward 1" 289 46 239 3 0 NA 1 0 0 0 0 0 0 0 0 0
TAYLOR "Town of FORD Ward 1" 116 28 88 0 0 NA 0 0 0 0 0 0 0 0 0 0
TAYLOR "Town of GOODRICH Ward 1" 214 55 158 0 0 NA 1 0 0 0 0 0 0 0 0 0
TAYLOR "Town of GREENWOOD Ward 1" 283 61 221 0 0 NA 1 0 0 0 0 0 0 0 0 0
TAYLOR "Town of GROVER Ward 1" 106 21 84 1 0 NA 0 0 0 0 0 0 0 0 0 0
TAYLOR "Town of HAMMEL Wards 1-2" 347 77 266 1 1 NA 0 2 0 0 0 0 0 0 0 0
TAYLOR "Town of HOLWAY Ward 1" 222 42 173 4 1 NA 2 0 0 0 0 0 0 0 0 0
TAYLOR "Town of JUMP RIVER Ward 1" 121 40 77 2 0 NA 2 0 0 0 0 0 0 0 0 0
TAYLOR "Town of LITTLE BLACK Wards 1-2" 457 109 341 4 2 NA 1 0 0 0 0 0 0 0 0 0
TAYLOR "Town of MAPLEHURST Ward 1" 141 35 105 0 1 NA 0 0 0 0 0 0 0 0 0 0
TAYLOR "Town of MCKINLEY Ward 1" 152 24 127 1 0 NA 0 0 0 0 0 0 0 0 0 0
TAYLOR "Town of MEDFORD Wards 1-3" 1116 278 827 5 2 NA 4 0 0 0 0 0 0 0 0 0
TAYLOR "Town of MOLITOR Ward 1" 152 41 107 3 0 NA 1 0 0 0 0 0 0 0 0 0
TAYLOR "Town of PERSHING Ward 1" 55 22 33 0 0 NA 0 0 0 0 0 0 0 0 0 0
TAYLOR "Town of RIB LAKE Wards 1-2" 336 94 240 0 1 NA 1 0 0 0 0 0 0 0 0 0
TAYLOR "Town of ROOSEVELT Ward 1" 152 55 90 0 0 NA 5 2 0 0 0 0 0 0 0 0
TAYLOR "Town of TAFT Ward 1" 128 45 80 2 0 NA 1 0 0 0 0 0 0 0 0 0
TAYLOR "Town of WESTBORO Ward 1" 337 76 255 2 0 NA 3 1 0 0 0 0 0 0 0 0
TAYLOR "Village of GILMAN Ward 1" 167 64 101 1 0 NA 1 0 0 0 0 0 0 0 0 0
TAYLOR "Village of LUBLIN Ward 1" 46 15 30 1 0 NA 0 0 0 0 0 0 0 0 0 0
TAYLOR "Village of RIB LAKE Ward 1" 316 102 209 3 0 NA 1 1 0 0 0 0 0 0 0 0
TAYLOR "Village of STETSONVILLE Ward 1" 213 71 140 0 1 NA 1 0 0 0 0 0 0 0 0 0
TAYLOR "City of MEDFORD Wards 1-8" 1664 632 997 17 3 NA 15 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of ALBION Wards 1-2" 306 136 167 2 0 NA 1 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of ARCADIA Wards 1-4" 813 287 513 0 5 NA 8 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of BURNSIDE Wards 1-2" 204 84 117 0 0 NA 3 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of CALEDONIA Wards 1-2" 445 160 273 6 4 NA 2 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of CHIMNEY ROCK Ward 1" 121 56 64 0 1 NA 0 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of DODGE Ward 1" 217 86 122 5 1 NA 3 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of ETTRICK Wards 1-2" 669 308 354 1 5 NA 1 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of GALE Wards 1-3" 875 352 506 8 4 NA 4 1 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of HALE Ward 1" 506 207 295 1 1 NA 2 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of LINCOLN Wards 1-2" 280 126 148 1 3 NA 2 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of PIGEON Wards 1-2" 330 146 175 4 3 NA 2 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of PRESTON Wards 1-3" 384 173 204 3 2 NA 1 1 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of SUMNER Ward 1" 426 174 244 4 2 NA 2 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of TREMPEALEAU Wards 1-2" 947 399 535 2 3 NA 8 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Town of UNITY Wards 1-2" 247 108 130 4 2 NA 3 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Village of ELEVA Ward 1" 277 144 132 1 0 NA 0 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Village of ETTRICK Ward 1" 262 115 140 1 3 NA 3 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Village of PIGEON FALLS Ward 1" 169 81 85 2 0 NA 0 1 0 0 0 0 0 0 0 0
TREMPEALEAU "Village of STRUM Wards 1-2" 430 237 184 2 3 NA 4 0 0 0 0 0 0 0 0 0
TREMPEALEAU "Village of TREMPEALEAU Wards 1-2" 863 414 431 5 5 NA 8 0 0 0 0 0 0 0 0 0
TREMPEALEAU "City of ARCADIA Wards 1-3" 633 256 367 2 4 NA 4 0 0 0 0 0 0 0 0 0
TREMPEALEAU "City of BLAIR Wards 1-3" 440 220 207 11 1 NA 1 0 0 0 0 0 0 0 0 0
TREMPEALEAU "City of GALESVILLE Wards 1-3" 668 311 345 3 5 NA 4 0 0 0 0 0 0 0 0 0
TREMPEALEAU "City of INDEPENDENCE Wards 1-3" 417 170 236 4 5 NA 2 0 0 0 0 0 0 0 0 0
TREMPEALEAU "City of OSSEO Wards 1-3" 721 351 358 8 0 NA 4 0 0 0 0 0 0 0 0 0
TREMPEALEAU "City of WHITEHALL Wards 1-3" 603 292 291 10 4 NA 5 1 0 0 0 0 0 0 0 0
VERNON "Town of BERGEN Wards 1-3" 712 343 359 5 1 NA 3 1 0 0 0 0 0 0 0 0
VERNON "Town of CHRISTIANA Wards 1-2" 438 197 238 1 2 NA 0 0 0 0 0 0 0 0 0 0
VERNON "Town of CLINTON Wards 1-2" 213 85 126 0 0 NA 2 0 0 0 0 0 0 0 0 0
VERNON "Town of COON Wards 1-2" 396 222 171 0 2 NA 1 0 0 0 0 0 0 0 0 0
VERNON "Town of FOREST Ward 1" 212 78 132 1 1 NA 0 0 0 0 0 0 0 0 0 0
VERNON "Town of FRANKLIN Wards 1-2" 535 203 320 4 4 NA 4 0 0 0 0 0 0 0 0 0
VERNON "Town of GENOA Wards 1-2" 382 214 164 2 1 NA 1 0 0 0 0 0 0 0 0 0
VERNON "Town of GREENWOOD Ward 1" 192 84 105 2 0 NA 0 1 0 0 0 0 0 0 0 0
VERNON "Town of HAMBURG Wards 1-2" 495 226 257 4 2 NA 3 3 0 0 0 0 0 0 0 0
VERNON "Town of HARMONY Wards 1-3" 319 154 162 1 1 NA 1 0 0 0 0 0 0 0 0 0
VERNON "Town of HILLSBORO Wards 1-3" 287 87 199 1 0 NA 0 0 0 0 0 0 0 0 0 0
VERNON "Town of JEFFERSON Wards 1-4" 615 270 330 6 3 NA 6 0 0 0 0 0 0 0 0 0
VERNON "Town of KICKAPOO Ward 1" 247 122 119 3 0 NA 2 1 0 0 0 0 0 0 0 0
VERNON "Town of LIBERTY Ward 1" 181 108 62 7 2 NA 2 0 0 0 0 0 0 0 0 0
VERNON "Town of STARK Wards 1-2" 198 101 95 0 1 NA 0 1 0 0 0 0 0 0 0 0
VERNON "Town of STERLING Ward 1" 273 82 186 2 0 NA 3 0 0 0 0 0 0 0 0 0
VERNON "Town of UNION Wards 1-3" 193 88 99 3 2 NA 1 0 0 0 0 0 0 0 0 0
VERNON "Town of VIROQUA Wards 1-4" 926 442 470 8 3 NA 2 1 0 0 0 0 0 0 0 0
VERNON "Town of WEBSTER Wards 1-2" 320 197 117 1 4 NA 1 0 0 0 0 0 0 0 0 0
VERNON "Town of WHEATLAND Ward 1" 284 134 146 1 1 NA 1 1 0 0 0 0 0 0 0 0
VERNON "Town of WHITESTOWN Ward 1" 210 105 103 1 0 NA 1 0 0 0 0 0 0 0 0 0
VERNON "Village of CHASEBURG Ward 1" 137 58 74 2 1 NA 2 0 0 0 0 0 0 0 0 0
VERNON "Village of COON VALLEY Ward 1" 373 186 178 4 0 NA 5 0 0 0 0 0 0 0 0 0
VERNON "Village of DE SOTO Ward 1" 110 54 54 1 0 NA 1 0 0 0 0 0 0 0 0 0
VERNON "Village of GENOA Ward 1" 118 69 47 0 0 NA 2 0 0 0 0 0 0 0 0 0
VERNON "Village of LA FARGE Ward 1" 289 144 137 3 3 NA 2 0 0 0 0 0 0 0 0 0
VERNON "Village of ONTARIO Ward 1" 152 66 84 0 1 NA 1 0 0 0 0 0 0 0 0 0
VERNON "Village of READSTOWN Ward 1" 139 54 82 1 2 NA 0 0 0 0 0 0 0 0 0 0
VERNON "Village of STODDARD Ward 1" 381 217 157 4 3 NA 0 0 0 0 0 0 0 0 0 0
VERNON "VILLAGE OF VIOLA Ward 1" 70 30 36 1 0 NA 3 0 0 0 0 0 0 0 0 0
VERNON "City of HILLSBORO Wards 1-4" 534 262 262 3 4 NA 3 0 0 0 0 0 0 0 0 0
VERNON "City of VIROQUA Wards 1-9" 2186 1326 818 17 7 NA 17 1 0 0 0 0 0 0 0 0
VERNON "City of WESTBY Wards 1-5" 942 542 387 6 0 NA 3 4 0 0 0 0 0 0 0 0
VILAS "Town of ARBOR VITAE Wards 1-7" 1828 680 1123 8 7 NA 9 1 0 0 0 0 0 0 0 0
VILAS "Town of BOULDER JUNCTION Wards 1-2" 677 247 420 4 1 NA 5 0 0 0 0 0 0 0 0 0
VILAS "Town of CLOVERLAND Wards 1-2" 659 217 439 1 0 NA 1 1 0 0 0 0 0 0 0 0
VILAS "Town of CONOVER Wards 1-2" 766 251 505 2 2 NA 5 1 0 0 0 0 0 0 0 0
VILAS "Town of LAC DU FLAMBEAU Wards 1-7" 1365 749 584 7 6 NA 19 0 0 0 0 0 0 0 0 0
VILAS "Town of LAND O-LAKES Ward 1" 555 200 347 1 4 NA 3 0 0 0 0 0 0 0 0 0
VILAS "Town of LINCOLN Wards 1-5" 1429 420 976 17 2 NA 13 1 0 0 0 0 0 0 0 0
VILAS "Town of MANITOWISH WATERS Ward 1" 479 144 330 2 0 NA 3 0 0 0 0 0 0 0 0 0
VILAS "Town of PHELPS Wards 1-2" 707 208 492 1 1 NA 4 1 0 0 0 0 0 0 0 0
VILAS "Town of PLUM LAKE Wards 1-2" 384 137 240 2 1 NA 4 0 0 0 0 0 0 0 0 0
VILAS "Town of PRESQUE ISLE Ward 1" 518 188 323 2 3 NA 2 0 0 0 0 0 0 0 0 0
VILAS "Town of ST. GERMAIN Wards 1-2" 1196 396 785 3 4 NA 8 0 0 0 0 0 0 0 0 0
VILAS "Town of WASHINGTON Wards 1-3" 975 328 636 5 3 NA 2 1 0 0 0 0 0 0 0 0
VILAS "Town of WINCHESTER Ward 1" 304 87 214 2 1 NA 0 0 0 0 0 0 0 0 0 0
VILAS "City of EAGLE RIVER Wards 1-5" 675 258 400 8 1 NA 7 1 0 0 0 0 0 0 0 0
WALWORTH "Town of BLOOMFIELD Wards 1-2" 600 240 350 3 3 NA 4 0 0 0 0 0 0 0 0 0
WALWORTH "Town of DARIEN Wards 1-3" 755 230 513 6 3 NA 3 0 0 0 0 0 0 0 0 0
WALWORTH "Town of DELAVAN Wards 1-11" 2518 885 1600 14 3 NA 15 1 0 0 0 0 0 0 0 0
WALWORTH "Town of EAST TROY Ward 1" 458 117 338 0 2 NA 1 0 0 0 0 0 0 0 0 0
WALWORTH "Town of EAST TROY Wards 2-3" 753 199 539 5 5 NA 5 0 0 0 0 0 0 0 0 0
WALWORTH "Town of EAST TROY Wards 4-6" 1021 265 747 2 2 NA 5 0 0 0 0 0 0 0 0 0
WALWORTH "Town of GENEVA Wards 1-8" 2561 936 1574 25 7 NA 19 0 0 0 0 0 0 0 0 0
WALWORTH "Town of LAFAYETTE Wards 1-3" 1102 359 727 7 3 NA 6 0 0 0 0 0 0 0 0 0
WALWORTH "Town of LA GRANGE Wards 1-3" 1271 400 840 13 5 NA 11 2 0 0 0 0 0 0 0 0
WALWORTH "Town of LINN Wards 1-4,6" 986 315 657 2 3 NA 7 2 0 0 0 0 0 0 0 0
WALWORTH "Town of LINN Ward 5" 222 78 143 1 0 NA 0 0 0 0 0 0 0 0 0 0
WALWORTH "Town of LYONS Wards 1-7" 1674 538 1108 7 8 NA 12 1 0 0 0 0 0 0 0 0
WALWORTH "Town of RICHMOND Wards 1-3" 922 356 548 8 3 NA 6 1 0 0 0 0 0 0 0 0
WALWORTH "Town of SHARON Ward 1" 450 139 301 1 4 NA 5 0 0 0 0 0 0 0 0 0
WALWORTH "Town of SPRING PRAIRIE Wards 1-4" 1222 333 873 6 5 NA 4 1 0 0 0 0 0 0 0 0
WALWORTH "Town of SUGAR CREEK Wards 1-5" 1974 657 1270 16 8 NA 20 3 0 0 0 0 0 0 0 0
WALWORTH "Town of TROY Wards 1-3" 1373 386 958 8 5 NA 16 0 0 0 0 0 0 0 0 0
WALWORTH "Town of WALWORTH Wards 1-3" 826 205 600 8 5 NA 7 1 0 0 0 0 0 0 0 0
WALWORTH "Town of WHITEWATER Wards 1-2" 764 320 437 3 1 NA 3 0 0 0 0 0 0 0 0 0
WALWORTH "Town of WHITEWATER Ward 3" 54 24 29 0 1 NA 0 0 0 0 0 0 0 0 0 0
WALWORTH "Village of BLOOMFIELD Wards 1-5" 1683 545 1083 19 19 NA 12 5 0 0 0 0 0 0 0 0
WALWORTH "Village of DARIEN Wards 1-2" 599 228 344 7 7 NA 13 0 0 0 0 0 0 0 0 0
WALWORTH "Village of EAST TROY Wards 1-5" 2134 699 1394 13 4 NA 18 6 0 0 0 0 0 0 0 0
WALWORTH "Village of FONTANA Wards 1-3" 993 358 623 4 2 NA 6 0 0 0 0 0 0 0 0 0
WALWORTH "Village of GENOA CITY Wards 1-4" 995 338 628 9 7 NA 13 0 0 0 0 0 0 0 0 0
WALWORTH "VILLAGE OF MUKWONAGO Ward 11" 80 31 49 0 0 NA 0 0 0 0 0 0 0 0 0 0
WALWORTH "Village of SHARON Wards 1-2" 571 220 329 9 6 NA 6 1 0 0 0 0 0 0 0 0
WALWORTH "Village of WALWORTH Wards 1-3" 1128 430 667 6 11 NA 13 1 0 0 0 0 0 0 0 0
WALWORTH "Village of WILLIAMS BAY Wards 1-4" 1330 540 767 7 5 NA 11 0 0 0 0 0 0 0 0 0
WALWORTH "CITY OF BURLINGTON Ward 9" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
