COUNTY AREA TOTAL DEM REP LIB IND GRN OTH
"Henrico County" "116 - Summit Court" 1032 525 405 62 15 15 10
"Henrico County" "117 - Westwood" 1422 764 554 64 19 13 8
"Henrico County" "201 - Adams" 1364 1273 71 6 1 11 2
"Henrico County" "202 - Azalea" 2249 2053 125 27 15 15 14
"Henrico County" "203 - Belmont" 1672 1078 479 63 29 15 8
"Henrico County" "204 - Brookland" 494 235 235 15 4 3 2
"Henrico County" "205 - Canterbury" 597 259 286 43 3 2 4
"Henrico County" "206 - Central Gardens" 1811 1724 35 9 8 9 26
"Henrico County" "207 - Chamberlayne" 1852 1327 431 51 23 15 5
"Henrico County" "208 - Fairfield" 1654 1568 60 8 3 8 7
"Henrico County" "209 - Glen Lea" 1202 982 180 15 4 9 12
"Henrico County" "210 - Greenwood" 1135 875 202 34 10 7 7
"Henrico County" "211 - Highland Gardens" 741 689 32 8 1 4 7
"Henrico County" "212 - Hollybrook" 593 389 170 18 7 6 3
"Henrico County" "213 - Hungary" 1083 825 194 33 18 8 5
"Henrico County" "214 - Longdale" 1184 710 384 55 18 12 5
"Henrico County" "215 - Maplewood" 1911 1793 79 11 7 17 4
"Henrico County" "216 - Moody" 751 383 318 30 11 8 1
"Henrico County" "217 - Mountain" 561 293 228 25 12 1 2
"Henrico County" "218 - Oakview" 128 62 56 4 1 3 2
"Henrico County" "219 - Randolph" 255 202 46 4 1 2 0
"Henrico County" "220 - Ratcliffe" 2335 2132 127 29 17 17 13
"Henrico County" "221 - Stratford Hall" 283 156 101 11 9 5 1
"Henrico County" "222 - Wilder" 1341 1051 233 30 11 9 7
"Henrico County" "223 - Yellow Tavern" 2299 1324 869 58 25 13 10
"Henrico County" "224 - Essex Village" 641 619 9 4 3 1 5
"Henrico County" "301 - Causeway" 1346 615 624 63 26 3 15
"Henrico County" "302 - Cedarfield" 1881 769 942 104 38 8 20
"Henrico County" "303 - Innsbrook" 2050 1046 862 76 37 11 18
"Henrico County" "304 - Jackson Davis" 1200 486 625 48 22 6 13
"Henrico County" "305 - Nuckols Farm" 2229 920 1117 114 45 12 21
"Henrico County" "306 - Pocahontas" 1857 937 812 68 24 9 7
"Henrico County" "307 - Ridge" 1130 505 546 41 22 7 9
"Henrico County" "308 - Rivers Edge" 2086 910 1022 97 31 4 22
"Henrico County" "309 - Sadler" 2118 1076 917 81 28 7 9
"Henrico County" "310 - Shady Grove" 2321 946 1239 80 28 7 21
"Henrico County" "311 - Short Pump" 2765 1343 1259 85 31 15 32
"Henrico County" "312 - Springfield" 1453 780 562 63 32 6 10
"Henrico County" "313 - Stoney Run" 2830 1278 1331 128 53 16 24
"Henrico County" "314 - Three Chopt" 2037 908 963 93 40 20 13
"Henrico County" "315 - Tucker" 2242 1451 608 92 55 22 14
"Henrico County" "401 - Quioccasin" 2094 1024 893 105 41 15 16
"Henrico County" "402 - Crestview" 1690 907 643 83 27 15 15
"Henrico County" "403 - Derbyshire" 1461 566 786 70 14 6 19
"Henrico County" "404 - Freeman" 1312 606 574 73 33 10 16
"Henrico County" "405 - Gayton" 2357 956 1202 121 40 14 24
"Henrico County" "406 - Godwin" 1745 810 783 99 30 9 14
"Henrico County" "407 - Lakewood" 1580 666 803 81 14 9 7
"Henrico County" "408 - Lauderdale" 1800 893 790 64 28 12 13
"Henrico County" "409 - Maybeury" 1941 865 919 98 21 21 17
"Henrico County" "410 - Mooreland" 1194 411 687 61 18 5 12
"Henrico County" "411 - Pemberton" 1625 879 623 71 23 22 7
"Henrico County" "412 - Pinchbeck" 2167 1096 913 100 22 19 17
"Henrico County" "413 - Ridgefield" 2289 999 1104 95 56 16 19
"Henrico County" "414 - Rollingwood" 1424 701 586 103 26 1 7
"Henrico County" "415 - Skipwith" 1100 583 451 42 12 5 7
"Henrico County" "416 - Spottswood" 817 385 362 50 10 3 7
"Henrico County" "417 - Tuckahoe" 2555 940 1390 169 33 8 15
"Henrico County" "418 - Welborne" 1328 730 485 75 11 14 13
"Henrico County" "419 - West End" 1980 919 920 90 28 7 16
"Henrico County" "501 - Antioch" 1463 363 1054 27 7 2 10
"Henrico County" "502 - Cedar Fork" 857 700 124 19 4 4 6
"Henrico County" "503 - Chickahominy" 1722 741 898 39 19 14 11
"Henrico County" "504 - Donahoe" 1220 733 431 21 15 13 7
"Henrico County" "505 - Dorey" 1825 881 871 48 15 5 5
"Henrico County" "506 - Eanes" 1619 1181 379 32 5 11 11
"Henrico County" "507 - Elko" 576 103 450 18 2 3 0
"Henrico County" "508 - Highland Springs" 1537 1232 256 26 5 15 3
"Henrico County" "509 - Laburnum" 1524 1093 386 20 10 10 5
"Henrico County" "510 - Mehfoud" 901 461 403 11 9 14 3
"Henrico County" "511 - Montrose" 2617 2256 285 37 10 15 14
"Henrico County" "512 - Nine Mile" 879 503 326 31 9 7 3
"Henrico County" "513 - Pleasants" 2098 1830 226 16 6 12 8
"Henrico County" "514 - Rolfe" 3345 2947 306 37 23 21 11
"Henrico County" "515 - Sandston" 1529 461 997 43 10 8 10
"Henrico County" "516 - Sullivans" 1415 903 467 27 6 11 1
"Henrico County" "517 - Town Hall" 724 286 399 20 6 8 5
"Henrico County" "518 - Whitlocks" 1536 558 916 29 15 14 4
"Henrico County" "Ab - Central Absentee Precinct" 4257 3379 779 43 21 16 19
"Henrico County" "Ab - Central Absentee Precinct" 12838 7484 4571 468 144 60 111
"Henrico County" Provisional 145 115 22 1 1 1 5
"Henrico County" Provisional 401 205 161 17 5 8 5
"Henry County" "101 - Bassett Number Two" 524 246 264 6 5 2 1
"Henry County" "102 - Gunville" 960 163 774 10 10 3 0
"Henry County" "103 - Scott's Tanyard" 1610 370 1200 20 11 6 3
"Henry County" "201 - Fieldale" 640 218 403 12 4 3 0
"Henry County" "202 - Horsepasture #1" 1047 348 673 12 10 3 1
"Henry County" "203 - Horsepasture #2" 975 673 282 8 1 8 3
"Henry County" "204 - Spencer" 1202 323 855 14 4 2 4
"Henry County" "302 - Axton" 721 367 334 14 5 0 1
"Henry County" "303 - Irisburg" 1312 558 713 25 8 7 1
"Henry County" "304 - Mount Olivet" 1387 711 622 22 5 21 6
"Henry County" "304 - Mount Olivet" 3 3 0 0 0 0 0
"Henry County" "305 - Mountain Valley" 659 295 344 10 4 3 3
"Henry County" "401 - Collinsville Number 1" 729 179 527 11 7 1 4
"Henry County" "402 - Daniels Creek" 806 254 522 18 7 3 2
"Henry County" "404 - Collinsville Number 2" 1238 427 763 30 9 3 6
"Henry County" "405 - Mountain View" 765 314 430 14 1 2 4
"Henry County" "501 - Bassett Number One" 613 263 330 10 3 3 4
"Henry County" "502 - Figsboro" 865 216 627 13 8 0 1
"Henry County" "503 - Stanleytown" 1310 221 1049 19 10 6 5
"Henry County" "504 - Oak Level" 470 125 326 14 3 1 1
"Henry County" "505 - Dyers Store" 56 9 47 0 0 0 0
"Henry County" "505 - Dyers Store" 425 150 266 8 0 0 1
"Henry County" "601 - Fontaine" 1049 296 722 13 6 4 8
"Henry County" "602 - Hillcrest" 457 183 260 5 6 3 0
"Henry County" "603 - Ridgeway #1" 1254 295 932 16 4 3 4
"Henry County" "604 - Ridgeway #2" 922 207 694 10 5 3 3
"Henry County" "Ab - Central Absentee Precinct" 577 248 315 8 3 1 2
"Henry County" "Ab - Central Absentee Precinct" 1528 536 932 36 8 7 9
"Henry County" Provisional 0 0 0 0 0 0 0
"Henry County" Provisional 2 0 2 0 0 0 0
"Highland County" "1 - Monterey" 473 145 300 16 9 3 0
"Highland County" "3 - Wilsons Mill" 106 26 74 4 1 1 0
"Highland County" "5 - Blue Grass" 250 76 163 6 5 0 0
"Highland County" "7 - Mill Gap" 135 40 90 3 1 1 0
"Highland County" "8 - Mcdowell" 330 71 249 4 4 2 0
"Highland County" "10 - Headwaters" 97 13 82 0 1 1 0
"Highland County" Provisional 0 0 0 0 0 0 0
"Hopewell City" "101 - Ward One" 986 455 482 32 7 8 2
"Hopewell City" "201 - Ward Two" 953 799 135 8 3 5 3
"Hopewell City" "301 - Ward Three" 1371 386 910 39 17 7 12
"Hopewell City" "401 - Ward Four" 1636 816 760 32 21 7 0
"Hopewell City" "501 - Ward Five" 1230 432 723 39 16 10 10
"Hopewell City" "601 - Ward Six" 1036 848 152 22 4 7 3
"Hopewell City" "701 - Ward Seven" 1006 591 365 23 12 12 3
"Hopewell City" "Ab - Central Absentee Precinct" 788 395 358 17 11 2 5
"Hopewell City" Provisional 2 2 0 0 0 0 0
"Isle Of Wight County" "101 - Smithfield" 2330 741 1455 72 32 13 17
"Isle Of Wight County" "102 - Cypress Creek" 1828 646 1083 54 21 7 17
"Isle Of Wight County" "201 - Bartlett" 2224 684 1410 83 20 10 17
"Isle Of Wight County" "202 - Carrollton" 2279 812 1314 103 31 11 8
"Isle Of Wight County" "301 - Rushmere" 1680 886 737 33 8 7 9
"Isle Of Wight County" "302 - Pons" 1785 1124 620 24 12 3 2
"Isle Of Wight County" "401 - Courthouse" 752 194 539 12 4 0 3
"Isle Of Wight County" "402 - Windsor" 1488 456 966 37 20 5 4
"Isle Of Wight County" "403 - Longview" 1247 453 735 37 10 5 7
"Isle Of Wight County" "501 - Walters" 829 184 614 18 6 4 3
"Isle Of Wight County" "502 - Camps Mill" 436 238 186 5 4 1 2
"Isle Of Wight County" "503 - Carrsville" 558 198 335 17 4 3 1
"Isle Of Wight County" "504 - Zuni" 1095 291 759 20 13 4 8
"Isle Of Wight County" "505 - Raynor" 609 139 449 12 9 0 0
"Isle Of Wight County" "Ab - Central Absentee Precinct" 1924 832 995 61 13 8 15
"Isle Of Wight County" Provisional 11 3 7 1 0 0 0
"James City County" "101 - Berkeley A" 2319 907 1208 100 55 18 31
"James City County" "102 - Berkeley B" 1699 700 823 97 48 10 21
"James City County" "103 - Berkeley C" 2988 1119 1713 65 51 6 34
"James City County" "104- Berkeley D" 685 330 304 24 14 10 3
"James City County" "201 - Jamestown A" 747 396 293 24 16 11 7
"James City County" "202 - Jamestown B" 2282 1242 856 99 42 22 21
"James City County" "203 - Jamestown C" 1869 790 943 59 43 14 20
"James City County" "204 - Jamestown D" 2445 952 1344 65 46 17 21
"James City County" "301 - Powhatan A" 2553 1046 1361 75 31 8 32
"James City County" "302 - Powhatan B" 891 488 332 37 22 7 5
"James City County" "303 - Powhatan C" 1058 342 677 26 8 2 3
"James City County" "304 - Powhatan D" 2298 1182 992 79 19 15 11
"James City County" "401 - Stonehouse A" 2662 976 1497 109 44 22 14
"James City County" "402 - Stonehouse B" 3239 1334 1721 91 41 25 27
"James City County" "403 - Stonehouse C" 2332 851 1337 69 39 17 19
"James City County" "501 - Roberts A" 1201 807 335 33 14 9 3
"James City County" "502 - Roberts B" 2193 796 1284 50 24 10 29
"James City County" "503 - Roberts C" 450 284 137 17 9 2 1
"James City County" "504 - Roberts D" 2189 1040 984 86 36 20 23
"James City County" "Ab - Central Absentee Precinct" 7037 3509 3143 190 84 36 75
"James City County" Provisional 36 14 22 0 0 0 0
"King And Queen County" "101 - Owenton" 635 357 265 6 2 3 2
"King And Queen County" "201 - Clarks" 725 226 458 20 3 5 13
"King And Queen County" "301 - Shacklefords" 665 271 374 11 2 3 4
"King And Queen County" "401 - Courthouse" 696 297 375 18 0 4 2
"King And Queen County" "501 - Oldmill" 621 144 460 12 3 1 1
"King And Queen County" "Ab - Central Absentee Precinct" 354 172 167 8 3 2 2
"King And Queen County" Provisional 1 1 0 0 0 0 0
"King George County" "101 - Courthouse" 1926 581 1203 76 41 16 9
"King George County" "102 - Passapatanzy" 1036 333 658 23 11 4 7
"King George County" "201 - Monroe" 2732 775 1775 90 49 24 19
"King George County" "301 - Dahlgren" 2385 919 1329 67 32 18 20
"King George County" "401 - Shiloh" 2476 835 1531 54 27 12 17
"King George County" "Ab - Central Absentee Precinct" 1496 559 842 57 17 9 12
"King George County" Provisional 8 5 3 0 0 0 0
"King William County" "101 - West Point" 1589 476 1002 80 18 9 4
"King William County" "201 - Sweet Hall" 602 188 381 21 6 3 3
"King William County" "202 - Courthouse" 1111 431 648 17 7 5 3
"King William County" "301 - Aylett" 1678 370 1235 40 15 8 10
"King William County" "401 - Manquin" 1728 470 1186 47 9 9 7
"King William County" "501 - Mangohick" 1870 618 1194 28 9 8 13
"King William County" "Ab - Central Absentee Precinct" 566 200 321 27 7 1 10
"King William County" Provisional 17 7 8 1 0 1 0
"Lancaster County" "101 - Precinct 1-1" 1146 429 673 23 11 4 6
"Lancaster County" "201 - Precinct 2-1" 1077 646 400 20 6 0 5
"Lancaster County" "301 - Precinct 3-1" 910 261 598 26 5 12 8
"Lancaster County" "302 - Precinct 3-2" 429 137 275 7 3 6 1
"Lancaster County" "401 - Precinct 4-1" 1014 624 367 13 2 6 2
"Lancaster County" "501 - Precinct 5-1" 1249 427 779 26 9 2 6
"Lancaster County" "Ab - Central Absentee Precinct" 810 338 428 26 5 5 8
"Lancaster County" Provisional 10 7 3 0 0 0 0
"Lee County" "101 - Elydale" 464 90 368 2 3 1 0
"Lee County" "102 - Ewing" 450 70 362 10 6 2 0
"Lee County" "103 - Rose Hill" 853 146 688 7 6 2 4
"Lee County" "201 - Blackwater" 167 33 130 1 0 1 2
"Lee County" "202 - Flatwoods" 686 75 592 11 2 1 5
"Lee County" "203 - Jonesville" 1010 183 799 15 6 0 7
"Lee County" "301 - Ben Hur" 1076 182 864 10 6 5 9
"Lee County" "302 - Woodway" 683 89 577 0 4 9 4
"Lee County" "401 - Stickleyville" 393 78 307 4 2 2 0
"Lee County" "402 - Jasper" 325 54 262 4 1 3 1
"Lee County" "403 - Seminary" 374 53 313 3 1 1 3
"Lee County" "404 - Dryden" 715 123 576 10 2 0 4
"Lee County" "501 - Saint Charles" 341 103 238 0 0 0 0
"Lee County" "502 - Pennington" 816 138 659 10 4 3 2
"Lee County" "503 - Robbins Chapel" 113 9 100 1 1 2 0
"Lee County" "504 - Keokee" 178 34 142 1 1 0 0
"Lee County" "Ab - Central Absentee Precinct" 754 167 565 17 0 1 4
"Lee County" Provisional 1 0 1 0 0 0 0
"Lexington City" "1 - Lexington" 2028 1229 634 78 52 18 17
"Lexington City" "Ab - Central Absentee Precinct" 437 285 132 14 4 2 0
"Lexington City" Provisional 0 0 0 0 0 0 0
"Loudoun County" "107 - Little River" 1788 932 718 66 30 16 26
"Loudoun County" "108 - Mercer" 1780 978 707 43 30 8 14
"Loudoun County" "112 - Freedom" 1243 768 421 21 21 3 9
"Loudoun County" "114 - Dulles South" 1543 934 525 26 23 22 13
"Loudoun County" "117 - Carter" 941 640 237 25 19 11 9
"Loudoun County" "118 - Moorefield" 1679 1047 534 44 36 5 13
"Loudoun County" "119 - Arcola" 3091 1794 1095 104 55 22 21
"Loudoun County" "120 - Lunsford" 1796 1043 660 48 20 10 15
"Loudoun County" "121 - Town Hall" 1183 636 455 41 32 9 10
"Loudoun County" "122 - Hutchison Farm" 1982 1146 709 52 43 10 22
"Loudoun County" "123 - Cardinal Ridge" 1115 597 434 39 25 8 12
"Loudoun County" "124 - Liberty" 1213 708 437 31 20 9 8
"Loudoun County" "125 - Rock Ridge" 1635 1113 440 30 25 11 16
"Loudoun County" "207 - River Bend" 1152 599 467 40 25 11 10
"Loudoun County" "208 - Algonkian" 1300 684 504 43 38 15 16
"Loudoun County" "209 - Potomac Falls" 1765 1025 612 56 35 16 21
"Loudoun County" "210 - Cascades" 2135 1231 735 87 38 22 22
"Loudoun County" "213 - Countryside" 762 429 270 33 16 7 7
"Loudoun County" "214 - Sugarland North" 2108 1157 782 76 55 12 26
"Loudoun County" "215 - Sugarland South" 2015 1210 660 76 35 15 19
"Loudoun County" "216 - Lowes Island" 1628 850 673 39 22 13 31
"Loudoun County" "217 - South Bank" 1941 1113 710 48 37 13 20
"Loudoun County" "218 - University Center" 1333 834 399 55 22 19 4
"Loudoun County" "219 - Galilee Church" 1566 876 547 76 36 15 16
"Loudoun County" "301 - Purcellville" 2155 932 1038 83 60 10 32
"Loudoun County" "302 - Round Hill" 1854 719 999 71 37 10 18
"Loudoun County" "303 - Hillsboro" 1672 636 936 39 26 10 25
"Loudoun County" "305 - Philomont" 841 345 438 27 11 7 13
"Loudoun County" "307 - Middleburg" 873 495 338 17 9 7 7
"Loudoun County" "308 - St Louis" 912 474 384 29 10 4 11
"Loudoun County" "309 - Aldie" 690 303 346 19 8 7 7
"Loudoun County" "310 - Mountain View" 2100 805 1093 89 73 18 22
"Loudoun County" "311 - Round Hill Elementary" 1790 658 986 57 42 14 33
"Loudoun County" "312 - Briar Woods" 1853 1114 635 58 18 13 15
"Loudoun County" "313 - Pinebrook" 3703 2135 1355 102 57 30 24
"Loudoun County" "314 - Legacy" 3126 2015 968 64 35 21 23
"Loudoun County" "315 - Firehouse" 616 228 358 15 7 1 7
"Loudoun County" "316 - Creighton's Corner" 2817 1662 957 88 68 24 18
"Loudoun County" "318 - Madison's Trust" 1583 614 851 56 35 9 18
"Loudoun County" "401 - West Lovettsville" 2236 851 1229 88 42 11 15
"Loudoun County" "402 - Waterford" 1801 731 945 68 22 14 21
"Loudoun County" "403 - Lucketts" 2144 929 1095 63 28 17 12
"Loudoun County" "407 - Harper Park" 1174 620 486 32 21 3 12
"Loudoun County" "408 - Evergreen" 1533 818 616 48 22 11 18
"Loudoun County" "409 - Clarkes Gap" 1880 730 1044 47 30 11 18
"Loudoun County" "411 - East Lovettsville" 1511 586 816 53 27 13 16
"Loudoun County" "413 - Tuscarora" 93 38 49 3 0 3 0
"Loudoun County" "414 - Red Rock" 1097 637 405 27 16 4 8
"Loudoun County" "416 - Hamilton" 2309 962 1200 64 42 15 26
"Loudoun County" "419 - J. L. Simpson" 1811 705 997 43 38 9 19
"Loudoun County" "420 - River Creek" 1556 686 802 28 14 6 20
"Loudoun County" "421 - Between The Hills" 258 88 153 6 6 4 1
"Loudoun County" "501 - West Leesburg" 1775 933 698 53 44 15 32
"Loudoun County" "502 - East Leesburg" 1975 1273 559 72 40 19 12
"Loudoun County" "503 - Dry Mill" 959 472 392 49 27 10 9
"Loudoun County" "504 - Smarts Mill" 1797 960 662 92 45 14 24
"Loudoun County" "505 - Cool Spring" 2007 990 856 81 42 13 25
"Loudoun County" "506 - Brandon Park" 1223 714 391 53 32 21 12
"Loudoun County" "507 - Greenway" 1029 524 413 45 28 7 12
"Loudoun County" "508 - Balls Bluff" 1996 1032 800 74 45 18 27
"Loudoun County" "509 - Tolbert" 2107 1345 654 55 22 18 13
"Loudoun County" "510 - Heritage" 1188 578 540 30 22 4 14
"Loudoun County" "615 - Hillside" 1827 986 701 60 44 17 19
"Loudoun County" "616 - Eagle Ridge" 1924 1087 697 71 33 18 18
"Loudoun County" "617 - Oak Grove" 841 635 167 16 11 8 4
"Loudoun County" "619 - Ridgetop" 929 626 243 32 13 8 7
"Loudoun County" "620 - Russell Branch" 2202 1193 849 67 55 15 23
"Loudoun County" "621 - Dominion Trail" 2312 1326 824 72 55 8 27
"Loudoun County" "622 - Farmwell Station" 1999 1266 626 52 33 11 11
"Loudoun County" "623 - Weller" 1474 804 607 28 19 6 10
"Loudoun County" "625 - Mill Run" 801 402 346 26 15 1 11
"Loudoun County" "626 - Ashby Ponds" 798 411 359 7 9 2 10
"Loudoun County" "627 - Ashbrook" 1418 903 428 45 16 16 10
"Loudoun County" "628 - Moorefield Station" 1867 1144 596 66 34 14 13
"Loudoun County" "629 - Discovery" 546 301 223 8 5 4 5
"Loudoun County" "701 - Sully" 1816 1086 611 53 34 15 17
"Loudoun County" "702 - Park View" 1515 912 505 42 27 17 12
"Loudoun County" "703 - Rolling Ridge" 1900 1260 509 57 31 31 12
"Loudoun County" "705 - Forest Grove" 2234 1313 775 75 40 12 19
"Loudoun County" "707 - Claude Moore Park" 1435 930 421 39 26 9 10
"Loudoun County" "708 - Seneca" 1583 885 593 38 27 18 22
"Loudoun County" "709 - Mirror Ridge" 1783 1173 472 55 42 21 20
"Loudoun County" "710 - Sterling" 1537 939 494 50 25 17 12
"Loudoun County" "808 - Stone Bridge" 2318 1218 884 103 69 16 28
"Loudoun County" "810 - Cedar Lane" 1954 1108 689 66 49 13 29
"Loudoun County" "813 - Seldens Landing" 1491 881 523 48 21 6 12
"Loudoun County" "814 - Newton - Lee" 1993 992 898 37 30 5 31
"Loudoun County" "815 - Belmont Ridge" 1674 892 692 33 27 1 29
"Loudoun County" "817 - Sanders Corner" 2424 1250 972 75 55 29 43
"Loudoun County" "818 - Broad Run" 1576 868 603 48 28 10 19
"Loudoun County" "819 - Heritage Church" 1511 784 627 42 30 16 12
"Loudoun County" "820 - Belmont Station" 1647 919 631 40 40 7 10
"Loudoun County" "822 - Riverside" 1265 696 492 35 16 6 20
"Loudoun County" "Ab - Central Absentee Precinct" 31586 18822 10617 992 562 190 403
"Loudoun County" Provisional 179 102 60 9 3 2 3
"Louisa County" "101 - Zion" 1768 697 977 59 10 10 15
"Louisa County" "102 - Mechanicsville" 934 349 528 31 16 6 4
"Louisa County" "201 - Louisa #1" 1056 369 624 26 14 15 8
"Louisa County" "202 - Louisa #2" 1012 334 614 35 12 10 7
"Louisa County" "301 - Patrick Henry No 1" 1806 926 808 44 12 7 9
"Louisa County" "302 - Patrick Henry #2" 489 183 281 12 4 6 3
"Louisa County" "401 - Mineral" 1646 480 1105 37 14 6 4
"Louisa County" "402 - Yanceyville" 526 202 290 11 6 14 3
"Louisa County" "501 - Fredericks Hall" 539 229 285 15 2 5 3
"Louisa County" "502 - Cuckoo" 870 268 557 29 5 5 6
"Louisa County" "503 - Elk Creek" 618 153 436 16 8 4 1
"Louisa County" "601 - Bumpass" 920 193 690 21 4 6 6
"Louisa County" "602 - Locust Creek" 1223 326 824 48 13 8 4
"Louisa County" "701 - Sheltons Mill" 1348 372 911 41 15 6 3
"Louisa County" "702 - South Anna" 978 320 614 21 11 5 7
"Louisa County" "Ab - Central Absentee Precinct" 1893 807 983 59 17 11 16
"Louisa County" Provisional 5 4 1 0 0 0 0
"Lunenburg County" "101 - Plymouth" 625 165 440 14 3 2 1
"Lunenburg County" "201 - Browns Store" 570 192 356 14 5 0 3
"Lunenburg County" "301 - Rosebud" 395 79 306 5 2 3 0
"Lunenburg County" "302 - Flat Rock" 448 170 267 7 1 0 3
"Lunenburg County" "401 - Arrowhead Gun Club" 280 55 214 4 2 5 0
"Lunenburg County" "402 - Pleasant Grove" 508 141 351 7 4 5 0
"Lunenburg County" "501 - Reedy Creek" 374 199 162 9 1 0 3
"Lunenburg County" "502 - Peoples Community Center" 412 278 121 4 6 3 0
"Lunenburg County" "601 - Hounds Creek" 710 430 271 6 1 2 0
"Lunenburg County" "701 - Meherrin Fire Department" 343 148 186 3 2 4 0
"Lunenburg County" "702 - Victoria Public Library" 414 151 256 6 1 0 0
"Lunenburg County" "Ab - Central Absentee Precinct" 507 219 274 9 4 1 0
"Lunenburg County" Provisional 0 0 0 0 0 0 0
"Lynchburg City" "101 - First Ward First Precinct" 2897 1198 1453 110 95 14 27
"Lynchburg City" "102 - First Ward Second Precinct" 2566 951 1384 117 73 19 22
"Lynchburg City" "103 - First Ward Third Precinct" 1804 749 934 69 36 4 12
"Lynchburg City" "104 - First Ward Fourth Precinct" 935 503 349 50 14 11 8
"Lynchburg City" "105 - First Ward Fifth Precinct" 1163 603 446 68 30 6 10
"Lynchburg City" "201 - Second Ward First Precinct" 2458 1805 489 69 46 19 30
"Lynchburg City" "202 - Second Ward Second Precinct" 1906 1459 339 55 26 13 14
"Lynchburg City" "203 - Second Ward Third Precinct" 723 563 141 8 7 1 3
"Lynchburg City" "204 - Second Ward Fourth Precinct" 661 348 281 17 6 4 5
"Lynchburg City" "301 - Third Ward First Precinct" 1091 520 458 57 37 11 8
"Lynchburg City" "302 - Third Ward Second Precinct" 3205 140 2739 137 156 4 29
"Lynchburg City" "303 - Third Ward Third Precinct" 1295 446 722 63 41 10 13
"Lynchburg City" "304 - Third Ward Fourth Precinct" 1205 399 691 52 39 10 14
"Lynchburg City" "305 - Third Ward Fifth Precinct" 2528 670 1672 78 81 7 20
"Lynchburg City" "401 - Fourth Ward First Precinct" 2943 857 1855 102 93 12 24
"Lynchburg City" "402 - Fourth Ward Second Precinct" 1111 432 607 38 20 5 9
"Lynchburg City" "403 - Fourth Ward Third Precinct" 2420 901 1251 134 92 21 21
"Lynchburg City" "404 - Fourth Ward Fourth Precinct" 2245 973 1100 82 48 18 24
"Lynchburg City" "Ab - Central Absentee Precinct" 2505 1270 1068 72 58 18 19
"Lynchburg City" Provisional 10 5 3 1 0 1 0
"Madison County" "1 - Oak Park" 732 277 420 20 8 4 3
"Madison County" "2 - Radiant" 1067 347 665 28 12 7 8
"Madison County" "3 - Rochelle" 517 136 359 11 6 3 2
"Madison County" "4 - Graves Mill" 63 13 44 4 1 1 0
"Madison County" "5 - Madison" 1196 390 743 38 13 7 5
"Madison County" "6 - Wolftown" 668 205 420 27 12 3 1
"Madison County" "7 - Brightwood" 1189 285 852 21 20 5 6
"Madison County" "8 - Criglersville" 561 177 359 9 7 2 7
"Madison County" "9 - Etlan" 326 75 234 9 1 4 3
"Madison County" "Ab - Central Absentee Precinct" 658 297 322 17 7 7 8
"Madison County" Provisional 2 1 1 0 0 0 0
"Manassas City" "1 - Dean" 2975 1488 1294 90 54 22 27
"Manassas City" "2 - Weems" 2147 1150 819 85 37 24 32
"Manassas City" "3 - Metz" 2365 1274 936 66 39 22 28
"Manassas City" "4 - Haydon" 2511 1350 1004 81 34 30 12
"Manassas City" "5 - Baldwin" 2476 1501 797 85 42 27 24
"Manassas City" "Ab - Central Absentee Precinct" 2919 1645 1100 81 40 22 31
"Manassas City" Provisional 18 15 3 0 0 0 0
"Manassas Park City" "1 - Precinct One" 1411 912 419 36 22 15 7
"Manassas Park City" "2 - Precinct Two" 1354 813 468 48 13 6 6
"Manassas Park City" "3 - Precinct Three" 1351 846 425 41 14 13 12
"Manassas Park City" "Ab - Central Absentee Precinct" 1108 628 418 37 8 11 6
"Manassas Park City" Provisional 8 5 3 0 0 0 0
"Martinsville City" "1 - Precinct #1" 561 531 22 2 3 2 1
"Martinsville City" "2 - Precinct #2" 1122 643 418 27 16 13 5
"Martinsville City" "3 - Precinct #3" 727 487 221 9 6 0 4
"Martinsville City" "4 - Precinct #4" 1117 731 359 14 6 3 4
"Martinsville City" "5 - Precinct #5" 1504 505 913 54 15 6 11
"Martinsville City" "6 - Precinct #6" 310 303 2 0 3 2 0
"Martinsville City" "Ab - Central Absentee Precinct" 563 331 214 7 2 3 6
"Martinsville City" Provisional 3 2 0 1 0 0 0
"Mathews County" "1 - Chesapeake" 977 256 667 38 9 6 1
"Mathews County" "2 - Westville" 1522 424 1034 42 4 10 8
"Mathews County" "3 - Piankatank" 1677 496 1107 44 12 13 5
"Mathews County" "Ab - Central Absentee Precinct" 1133 387 707 23 11 2 3
"Mathews County" Provisional 2 0 2 0 0 0 0
"Mecklenburg County" "101 - Wrights Store" 468 241 219 7 0 0 1
"Mecklenburg County" "102 - Pearsons Store" 171 50 117 2 2 0 0
"Mecklenburg County" "103 - South Clarksville" 843 454 374 8 5 1 1
"Mecklenburg County" "201 - Boydton" 452 225 215 10 1 0 1
"Mecklenburg County" "202 - Bluestone Senior High School" 190 112 74 3 0 1 0
"Mecklenburg County" "203 - Chase City Vfw Post" 397 316 73 4 0 0 4
"Mecklenburg County" "301 - Bracey" 1002 248 731 16 4 1 2
"Mecklenburg County" "302 - Lacrosse" 670 287 374 5 1 1 2
"Mecklenburg County" "401 - American Legion Hall" 1187 770 401 9 1 3 3
"Mecklenburg County" "402 - Park View Middle School" 197 125 68 0 0 2 2
"Mecklenburg County" "501 - South Hill" 1424 594 788 26 8 3 5
"Mecklenburg County" "601 - Baskerville" 603 197 389 9 3 2 3
"Mecklenburg County" "602 - Union Level" 334 61 262 7 3 1 0
