DIST COUNTY AREA TOTAL DEM REP IND OTH
7 DOUGLAS "City of SUPERIOR Wards 13-16,20-22" 5476 1715 1019 0 4
7 DOUGLAS "City of SUPERIOR Wards 17-19,30-32" 3640 1182 633 0 5
7 DOUGLAS "City of SUPERIOR Wards 23-29" 5758 1715 1161 0 3
7 FLORENCE "Town of AURORA Wards 1-3" 1176 146 442 0 0
7 FLORENCE "Town of COMMONWEALTH Wards 1-3" 530 65 200 0 0
7 FLORENCE "Town of FENCE Ward 1" 254 21 106 0 0
7 FLORENCE "Town of FERN Ward 1" 256 23 105 0 0
7 FLORENCE "Town of FLORENCE Wards 1-7" 2620 387 923 0 0
7 FLORENCE "Town of HOMESTEAD Ward 1" 506 66 187 0 0
7 FLORENCE "Town of LONG LAKE Ward 1" 258 28 101 0 0
7 FLORENCE "Town of TIPLER Ward 1" 202 16 85 0 0
7 FOREST "Town of ALVIN Ward 1" 202 29 72 0 0
7 FOREST "Town of ARGONNE Wards 1-3" 598 73 226 0 0
7 FOREST "Town of ARMSTRONG CREEK Ward 1" 512 73 183 0 0
7 FOREST "Town of BLACKWELL Ward 1" 120 12 47 0 1
7 FOREST "Town of CASWELL Ward 1" 106 10 43 0 0
7 FOREST "Town of CRANDON Wards 1-3" 714 113 244 0 0
7 FOREST "Town of FREEDOM Ward 1" 492 78 168 0 0
7 FOREST "Town of HILES Ward 1" 532 89 177 0 0
7 FOREST "Town of LAONA Wards 1-3" 1330 230 435 0 0
7 FOREST "Town of LINCOLN Wards 1-3" 1162 242 338 0 1
7 FOREST "Town of NASHVILLE Ward 1" 464 68 164 0 0
7 FOREST "Town of NASHVILLE Ward 2" 362 148 33 0 0
7 FOREST "Town of NASHVILLE Ward 3" 494 86 161 0 0
7 FOREST "Town of POPPLE RIVER Ward 1" 48 10 14 0 0
7 FOREST "Town of ROSS Ward 1" 168 13 71 0 0
7 FOREST "Town of WABENO Wards 1-5" 1030 227 288 0 0
7 FOREST "City of CRANDON Wards 1-4" 1648 276 548 0 0
7 IRON "Town of ANDERSON Ward 1" 88 23 21 0 0
7 IRON "Town of CAREY Ward 1" 198 31 68 0 0
7 IRON "Town of GURNEY Ward 1" 194 50 47 0 0
7 IRON "Town of KIMBALL Ward 1" 668 131 203 0 0
7 IRON "Town of KNIGHT Ward 1" 258 52 77 0 0
7 IRON "Town of MERCER Wards 1-4" 2322 408 753 0 0
7 IRON "Town of OMA Ward 1" 506 91 162 0 0
7 IRON "Town of PENCE Ward 1" 234 55 62 0 0
7 IRON "Town of SAXON Ward 1" 440 74 145 0 1
7 IRON "Town of SHERMAN Ward 1" 450 83 142 0 0
7 IRON "City of HURLEY Ward 1" 462 94 137 0 0
7 IRON "City of HURLEY Ward 2" 460 96 134 0 0
7 IRON "City of HURLEY Ward 3" 268 60 74 0 0
7 IRON "City of HURLEY Ward 4" 402 87 113 0 1
7 IRON "City of MONTREAL Wards 1-2" 930 207 258 0 0
7 JACKSON "Town of ALMA Wards 1,4" 320 58 102 0 0
7 JACKSON "Town of BEAR BLUFF Ward 1" 198 9 90 0 0
7 JACKSON "Town of CITY POINT Ward 1" 226 42 71 0 0
7 JACKSON "Town of CLEVELAND Ward 1" 546 84 189 0 0
7 JACKSON "Town of GARDEN VALLEY Ward 1" 484 78 164 0 0
7 JACKSON "Town of KNAPP Ward 1" 406 55 148 0 0
7 JUNEAU "Town of ARMENIA Ward 1" 848 136 287 0 1
7 JUNEAU "Town of CLEARFIELD Ward 1" 722 110 251 0 0
7 JUNEAU "Town of CUTLER Ward 1" 438 55 164 0 0
7 JUNEAU "Town of FINLEY Ward 1" 132 19 47 0 0
7 JUNEAU "Town of GERMANTOWN Ward 2" 1020 171 339 0 0
7 JUNEAU "Town of KINGSTON Ward 1" 38 0 19 0 0
7 JUNEAU "Town of LISBON Ward 3" 10 1 4 0 0
7 JUNEAU "Town of NECEDAH Wards 1-4" 2758 365 1013 0 1
7 JUNEAU "Village of NECEDAH Ward 1" 924 183 279 0 0
7 LANGLADE "Town of ACKLEY Ward 1" 616 97 211 0 0
7 LANGLADE "Town of AINSWORTH Ward 1" 632 80 236 0 0
7 LANGLADE "Town of ANTIGO Wards 1-2" 1692 249 597 0 0
7 LANGLADE "Town of ELCHO Wards 1-2" 1594 271 526 0 0
7 LANGLADE "Town of EVERGREEN Ward 1" 630 84 231 0 0
7 LANGLADE "Town of LANGLADE Wards 1-2" 604 94 208 0 0
7 LANGLADE "Town of NEVA Ward 1" 1056 155 373 0 0
7 LANGLADE "Town of NORWOOD Ward 1" 1144 152 420 0 0
7 LANGLADE "Town of PARRISH Ward 1" 144 20 52 0 0
7 LANGLADE "Town of PECK Ward 1" 400 48 152 0 0
7 LANGLADE "Town of POLAR Wards 1-2" 1304 192 460 0 0
7 LANGLADE "Town of PRICE Wards 1-2" 268 51 83 0 0
7 LANGLADE "Town of ROLLING Wards 1-2" 1728 260 604 0 0
7 LANGLADE "Town of SUMMIT Ward 1" 188 28 66 0 0
7 LANGLADE "Town of UPHAM Ward 1" 1058 169 360 0 0
7 LANGLADE "Town of VILAS Ward 1" 262 27 104 0 0
7 LANGLADE "Town of WOLF RIVER Wards 1-2" 1046 155 368 0 0
7 LANGLADE "Village of WHITE LAKE Ward 1" 326 65 98 0 0
7 LANGLADE "City of ANTIGO Ward 1" 782 175 216 0 0
7 LANGLADE "City of ANTIGO Ward 2" 1004 203 299 0 0
7 LANGLADE "City of ANTIGO Ward 3" 734 133 234 0 0
7 LANGLADE "City of ANTIGO Ward 4" 810 183 222 0 0
7 LANGLADE "City of ANTIGO Ward 5" 614 128 179 0 0
7 LANGLADE "City of ANTIGO Ward 6" 720 119 241 0 0
7 LANGLADE "City of ANTIGO Ward 7" 1098 219 330 0 0
7 LANGLADE "City of ANTIGO Ward 8" 764 139 243 0 0
7 LANGLADE "City of ANTIGO Ward 9" 960 180 300 0 0
7 LINCOLN "Town of BIRCH Ward 1" 526 100 163 0 0
7 LINCOLN "Town of BRADLEY Wards 1-5" 3190 611 984 0 0
7 LINCOLN "Town of CORNING Wards 1-2" 1010 141 364 0 0
7 LINCOLN "Town of HARDING Ward 1" 522 87 174 0 0
7 LINCOLN "Town of HARRISON Wards 1-3" 1218 221 388 0 0
7 LINCOLN "Town of KING Wards 1-2" 1358 270 409 0 0
7 LINCOLN "Town of MERRILL Wards 1-7" 3488 580 1164 0 0
7 LINCOLN "Town of PINE RIVER Wards 1-3" 2354 375 802 0 0
7 LINCOLN "Town of ROCK FALLS Wards 1-2" 886 136 307 0 0
7 LINCOLN "Town of RUSSELL Ward 1" 734 127 240 0 0
7 LINCOLN "Town of SCHLEY Wards 1-2" 1068 138 396 0 0
7 LINCOLN "Town of SCOTT Wards 1-2" 1784 292 600 0 0
7 LINCOLN "Town of SKANAWAN Ward 1" 578 124 165 0 0
7 LINCOLN "Town of SOMO Ward 1" 164 27 55 0 0
7 LINCOLN "Town of TOMAHAWK Ward 1" 616 108 200 0 0
7 LINCOLN "Town of WILSON Ward 1" 450 76 149 0 0
7 LINCOLN "City of MERRILL Wards 1-2" 1208 266 338 0 0
7 LINCOLN "City of MERRILL Wards 3-4" 1192 250 346 0 0
7 LINCOLN "City of MERRILL Wards 5-7" 960 222 258 0 0
7 LINCOLN "City of MERRILL Wards 8-9" 1062 208 323 0 0
7 LINCOLN "City of MERRILL Wards 10-12" 1186 279 314 0 0
7 LINCOLN "City of MERRILL Wards 13-14" 1268 261 373 0 0
7 LINCOLN "City of MERRILL Wards 15-17" 1274 309 328 0 0
7 LINCOLN "City of MERRILL Wards 18-19" 960 196 284 0 0
7 LINCOLN "City of TOMAHAWK Wards 1-2" 1044 235 287 0 0
7 LINCOLN "City of TOMAHAWK Wards 3-4" 1250 259 366 0 0
7 LINCOLN "City of TOMAHAWK Wards 5-6" 1154 231 346 0 0
7 MARATHON "Town of BERGEN Ward 1" 1010 180 325 0 0
7 MARATHON "Town of BERLIN Wards 1-2" 1210 157 448 0 0
7 MARATHON "Town of BERN Ward 1" 506 68 185 0 0
7 MARATHON "Town of BEVENT Wards 1-2" 1404 271 431 0 0
7 MARATHON "Town of BRIGHTON Ward 1" 566 53 230 0 0
7 MARATHON "Town of CASSEL Ward 1" 1170 177 407 0 1
7 MARATHON "Town of CLEVELAND Wards 1-2" 1796 243 655 0 0
7 MARATHON "Town of DAY Wards 1-2" 1306 186 467 0 0
7 MARATHON "Town of EASTON Wards 1-2" 1530 199 566 0 0
7 MARATHON "Town of EAU PLEINE Ward 1" 832 121 294 0 1
7 MARATHON "Town of ELDERON Ward 1" 740 103 267 0 0
7 MARATHON "Town of EMMET Wards 1-2" 1178 195 394 0 0
7 MARATHON "Town of FRANKFORT Ward 1" 672 92 244 0 0
7 MARATHON "Town of FRANZEN Ward 1" 624 88 224 0 0
7 MARATHON "Town of GREEN VALLEY Ward 1" 720 108 252 0 0
7 MARATHON "Town of GUENTHER Ward 1" 470 68 167 0 0
7 MARATHON "Town of HALSEY Ward 1" 612 59 247 0 0
7 MARATHON "Town of HAMBURG Ward 1" 980 136 353 0 1
7 MARATHON "Town of HARRISON Ward 1" 398 53 146 0 0
7 MARATHON "Town of HEWITT Ward 1" 756 88 290 0 0
7 MARATHON "Town of HOLTON Ward 1" 860 101 329 0 0
7 MARATHON "Town of HULL Ward 1" 672 79 257 0 0
7 MARATHON "Town of JOHNSON Ward 1" 802 100 301 0 0
7 MARATHON "Town of KNOWLTON Wards 1-3" 2548 423 851 0 0
7 MARATHON "Town of MARATHON Wards 1-2" 1290 157 486 0 2
7 MARATHON "Town of MCMILLAN Wards 1-3" 2572 481 805 0 0
7 MARATHON "Town of MOSINEE Wards 1-3" 2776 447 939 0 2
7 MARATHON "Town of NORRIE Ward 1" 1202 203 398 0 0
7 MARATHON "Town of PLOVER Ward 1" 830 110 305 0 0
7 MARATHON "Town of REID Wards 1-2" 1512 263 493 0 0
7 MARATHON "Town of RIB FALLS Ward 1" 1206 135 468 0 0
7 MARATHON "Town of RIB MOUNTAIN Wards 1-10" 9424 1818 2882 0 12
7 MARATHON "Town of RIETBROCK Ward 1" 1024 136 376 0 0
7 MARATHON "Town of RINGLE Wards 1-2" 2254 377 750 0 0
7 MARATHON "Town of SPENCER Wards 1-2" 1828 272 642 0 0
7 MARATHON "Town of STETTIN Wards 1-4" 3282 500 1139 0 2
7 MARATHON "Town of STETTIN Ward 5" 0 0 0 0 0
7 MARATHON "Town of TEXAS Wards 1-2" 2088 341 703 0 0
7 MARATHON "Town of WAUSAU Wards 1-3" 2848 458 966 0 0
7 MARATHON "Town of WESTON Ward 1" 818 131 278 0 0
7 MARATHON "Town of WIEN Ward 1" 886 133 310 0 0
7 MARATHON "Village of ATHENS Wards 1-2" 1174 178 409 0 0
7 MARATHON "VILLAGE OF BIRNAMWOOD Ward 2" 24 6 6 0 0
7 MARATHON "VILLAGE OF DORCHESTER Ward 2" 4 1 1 0 0
7 MARATHON "VILLAGE OF DORCHESTER Ward 3" 0 0 0 0 0
7 MARATHON "Village of EDGAR Wards 1-2" 1660 298 531 0 1
7 MARATHON "Village of ELDERON Ward 1" 184 32 60 0 0
7 MARATHON "Village of FENWOOD Ward 1" 184 19 73 0 0
7 MARATHON "Village of HATLEY Ward 1" 712 106 250 0 0
7 MARATHON "Village of KRONENWETTER Wards 1-5" 4426 897 1312 0 4
7 MARATHON "Village of KRONENWETTER Wards 6-10" 5458 983 1741 0 5
7 MARATHON "Village of Maine Wards 1-4" 3430 559 1155 0 1
7 MARATHON "Village of MARATHON CITY Wards 1-3" 1818 293 616 0 0
7 MARATHON "Village of MARATHON CITY Ward 4" 0 0 0 0 0
7 MARATHON "Village of ROTHSCHILD Wards 1-3" 2834 659 756 0 2
7 MARATHON "Village of ROTHSCHILD Wards 4-6" 3532 805 961 0 0
7 MARATHON "Village of ROTHSCHILD Ward 7" 0 0 0 0 0
7 MARATHON "Village of SPENCER Wards 1-3" 1884 326 615 0 1
7 MARATHON "Village of STRATFORD Wards 1-2" 1742 264 606 0 1
7 MARATHON "Village of UNITY Ward 1" 208 27 77 0 0
7 MARATHON "Village of WESTON Wards 1-13" 16198 3382 4709 0 8
7 MARATHON "CITY OF ABBOTSFORD Wards 1,6" 302 52 99 0 0
7 MARATHON "CITY OF COLBY Ward 1" 514 102 154 0 1
7 MARATHON "CITY OF MARSHFIELD Wards 12,20-21,24" 942 231 240 0 0
7 MARATHON "City of MOSINEE Wards 1-2,6-7" 2474 442 794 0 1
7 MARATHON "City of MOSINEE Wards 3-5" 2448 420 804 0 0
7 MARATHON "City of SCHOFIELD Wards 1-4" 2340 586 583 0 1
7 MARATHON "City of WAUSAU Ward 1" 2028 566 447 0 1
7 MARATHON "City of WAUSAU Ward 2" 2046 589 432 0 2
7 MARATHON "City of WAUSAU Ward 3" 1024 279 233 0 0
7 MARATHON "City of WAUSAU Ward 4" 544 92 180 0 0
7 MARATHON "City of WAUSAU Ward 5" 1434 386 329 0 2
7 MARATHON "City of WAUSAU Ward 6" 1038 306 211 0 2
7 MARATHON "City of WAUSAU Ward 7" 1312 336 317 0 3
7 MARATHON "City of WAUSAU Ward 8" 988 267 225 0 2
7 MARATHON "City of WAUSAU Ward 9" 592 158 137 0 1
7 MARATHON "City of WAUSAU Ward 10" 362 81 100 0 0
7 MARATHON "City of WAUSAU Ward 11" 0 0 0 0 0
7 MARATHON "City of WAUSAU Ward 12" 1880 570 366 0 4
7 MARATHON "City of WAUSAU Ward 13" 1456 373 354 0 1
7 MARATHON "City of WAUSAU Ward 14" 1518 380 379 0 0
7 MARATHON "City of WAUSAU Ward 15" 2622 634 676 0 1
7 MARATHON "City of WAUSAU Ward 16" 1840 406 512 0 2
7 MARATHON "City of WAUSAU Ward 17" 1878 479 459 0 1
7 MARATHON "City of WAUSAU Ward 18" 1746 456 416 0 1
7 MARATHON "City of WAUSAU Ward 19" 1544 385 387 0 0
7 MARATHON "City of WAUSAU Ward 20" 1620 422 387 0 1
7 MARATHON "City of WAUSAU Ward 21" 1406 356 346 0 1
7 MARATHON "City of WAUSAU Ward 22" 1514 375 382 0 0
7 MARATHON "City of WAUSAU Ward 23" 1676 462 375 0 1
7 MARATHON "City of WAUSAU Ward 24" 2034 483 534 0 0
7 MARATHON "City of WAUSAU Ward 25" 2112 501 555 0 0
7 MARATHON "City of WAUSAU Ward 26" 1954 446 530 0 1
7 MARATHON "City of WAUSAU Ward 27" 0 0 0 0 0
7 MARATHON "City of WAUSAU Ward 28" 4 0 2 0 0
7 MARATHON "City of WAUSAU Ward 29" 0 0 0 0 0
7 MARATHON "City of WAUSAU Ward 30" 0 0 0 0 0
7 MARATHON "City of WAUSAU Ward 31" 0 0 0 0 0
7 MARATHON "City of WAUSAU Ward 32" 0 0 0 0 0
7 MARATHON "City of WAUSAU Ward 33" 2 0 1 0 0
7 MARATHON "City of WAUSAU Ward 34" 0 0 0 0 0
7 MARATHON "City of WAUSAU Ward 35" 0 0 0 0 0
7 MARATHON "City of WAUSAU Ward 36" 0 0 0 0 0
7 MARATHON "City of WAUSAU Ward 37" 4 0 2 0 0
7 MARATHON "City of WAUSAU Ward 38" 4 2 0 0 0
7 MARATHON "City of WAUSAU Ward 48" 0 0 0 0 0
7 MARATHON "City of WAUSAU Ward 49" 0 0 0 0 0
7 MARATHON "City of WAUSAU Ward 50" 0 0 0 0 0
7 MARATHON "City of WAUSAU Ward 51" 4 2 0 0 0
7 MONROE "Town of BYRON Ward 1" 1242 191 430 0 0
7 MONROE "Town of LA GRANGE Wards 1A,2A,3A" 2306 396 753 0 4
7 MONROE "Town of LINCOLN Ward 1" 944 99 372 0 1
7 MONROE "Town of SCOTT Ward 1" 110 8 47 0 0
7 MONROE "Village of WARRENS Ward 1" 534 75 191 0 1
7 MONROE "Village of WYEVILLE Ward 1" 146 27 46 0 0
7 MONROE "City of TOMAH Wards 5B,24" 0 0 0 0 0
7 ONEIDA "Town of CASSIAN Wards 1-2" 1512 296 459 0 1
7 ONEIDA "Town of CRESCENT Wards 1-3" 2788 623 770 0 1
7 ONEIDA "Town of ENTERPRISE Ward 1" 502 67 184 0 0
7 ONEIDA "Town of HAZELHURST Wards 1-2" 1844 369 553 0 0
7 ONEIDA "Town of LAKE TOMAHAWK Wards 1-2" 1506 269 482 0 2
7 ONEIDA "Town of LITTLE RICE Ward 1" 514 81 176 0 0
7 ONEIDA "Town of LYNNE Ward 1" 170 32 53 0 0
7 ONEIDA "Town of MINOCQUA Wards 1-7" 7054 1349 2176 0 2
7 ONEIDA "Town of MONICO Ward 1" 362 48 133 0 0
7 ONEIDA "Town of NEWBOLD Ward 1" 526 104 159 0 0
7 ONEIDA "Town of NEWBOLD Wards 2-4" 3336 737 928 0 3
7 ONEIDA "Town of NOKOMIS Wards 1-2" 2012 401 605 0 0
7 ONEIDA "Town of PELICAN Wards 1-4" 3440 757 961 0 2
7 ONEIDA "Town of PIEHL Ward 1" 92 18 28 0 0
7 ONEIDA "Town of PINE LAKE Wards 1-4" 3378 750 938 0 1
7 ONEIDA "Town of SCHOEPKE Ward 1" 582 110 181 0 0
7 ONEIDA "Town of STELLA Wards 1-2" 780 175 215 0 0
7 ONEIDA "Town of SUGAR CAMP Wards 1-2" 2476 399 838 0 1
7 ONEIDA "Town of THREE LAKES Wards 1-4" 3444 563 1159 0 0
7 ONEIDA "Town of WOODBORO Ward 1" 1154 224 353 0 0
7 ONEIDA "Town of WOODRUFF Wards 1-3" 2700 576 771 0 3
7 ONEIDA "City of RHINELANDER Ward 1" 944 248 224 0 0
7 ONEIDA "City of RHINELANDER Wards 2-3" 934 254 213 0 0
7 ONEIDA "City of RHINELANDER Wards 4-5" 870 238 196 0 1
7 ONEIDA "City of RHINELANDER Wards 6-7" 816 208 197 0 3
7 ONEIDA "City of RHINELANDER Wards 8-9" 1268 340 292 0 2
7 ONEIDA "City of RHINELANDER Ward 10" 944 237 234 0 1
7 ONEIDA "City of RHINELANDER Wards 11-12" 886 264 179 0 0
7 ONEIDA "City of RHINELANDER Wards 13-14" 924 242 220 0 0
7 POLK "Town of ALDEN Wards 1-4" 3594 614 1183 0 0
7 POLK "Town of APPLE RIVER Wards 1-2" 1330 226 439 0 0
7 POLK "Town of BALSAM LAKE Wards 1-2" 1808 279 625 0 0
7 POLK "Town of BEAVER Ward 1" 1038 181 338 0 0
7 POLK "Town of BLACK BROOK Wards 1-2" 1722 265 596 0 0
7 POLK "Town of BONE LAKE Ward 1" 860 166 264 0 0
7 POLK "Town of CLAM FALLS Ward 1" 628 116 198 0 0
7 POLK "Town of CLAYTON Ward 1" 1124 194 368 0 0
7 POLK "Town of CLEAR LAKE Ward 1" 1006 111 392 0 0
7 POLK "Town of EUREKA Wards 1-2" 2150 345 730 0 0
7 POLK "Town of FARMINGTON Wards 1-2" 2432 371 845 0 0
7 POLK "Town of GARFIELD Wards 1-3" 1998 334 665 0 0
7 POLK "Town of GEORGETOWN Wards 1-2" 1234 239 378 0 0
7 POLK "Town of JOHNSTOWN Ward 1" 592 125 171 0 0
7 POLK "Town of LAKETOWN Ward 1" 1208 223 381 0 0
7 POLK "Town of LINCOLN Wards 1-4" 2796 475 923 0 0
7 POLK "Town of LORAIN Ward 1" 400 62 138 0 0
7 POLK "Town of LUCK Wards 1-2" 1056 191 337 0 0
7 POLK "Town of MCKINLEY Ward 1" 440 68 152 0 0
7 POLK "Town of MILLTOWN Wards 1-2" 1496 265 483 0 0
7 POLK "Town of OSCEOLA Wards 1-5" 3796 645 1253 0 0
7 POLK "Town of ST. CROIX FALLS Wards 1-2" 1456 250 478 0 0
7 POLK "Town of STERLING Ward 1" 804 127 275 0 0
7 POLK "Town of WEST SWEDEN Ward 1" 876 156 282 0 0
7 POLK "Village of BALSAM LAKE Wards 1-2" 1002 167 334 0 0
7 POLK "Village of CENTURIA Ward 1" 684 102 240 0 0
7 POLK "Village of CLAYTON Ward 1" 454 58 169 0 0
7 POLK "Village of CLEAR LAKE Wards 1-2" 1152 181 395 0 0
7 POLK "Village of DRESSER Ward 1" 918 144 315 0 0
7 POLK "Village of FREDERIC Wards 1-2" 1128 245 319 0 0
7 POLK "Village of LUCK Wards 1-2" 1166 234 349 0 0
7 POLK "Village of MILLTOWN Ward 1" 912 156 300 0 0
7 POLK "Village of OSCEOLA Wards 1-3" 3004 645 857 0 0
7 POLK "VILLAGE OF TURTLE LAKE Ward 2A" 80 9 31 0 0
7 POLK "VILLAGE OF TURTLE LAKE Ward 2B" 0 0 0 0 0
7 POLK "City of AMERY Wards 1-5" 3080 677 863 0 0
7 POLK "City of ST. CROIX FALLS Wards 1-4" 2520 625 635 0 0
7 PRICE "Town of CATAWBA Ward 1" 320 55 105 0 0
7 PRICE "Town of EISENSTEIN Wards 1-2" 778 165 224 0 0
7 PRICE "Town of ELK Wards 1-2" 1398 259 440 0 0
7 PRICE "Town of EMERY Ward 1" 408 77 127 0 0
7 PRICE "Town of FIFIELD Ward 1" 788 151 243 0 0
7 PRICE "Town of FIFIELD Ward 2" 442 78 143 0 0
7 PRICE "Town of FLAMBEAU Ward 1" 710 121 234 0 0
7 PRICE "Town of GEORGETOWN Ward 1" 178 31 58 0 0
7 PRICE "Town of HACKETT Ward 1" 246 42 81 0 0
7 PRICE "Town of HARMONY Ward 1" 296 45 103 0 0
7 PRICE "Town of HILL Ward 1" 460 52 178 0 0
7 PRICE "Town of KENNAN Ward 1" 344 59 113 0 0
7 PRICE "Town of KNOX Ward 1" 424 76 136 0 0
7 PRICE "Town of LAKE Wards 1-2" 1530 317 448 0 0
7 PRICE "Town of OGEMA Ward 1" 856 127 301 0 0
7 PRICE "Town of PRENTICE Ward 1" 510 84 171 0 0
7 PRICE "Town of SPIRIT Ward 1" 402 61 140 0 0
7 PRICE "Town of WORCESTER Wards 1-3" 2164 333 749 0 0
7 PRICE "Village of CATAWBA Ward 1" 154 24 53 0 0
7 PRICE "Village of KENNAN Ward 1" 156 29 49 0 0
7 PRICE "Village of PRENTICE Ward 1" 620 105 205 0 0
7 PRICE "City of PARK FALLS Wards 1-7" 2290 520 625 0 0
7 PRICE "City of PHILLIPS Wards 1-4" 1412 305 401 0 0
7 RUSK "Town of ATLANTA Wards 1-2" 720 101 259 0 0
7 RUSK "Town of BIG BEND Wards 1-2" 624 100 212 0 0
7 RUSK "Town of BIG FALLS Ward 1" 162 30 51 0 0
7 RUSK "Town of CEDAR RAPIDS Ward 1" 54 10 17 0 0
7 RUSK "Town of DEWEY Ward 1" 648 121 203 0 0
7 RUSK "Town of FLAMBEAU Wards 1-3" 1144 172 400 0 0
7 RUSK "Town of GRANT Wards 1-5" 770 121 264 0 0
7 RUSK "Town of GROW Ward 1" 444 39 183 0 0
7 RUSK "Town of HAWKINS Ward 1" 134 26 41 0 0
7 RUSK "Town of HUBBARD Ward 1" 214 31 75 0 1
7 RUSK "Town of LAWRENCE Wards 1-2" 318 40 119 0 0
7 RUSK "Town of MARSHALL Wards 1-2" 496 56 192 0 0
7 RUSK "Town of MURRY Ward 1" 238 46 73 0 0
7 RUSK "Town of RICHLAND Wards 1-2" 232 42 74 0 0
7 RUSK "Town of RUSK Ward 1" 744 124 248 0 0
7 RUSK "Town of SOUTH FORK Ward 1" 140 28 42 0 0
7 RUSK "Town of STRICKLAND Wards 1-2" 352 71 105 0 0
7 RUSK "Town of STUBBS Wards 1-2" 666 117 216 0 0
7 RUSK "Town of THORNAPPLE Wards 1-5" 886 102 341 0 0
7 RUSK "Town of TRUE Ward 1" 342 56 115 0 0
7 RUSK "Town of WASHINGTON Ward 1" 478 78 161 0 0
7 RUSK "Town of WILKINSON Ward 1" 72 9 27 0 0
7 RUSK "Town of WILLARD Ward 1" 556 75 203 0 0
7 RUSK "Town of WILSON Ward 1" 172 21 65 0 0
7 RUSK "Village of BRUCE Ward 1" 770 143 242 0 0
7 RUSK "Village of CONRATH Ward 1" 68 19 15 0 0
7 RUSK "Village of GLEN FLORA Ward 1" 76 15 22 0 1
7 RUSK "Village of HAWKINS Ward 1" 336 57 111 0 0
7 RUSK "Village of INGRAM Ward 1" 70 10 25 0 0
7 RUSK "Village of SHELDON Ward 1" 242 31 90 0 0
7 RUSK "Village of TONY Ward 1" 102 16 35 0 0
7 RUSK "Village of WEYERHAEUSER Wards 1-2" 246 48 75 0 0
7 RUSK "City of LADYSMITH Wards 1-15" 2938 598 871 0 0
7 "ST. CROIX" "Town of BALDWIN Wards 1-2" 1210 169 436 0 0
7 "ST. CROIX" "Town of CADY Ward 1" 1000 137 363 0 0
7 "ST. CROIX" "Town of CYLON Ward 1" 812 104 302 0 0
7 "ST. CROIX" "Town of EAU GALLE Wards 1-2" 1502 225 526 0 0
7 "ST. CROIX" "Town of EMERALD Ward 1" 1020 156 354 0 0
7 "ST. CROIX" "Town of ERIN PRAIRIE Ward 1" 882 143 298 0 0
7 "ST. CROIX" "Town of FOREST Ward 1" 748 82 292 0 0
7 "ST. CROIX" "Town of GLENWOOD Ward 1" 916 121 335 0 2
7 "ST. CROIX" "Town of HAMMOND Wards 1-3" 3018 444 1063 0 2
7 "ST. CROIX" "Town of HUDSON Wards 1-14" 11294 2255 3385 0 7
7 "ST. CROIX" "Town of KINNICKINNIC Wards 1-3" 2390 460 733 0 2
7 "ST. CROIX" "Town of PLEASANT VALLEY Ward 1" 674 121 216 0 0
7 "ST. CROIX" "Town of RICHMOND Wards 1-2" 2522 431 830 0 0
7 "ST. CROIX" "Town of RICHMOND Wards 3-5" 2192 395 701 0 0
7 "ST. CROIX" "Town of RUSH RIVER Ward 1" 644 100 222 0 0
7 "ST. CROIX" "Town of ST. JOSEPH Wards 1-6" 5670 1164 1669 0 2
7 "ST. CROIX" "Town of SOMERSET Wards 1-6" 5678 930 1909 0 0
7 "ST. CROIX" "Town of SPRINGFIELD Ward 1" 1158 180 399 0 0
7 "ST. CROIX" "Town of STANTON Ward 1" 1118 204 355 0 0
7 "ST. CROIX" "Town of STAR PRAIRIE Wards 1-6" 4394 698 1499 0 0
7 "ST. CROIX" "Town of TROY Wards 1-7" 7602 1539 2258 0 4
7 "ST. CROIX" "Town of WARREN Wards 1-3" 2246 392 730 0 1
7 "ST. CROIX" "Village of BALDWIN Wards 1-6" 4370 861 1322 0 2
7 "ST. CROIX" "Village of DEER PARK Ward 1" 248 27 97 0 0
7 "ST. CROIX" "Village of HAMMOND Wards 1-4" 2048 424 598 0 2
7 "ST. CROIX" "Village of NORTH HUDSON Wards 1-6" 5054 1154 1371 0 2
7 "ST. CROIX" "Village of ROBERTS Wards 1-4" 2198 452 646 0 1
7 "ST. CROIX" "Village of SOMERSET Wards 1-4" 2924 516 943 0 3
7 "ST. CROIX" "Village of STAR PRAIRIE Ward 1" 718 124 235 0 0
7 "ST. CROIX" "VILLAGE OF SPRING VALLEY Ward 3" 18 1 8 0 0
7 "ST. CROIX" "Village of WILSON Ward 1" 224 28 84 0 0
7 "ST. CROIX" "Village of WOODVILLE Wards 1-2" 1392 242 453 0 1
7 "ST. CROIX" "City of GLENWOOD CITY Wards 1-2" 1280 183 455 0 2
7 "ST. CROIX" "City of HUDSON Wards 1-2" 2202 532 568 0 1
7 "ST. CROIX" "City of HUDSON Wards 3-4" 4024 924 1085 0 3
7 "ST. CROIX" "City of HUDSON Wards 5-6" 2676 711 626 0 1
7 "ST. CROIX" "City of HUDSON Wards 7-8" 3208 796 808 0 0
7 "ST. CROIX" "City of HUDSON Wards 9-10" 2694 794 552 0 1
7 "ST. CROIX" "City of HUDSON Wards 11-12" 2628 680 634 0 0
7 "ST. CROIX" "City of NEW RICHMOND Wards 1-6" 4998 1051 1446 0 2
7 "ST. CROIX" "City of NEW RICHMOND Wards 7-12" 5248 1207 1415 0 2
7 "ST. CROIX" "CITY OF RIVER FALLS Wards 1-4,15" 4548 1197 1075 0 2
